#Time	#Vsoma	#Vdend	#Vdend2	#Cyt_Ca	#PSD_Ca	#NMDA_Mg	#NMDA_Nopen	#NMDA_Jca	#NMDA_Nt0	#NMDA_Nt1	#NMDA_Nt2	#NMDA_Vca	#NMDA_Ji	#PSD_VGCC_Jca	#Cyt_VGCC_Jca	#Cyt_CaMKIIact	#PSD_Ca3CaM	#PSD_CaMKIIact	#Cyt_CaNact	#PSD_CaNact	#Cyt_AC1act	#Cyt_PKAact	#PSD_AC1act	#PSD_cAMP	#PSD_PKAact	#Cyt_PP1act	#PSD_I1P	#PSD_PP1act	#Int_AMPAR	#Mbr_AMPAR	#PSD_AMPAR	#Trp_AMPAR
0.55	-65.0001	-65.0001	-65.0001	0.0499995	0.0500003	0.0405828	0	0	0.866875	0.127422	0.00570257	2.6574	0	1.55178e-31	9.02484e-32	0.199307	2.73751e-05	1.52042	0.00696706	0.00696812	0.000238414	0.0452181	0.000328448	0.00327721	0.0452181	0.00878809	1.13058	0.0527608	6.12584	0.346506	0.346081	1.76425
0.985	-65.0001	-65.0001	-65.0001	0.0499995	0.0500003	0.0405828	0	0	0.866875	0.127422	0.00570257	2.6574	0	1.55178e-31	9.02484e-32	0.199433	2.73751e-05	1.51991	0.00696706	0.00696812	0.000238414	0.0452181	0.000328448	0.00327721	0.0452181	0.00878809	1.13058	0.0527608	6.12583	0.34651	0.346089	1.76427
0.985	-65.0001	-65.0001	-65.0001	0.0499995	0.0500003	0.0405828	0	0	0.866875	0.127422	0.00570257	2.6574	0	1.55178e-31	9.02484e-32	0.199433	2.73751e-05	1.51991	0.00696706	0.00696812	0.000238414	0.0452181	0.000328448	0.00327721	0.0452181	0.00878809	1.13058	0.0527608	6.12583	0.34651	0.346089	1.76427
0.985	-65.0001	-65.0001	-65.0001	0.0499995	0.0500003	0.0405828	0	0	0.866875	0.127422	0.00570257	2.6574	0	1.55178e-31	9.02484e-32	0.199433	2.73751e-05	1.51991	0.00696706	0.00696812	0.000238414	0.0452181	0.000328448	0.00327721	0.0452181	0.00878809	1.13058	0.0527608	6.12583	0.34651	0.346089	1.76427
0.986	-65.0001	-65.0001	-65.0001	0.0499995	0.0500003	0.0405828	0	0	0.866875	0.127422	0.00570257	2.6574	0	1.55178e-31	9.02484e-32	0.199433	2.73751e-05	1.51991	0.00696706	0.00696812	0.000238414	0.0452181	0.000328448	0.00327721	0.0452181	0.00878809	1.13058	0.0527608	6.12583	0.34651	0.346089	1.76427
0.988	-65.0001	-65.0001	-65.0001	0.0499995	0.0500003	0.0405828	0	0	0.866875	0.127422	0.00570257	2.6574	0	1.55178e-31	9.02484e-32	0.199433	2.73751e-05	1.51991	0.00696706	0.00696812	0.000238414	0.0452181	0.000328448	0.00327721	0.0452181	0.00878809	1.13058	0.0527608	6.12583	0.34651	0.346089	1.76427
0.991	-64.8785	-64.599	-64.599	0.192715	1.88441	0.0415621	0.145796	35354.7	0.85463	0.13247	0.0129	2.70535	3.91444	1.80314e-31	1.04867e-31	0.199433	0.0020515	1.51973	0.00698549	0.00723114	0.000238543	0.0452181	0.000332976	0.00327722	0.0452181	0.00878809	1.13058	0.0527608	6.12583	0.34651	0.346089	1.76427
0.994	-63.5053	-63.1804	-63.1804	0.649025	4.00692	0.0452106	0.262785	67854	0.531006	0.341631	0.127362	2.8807	7.50624	3.95754e-30	2.30163e-30	0.204128	0.339636	1.57045	0.00818813	0.0188355	0.00073528	0.0452181	0.00593382	0.00330381	0.0452181	0.0087881	1.13052	0.0527611	6.12583	0.34651	0.346089	1.76427
0.999	-62.9546	-62.8884	-62.8884	0.979953	3.54367	0.0459986	0.212723	55637.2	0.392425	0.464882	0.142693	2.91791	6.15361	4.94906e-29	2.87828e-29	0.25981	0.608323	1.87509	0.0205823	0.0853112	0.00654602	0.0452181	0.0374376	0.00368917	0.0452181	0.00878843	1.12966	0.0527693	6.12583	0.34651	0.346089	1.76427
1.001	-62.9209	-62.9648	-62.9648	1.01755	3.32806	0.0457911	0.197213	51407.7	0.362496	0.493916	0.143588	2.90814	5.68611	5.66811e-29	3.29647e-29	0.282612	0.589894	1.96432	0.0264355	0.105434	0.00893325	0.0452181	0.0465587	0.00388991	0.0452181	0.00878873	1.12923	0.0527752	6.12583	0.34651	0.346089	1.76427
1.001	-59.8321	-62.6617	-62.6617	1.02215	3.30824	0.0466192	0.194908	51487	0.358143	0.498256	0.143601	2.94706	5.69374	5.81147e-29	3.37984e-29	0.286279	0.585688	1.97775	0.0274187	0.108438	0.00931795	0.0452181	0.0479272	0.00392471	0.0452181	0.00878879	1.12915	0.0527763	6.12583	0.34651	0.346089	1.76427
1.001	-49.6243	-58.8049	-58.8049	1.05138	3.6219	0.0584764	0.189253	59025.2	0.347437	0.507971	0.144592	3.47951	6.50782	1.46887e-27	8.54265e-28	0.295589	0.587459	2.01103	0.029969	0.116024	0.0102956	0.0452181	0.0513189	0.00401626	0.0452181	0.00878896	1.12896	0.0527792	6.12583	0.34651	0.346089	1.76427
1.002	19.4625	-2.91376	-2.91376	1.53035	9.21956	0.665159	0.17805	156451	0.32243	0.496531	0.181039	9.80301	3.45081	187.162	108.85	0.31539	1.21086	2.09268	0.0357609	0.141689	0.0123859	0.0452181	0.0598178	0.00422198	0.0452181	0.00878939	1.12854	0.052786	6.12583	0.34651	0.346089	1.76427
1.004	-34.4926	-39.9005	-39.9005	3.10893	7.51116	0.167032	0.154339	96948.2	0.266199	0.48314	0.250661	7.00788	10.2862	15778.1	9176.23	0.385297	3.01711	2.52513	0.0564749	0.277453	0.0198059	0.0452181	0.104887	0.00477174	0.0452181	0.00879045	1.12729	0.0528021	6.12583	0.34651	0.346089	1.76427
1.007	-57.0693	-55.2028	-55.2028	2.1331	3.55819	0.0720545	0.120861	43764.9	0.203208	0.577918	0.218874	4.03983	4.80737	2447.16	1423.22	0.648014	1.89055	3.24742	0.131587	0.459313	0.0474753	0.0452181	0.17916	0.00630924	0.045218	0.00879362	1.12359	0.0528503	6.12583	0.34651	0.346089	1.76427
1.01	-60.3115	-59.8948	-59.8948	1.54814	2.23711	0.0548648	0.0917135	27309.3	0.155841	0.688393	0.155766	3.322	3.01382	121.641	70.7439	0.948763	0.784019	3.74301	0.232853	0.529375	0.0797507	0.045218	0.227463	0.00963359	0.045218	0.00880475	1.11751	0.052978	6.12583	0.34651	0.346088	1.76427
1.015	-61.4877	-61.5077	-61.5077	1.16636	1.60201	0.0499044	0.0688979	19139.2	0.122199	0.760262	0.117538	3.09914	2.11483	1.94334	1.13021	1.13438	0.33759	4.06184	0.320924	0.536178	0.10105	0.0452179	0.253712	0.0152964	0.0452179	0.00883581	1.10987	0.0532222	6.12583	0.34651	0.346085	1.76427
1.022	-62.7343	-62.7874	-62.7874	0.840635	1.14021	0.0462742	0.0510473	13410.6	0.101183	0.805829	0.0929879	2.93088	1.48315	0.00883503	0.00513829	1.2184	0.137351	4.292	0.386202	0.520311	0.112674	0.0452176	0.26698	0.0234552	0.0452174	0.00889918	1.10027	0.0536042	6.12583	0.34651	0.346079	1.76428
1.03	-63.7365	-63.7672	-63.7672	0.579034	0.799872	0.0436659	0.0370956	9333.7	0.093647	0.83178	0.0745729	2.80708	1.03291	9.67191e-06	5.625e-06	1.23245	0.052079	4.47521	0.426257	0.500098	0.117753	0.0452167	0.272148	0.0340776	0.0452164	0.00900029	1.08791	0.0541512	6.12583	0.34651	0.346068	1.76429
1.04	-64.3694	-64.3823	-64.3823	0.38766	0.554998	0.0421006	0.0262168	6418.99	0.103624	0.836449	0.0599274	2.73155	0.710615	2.15414e-09	1.25281e-09	1.20634	0.0207943	4.63908	0.444841	0.482904	0.119223	0.0452144	0.272868	0.0470729	0.0452141	0.00913556	1.07271	0.0548857	6.12583	0.346509	0.346046	1.76431
1.052	-64.7082	-64.7123	-64.7123	0.258193	0.381702	0.0412832	0.0178712	4311.83	0.139345	0.813302	0.0473523	2.69173	0.477434	8.26674e-14	4.80778e-14	1.16036	0.0106832	4.79767	0.448508	0.468733	0.119027	0.0452096	0.271396	0.0623589	0.0452095	0.00929542	1.05557	0.0557914	6.12583	0.346507	0.34601	1.76435
1.067	-64.8685	-64.8692	-64.8692	0.175436	0.261581	0.0408999	0.0116915	2801.19	0.209472	0.754502	0.0360258	2.67297	0.310193	4.63402e-19	2.69506e-19	1.10511	0.00769942	4.95381	0.443263	0.455297	0.118088	0.045201	0.268811	0.0798481	0.0452009	0.009468	1.03786	0.0568045	6.12584	0.346504	0.345951	1.76441
1.084	-64.9385	-64.9382	-64.9382	0.124422	0.180899	0.0407324	0.0073443	1754.22	0.313967	0.659769	0.0262634	2.66475	0.194263	3.29519e-25	1.91642e-25	1.04582	0.00689018	5.10395	0.433403	0.441396	0.116754	0.0451869	0.26554	0.0994078	0.0451869	0.00964152	1.02082	0.0578427	6.12584	0.346499	0.345861	1.7645
1.103	-64.9685	-64.9681	-64.9681	0.093875	0.129204	0.0406601	0.00446366	1064.75	0.437818	0.543349	0.018833	2.6612	0.117913	5.87356e-31	3.41595e-31	0.985354	0.00670775	5.2425	0.421605	0.42724	0.115133	0.0451658	0.261725	0.120785	0.0451659	0.00980671	1.00518	0.0588391	6.12584	0.346492	0.345728	1.76461
1.126	-64.9818	-64.9816	-64.9816	0.0762242	0.097726	0.0406275	0.00269395	642.218	0.554984	0.430999	0.0140162	2.6596	0.0711213	1.651e-31	9.60192e-32	0.926192	0.00669113	5.36121	0.409556	0.413666	0.113267	0.0451368	0.257438	0.143162	0.0451369	0.00995658	0.991345	0.0597453	6.12585	0.346481	0.345535	1.7648
1.152	-64.9896	-64.9894	-64.9894	0.0662881	0.0797945	0.0406086	0.00168156	400.733	0.64758	0.341194	0.0112263	2.65867	0.0443786	1.60519e-31	9.33548e-32	0.86983	0.00670247	5.45447	0.397975	0.401072	0.111158	0.0450995	0.252686	0.166776	0.0450996	0.0100905	0.979166	0.0605566	6.12587	0.346467	0.345268	1.76507
1.181	-64.9937	-64.9935	-64.9935	0.0610826	0.0703367	0.0405987	0.0011462	273.101	0.709443	0.280763	0.00979422	2.65818	0.0302443	1.58402e-31	9.21236e-32	0.817522	0.00669825	5.5175	0.387126	0.389564	0.108808	0.0450539	0.247474	0.191202	0.045054	0.0102105	0.968325	0.061283	6.12589	0.346447	0.344906	1.76544
1.213	-64.9956	-64.9955	-64.9955	0.0585288	0.0656977	0.040594	0.000883488	210.487	0.745443	0.245444	0.00911335	2.65795	0.0233102	1.57391e-31	9.15358e-32	0.770069	0.00666261	5.54733	0.37694	0.37895	0.106218	0.0450009	0.241812	0.215963	0.045001	0.0103207	0.958374	0.0619497	6.12591	0.346421	0.344428	1.76593
1.249	-64.9965	-64.9964	-64.9964	0.057322	0.0635238	0.0405918	0.000760661	181.217	0.764636	0.226567	0.00879765	2.65784	0.0200687	1.56938e-31	9.12724e-32	0.7278	0.0065899	5.54298	0.367177	0.368901	0.103395	0.0449415	0.235705	0.240534	0.0449416	0.0104263	0.948863	0.062587	6.12594	0.346387	0.343812	1.76655
1.289	-64.9969	-64.9968	-64.9968	0.0567243	0.0624636	0.0405909	0.000701076	167.018	0.774943	0.216419	0.00863757	2.6578	0.0184963	1.56738e-31	9.11559e-32	0.690615	0.00647933	5.50535	0.357562	0.359086	0.100346	0.0448768	0.229165	0.264361	0.0448768	0.0105319	0.939418	0.0632231	6.12598	0.346344	0.343038	1.76735
1.334	-64.9971	-64.997	-64.997	0.0563633	0.0618289	0.0405904	0.00066559	158.563	0.78137	0.210098	0.00853174	2.65777	0.0175599	1.56637e-31	9.10972e-32	0.658067	0.00633287	5.4369	0.347873	0.349246	0.0970812	0.0448078	0.222206	0.286875	0.0448079	0.0106409	0.929776	0.0638795	6.12603	0.34629	0.342086	1.76832
1.382	-64.9972	-64.9971	-64.9971	0.0560725	0.0613113	0.04059	0.00063663	151.663	0.786428	0.205136	0.0084365	2.65775	0.0167958	1.56568e-31	9.10568e-32	0.629473	0.00615417	5.34119	0.337981	0.339231	0.0936164	0.0447359	0.214846	0.307526	0.0447359	0.0107559	0.919783	0.0645709	6.12609	0.346224	0.34094	1.7695
1.435	-64.9974	-64.9973	-64.9973	0.0557874	0.060791	0.0405897	0.000607359	144.689	0.791146	0.200519	0.00833551	2.65774	0.0160234	1.56503e-31	9.1019e-32	0.604042	0.00594784	5.22239	0.327838	0.328981	0.0899687	0.044662	0.207109	0.325798	0.044662	0.0108783	0.909366	0.0653059	6.12616	0.346142	0.339589	1.7709
1.493	-64.9975	-64.9974	-64.9974	0.055487	0.0602301	0.0405893	0.000575607	137.124	0.795857	0.195919	0.00822397	2.65772	0.0151857	1.56434e-31	9.09788e-32	0.580981	0.00571876	5.08483	0.317463	0.318508	0.0861585	0.0445876	0.199023	0.341237	0.0445876	0.0110087	0.898513	0.066089	6.12625	0.346044	0.338029	1.77252
1.555	-64.9977	-64.9976	-64.9976	0.0551675	0.0596221	0.0405889	0.000541011	128.881	0.800625	0.191273	0.00810149	2.6577	0.0142729	1.56358e-31	9.09351e-32	0.559581	0.0054717	4.93267	0.306913	0.307866	0.0822084	0.0445144	0.190622	0.353473	0.0445144	0.0111474	0.887239	0.0669221	6.12635	0.345926	0.336261	1.77436
1.623	-64.9978	-64.9977	-64.9977	0.0548306	0.0589721	0.0405885	0.000503872	120.033	0.805428	0.186603	0.00796929	2.65768	0.013293	1.56277e-31	9.0888e-32	0.53927	0.00521107	4.76964	0.296267	0.297131	0.0781433	0.0444446	0.181948	0.362233	0.0444447	0.0112946	0.875582	0.0678059	6.12646	0.345787	0.334296	1.77642
1.696	-64.998	-64.9979	-64.9979	0.0544805	0.0582894	0.0405881	0.000464745	110.711	0.81022	0.181951	0.00782919	2.65766	0.0122606	1.56192e-31	9.08382e-32	0.519631	0.00494077	4.59895	0.285612	0.286393	0.0739895	0.044381	0.173045	0.367361	0.044381	0.0114502	0.863583	0.0687401	6.12659	0.345624	0.332153	1.77869
1.775	-64.9982	-64.9981	-64.9981	0.054122	0.0575854	0.0405876	0.000424304	101.076	0.814951	0.177366	0.00768327	2.65764	0.0111936	1.56103e-31	9.07866e-32	0.500397	0.00466421	4.4233	0.275042	0.275742	0.0697747	0.0443268	0.163962	0.368812	0.0443268	0.0116142	0.851288	0.0697244	6.12674	0.345436	0.329859	1.78114
1.859	-64.9984	-64.9983	-64.9983	0.0537606	0.0568723	0.0405871	0.00038328	91.303	0.819576	0.17289	0.00753373	2.65761	0.0101113	1.56013e-31	9.07342e-32	0.481425	0.00438435	4.24494	0.264646	0.265269	0.0655275	0.0442859	0.154754	0.366662	0.0442859	0.0117863	0.838746	0.0707578	6.12691	0.345219	0.327446	1.78374
1.949	-64.9986	-64.9985	-64.9985	0.0534017	0.0561624	0.0405867	0.000342418	81.5684	0.824053	0.168564	0.00738282	2.65759	0.00903324	1.55923e-31	9.06819e-32	0.462669	0.00410377	4.06577	0.25451	0.255062	0.0612767	0.0442624	0.145476	0.361089	0.0442624	0.0119665	0.826	0.0718398	6.1271	0.344974	0.324956	1.78646
1.985	-64.9986	-64.9986	-64.9986	0.0532685	0.0558987	0.0405865	0.000327247	77.9543	0.82569	0.166983	0.00732619	2.65758	0.008633	1.5589e-31	9.06624e-32	0.455686	0.00399857	3.99829	0.250783	0.251309	0.0596836	0.044259	0.141982	0.358161	0.044259	0.0120363	0.821165	0.0722589	6.12718	0.344873	0.324007	1.78751
1.985	-64.9986	-64.9986	-64.9986	0.0532677	0.0558969	0.0405865	0.000327163	77.9343	0.825699	0.166975	0.00732588	2.65758	0.00863077	1.55889e-31	9.06623e-32	0.455647	0.00399796	3.99792	0.250762	0.251288	0.0596747	0.0442589	0.141962	0.358142	0.0442589	0.0120367	0.821138	0.0722613	6.12718	0.344873	0.324002	1.78752
1.985	-64.9986	-64.9986	-64.9986	0.0532657	0.0558932	0.0405865	0.000326953	77.8842	0.825722	0.166953	0.00732509	2.65758	0.00862523	1.55889e-31	9.06621e-32	0.45555	0.00399646	3.99698	0.250711	0.251236	0.0596525	0.0442589	0.141913	0.358096	0.0442589	0.0120377	0.82107	0.0722672	6.12718	0.344871	0.323989	1.78753
1.986	-64.9986	-64.9986	-64.9986	0.053262	0.0558859	0.0405865	0.000326533	77.7841	0.825767	0.166909	0.00732349	2.65758	0.00861414	1.55888e-31	9.06615e-32	0.455356	0.00399349	3.99511	0.250608	0.251132	0.0596082	0.0442589	0.141816	0.358005	0.0442589	0.0120397	0.820934	0.072279	6.12718	0.344868	0.323962	1.78756
1.988	-64.9986	-64.9986	-64.9986	0.0532556	0.0558734	0.0405865	0.000325819	77.6141	0.825844	0.166835	0.00732076	2.65758	0.00859531	1.55886e-31	9.06605e-32	0.455026	0.0039885	3.99193	0.250433	0.250956	0.059533	0.0442588	0.141651	0.35785	0.0442588	0.012043	0.820704	0.0722991	6.12719	0.344863	0.323917	1.78761
1.991	-64.8782	-64.6015	-64.6015	0.192922	1.82221	0.0415561	0.139594	33847.1	0.814826	0.17081	0.0143645	2.70506	3.74753	1.80851e-31	1.0518e-31	0.454522	0.0059262	3.98694	0.250575	0.25639	0.0594182	0.0442587	0.141402	0.357612	0.0442587	0.0120481	0.820345	0.0723298	6.12719	0.344856	0.323849	1.78768
1.994	-63.523	-63.2033	-63.2033	0.631757	3.84086	0.0451494	0.250233	64548	0.512682	0.361345	0.125973	2.8778	7.14063	3.78846e-30	2.20329e-30	0.458002	0.313161	4.02419	0.26163	0.327922	0.0597078	0.0442586	0.145769	0.357293	0.0442586	0.0120555	0.819396	0.0723774	6.1272	0.344845	0.323752	1.78779
1.999	-62.985	-62.9205	-62.9205	0.950626	3.42557	0.0459112	0.204815	53493.2	0.384927	0.475197	0.139876	2.91379	5.91661	4.54307e-29	2.64216e-29	0.508239	0.57728	4.28551	0.301521	0.450332	0.0649405	0.0442585	0.172483	0.357162	0.0442585	0.0120675	0.816816	0.0724742	6.12721	0.344831	0.32362	1.78794
2.001	-62.9516	-62.9966	-62.9966	0.9877	3.22596	0.0457049	0.190489	49585.4	0.357066	0.502331	0.140603	2.90407	5.48466	5.18556e-29	3.01582e-29	0.529339	0.564353	4.36403	0.315389	0.477474	0.0671644	0.0442585	0.180396	0.357218	0.0442585	0.0120714	0.815958	0.0725086	6.12722	0.344827	0.323586	1.78797
2.001	-59.8628	-62.6935	-62.6935	0.992284	3.20807	0.0465317	0.188353	49686.1	0.353	0.506398	0.140602	2.94296	5.4947	5.31471e-29	3.09093e-29	0.532747	0.561003	4.3759	0.317605	0.481386	0.0675245	0.0442585	0.181589	0.35723	0.0442584	0.0120721	0.815821	0.0725143	6.12722	0.344827	0.323581	1.78798
2.001	-49.6727	-58.8384	-58.8384	1.02127	3.51696	0.0583621	0.183104	57026.6	0.342982	0.515465	0.141553	3.47458	6.28765	1.33577e-27	7.76859e-28	0.541415	0.563688	4.40536	0.323245	0.491439	0.0684417	0.0442585	0.184549	0.357265	0.0442584	0.0120738	0.815473	0.0725288	6.12722	0.344825	0.323568	1.78799
2.002	19.0238	-4.4208	-4.4208	1.49949	9.14116	0.644038	0.17269	155127	0.319405	0.503351	0.177244	10.0218	4.91675	187.261	108.908	0.559864	1.13223	4.47735	0.336104	0.53274	0.0704052	0.0442584	0.191916	0.357354	0.0442584	0.0120774	0.814735	0.0725598	6.12722	0.344822	0.323542	1.78802
2.004	-34.4214	-40.0529	-40.0529	3.08038	7.34723	0.165722	0.150552	94130.1	0.265767	0.487466	0.246767	6.97534	9.99308	15486.1	9006.42	0.624581	2.90366	4.86912	0.376314	0.681327	0.0773743	0.0442584	0.231762	0.357687	0.0442584	0.0120844	0.812995	0.0726204	6.12722	0.344817	0.323497	1.78807
2.007	-57.1882	-55.3848	-55.3848	2.1022	3.48824	0.0713035	0.118904	42739	0.205085	0.579713	0.215201	4.01005	4.69568	2398.18	1394.73	0.873623	1.8749	5.5403	0.474668	0.830306	0.104072	0.0442584	0.29906	0.358841	0.0442584	0.0120983	0.809257	0.072744	6.12723	0.34481	0.323429	1.78815
2.01	-60.4524	-60.0567	-60.0567	1.52756	2.20652	0.0543467	0.0909036	26881.4	0.158821	0.687774	0.153405	3.29908	2.96698	119.131	69.284	1.16792	0.801697	6.0116	0.587082	0.884578	0.136189	0.0442584	0.344014	0.361591	0.0442584	0.0121285	0.803593	0.0729896	6.12724	0.344799	0.323332	1.78825
2.015	-61.6206	-61.6414	-61.6414	1.15225	1.58768	0.0495128	0.0686585	18962.3	0.125547	0.758321	0.116132	3.0812	2.09548	1.90204	1.10619	1.35192	0.350449	6.31541	0.684805	0.894554	0.157576	0.0442584	0.368653	0.366479	0.0442583	0.0121915	0.796178	0.0734179	6.12725	0.344784	0.323201	1.7884
2.022	-62.822	-62.8727	-62.8727	0.831041	1.13486	0.0460414	0.0510726	13367.1	0.104586	0.803276	0.0921384	2.91992	1.47842	0.00863936	0.00502449	1.43455	0.145355	6.53033	0.759306	0.889929	0.169069	0.0442583	0.380833	0.373628	0.0442581	0.0123063	0.786466	0.0740922	6.12726	0.344765	0.323029	1.78859
2.03	-63.7822	-63.8113	-63.8113	0.573022	0.799158	0.0435518	0.0372326	9349.91	0.0970306	0.828957	0.0740121	2.8016	1.03473	9.4504e-06	5.49617e-06	1.44746	0.0576023	6.69613	0.807721	0.881943	0.173861	0.0442577	0.38511	0.382966	0.0442576	0.012485	0.773929	0.0750854	6.12728	0.34474	0.322809	1.78883
2.04	-64.3891	-64.4013	-64.4013	0.384508	0.556494	0.0420533	0.0263906	6456.12	0.106942	0.833545	0.0595132	2.72925	0.714734	2.10375e-09	1.2235e-09	1.42035	0.0252716	6.83956	0.832771	0.873679	0.174936	0.0442564	0.384947	0.394357	0.0442562	0.0127288	0.758765	0.0764504	6.1273	0.344709	0.322536	1.78914
2.052	-64.715	-64.7189	-64.7189	0.257137	0.384131	0.0412671	0.0180455	4352.63	0.142235	0.810704	0.0470615	2.69095	0.481953	8.07106e-14	4.69398e-14	1.37329	0.0147543	6.97428	0.840045	0.86369	0.17425	0.0442535	0.382495	0.407674	0.0442534	0.0130274	0.741925	0.0781707	6.12733	0.34467	0.3222	1.78951
2.067	-64.8701	-64.8707	-64.8707	0.175711	0.264272	0.0408962	0.0118509	2839.18	0.210858	0.753226	0.0359155	2.67279	0.3144	4.52367e-19	2.63088e-19	1.31672	0.0115937	7.10291	0.835128	0.85002	0.172727	0.0442482	0.378781	0.422779	0.0442482	0.0133624	0.724658	0.0801473	6.12737	0.344623	0.321794	1.78996
2.084	-64.9384	-64.9381	-64.9381	0.12541	0.183528	0.0407327	0.00748479	1787.79	0.312101	0.661502	0.0263969	2.66476	0.197981	3.21713e-25	1.87102e-25	1.25575	0.0106844	7.22181	0.822372	0.832339	0.170713	0.0442398	0.374208	0.439491	0.0442398	0.0137112	0.70805	0.0822347	6.12741	0.344565	0.321307	1.7905
2.103	-64.968	-64.9676	-64.9676	0.0951864	0.131664	0.0406612	0.0045875	1094.31	0.431058	0.549726	0.0192161	2.66125	0.121186	5.83154e-31	3.39151e-31	1.1932	0.0104262	7.32542	0.804762	0.811607	0.168309	0.0442278	0.368899	0.457515	0.0442278	0.0140536	0.692775	0.0842967	6.12746	0.344496	0.320731	1.79112
2.126	-64.9813	-64.9811	-64.9811	0.0776564	0.10002	0.0406287	0.00280574	668.884	0.542815	0.442591	0.0145938	2.65966	0.0740743	1.65353e-31	9.6166e-32	1.13149	0.0103387	7.40544	0.784482	0.789286	0.165561	0.0442126	0.362928	0.476079	0.0442127	0.0143717	0.679228	0.0862175	6.12753	0.344413	0.320052	1.79187
2.152	-64.9891	-64.9889	-64.9889	0.0677567	0.0819701	0.0406098	0.00178579	425.579	0.630726	0.357344	0.0119301	2.65873	0.0471302	1.60757e-31	9.3493e-32	1.07208	0.0102766	7.45637	0.76268	0.766167	0.162466	0.0441957	0.356294	0.495286	0.0441957	0.0146606	0.667269	0.0879652	6.1276	0.344315	0.319259	1.79275
2.181	-64.9932	-64.993	-64.993	0.0625518	0.0724365	0.0405998	0.00124612	296.913	0.689392	0.300043	0.0105647	2.65824	0.0328814	1.58624e-31	9.22525e-32	1.01622	0.0101934	7.4735	0.740053	0.742725	0.159027	0.0441792	0.349002	0.514675	0.0441793	0.0149217	0.656611	0.0895439	6.1277	0.344199	0.31834	1.79377
2.213	-64.9952	-64.995	-64.995	0.0599823	0.0677475	0.0405951	0.000980951	233.711	0.723755	0.266335	0.00991046	2.658	0.0258821	1.57604e-31	9.16592e-32	0.964684	0.0100721	7.45395	0.716911	0.719087	0.155246	0.0441669	0.34106	0.533744	0.0441669	0.0151618	0.646843	0.0909952	6.1278	0.344062	0.317285	1.79494
2.249	-64.9961	-64.9959	-64.9959	0.0587503	0.0655336	0.0405929	0.000856406	204.031	0.742496	0.247905	0.00959834	2.6579	0.0225952	1.57145e-31	9.13927e-32	0.917814	0.00990671	7.39685	0.693321	0.695189	0.151129	0.044163	0.33248	0.551951	0.044163	0.015391	0.637547	0.0923779	6.12793	0.343904	0.316082	1.79628
2.289	-64.9965	-64.9963	-64.9963	0.0581206	0.0644323	0.0405919	0.000795125	189.428	0.75307	0.2375	0.00942975	2.65785	0.020978	1.56941e-31	9.12738e-32	0.875524	0.00969639	7.30322	0.669252	0.670915	0.146687	0.0441731	0.323277	0.568739	0.0441731	0.0156189	0.628381	0.0937503	6.12808	0.34372	0.314725	1.79779
2.334	-64.9967	-64.9965	-64.9965	0.0577215	0.0637494	0.0405914	0.000757581	180.481	0.760128	0.230563	0.00930906	2.65782	0.0199873	1.56836e-31	9.12126e-32	0.837397	0.00944349	7.17567	0.644685	0.646198	0.141938	0.0442037	0.313475	0.583556	0.0442036	0.0158532	0.619105	0.0951597	6.12825	0.343509	0.313209	1.79948
2.382	-64.9968	-64.9967	-64.9967	0.0573868	0.063174	0.040591	0.000726022	172.962	0.765986	0.224819	0.00919506	2.6578	0.0191545	1.56761e-31	9.1169e-32	0.80279	0.0091522	7.01795	0.619661	0.621054	0.136899	0.0442621	0.303102	0.595877	0.0442621	0.0160993	0.609587	0.0966386	6.12844	0.343266	0.311536	1.80136
2.435	-64.997	-64.9969	-64.9969	0.0570523	0.0625852	0.0405906	0.000693549	165.225	0.771581	0.219347	0.00907229	2.65778	0.0182976	1.56689e-31	9.11273e-32	0.770956	0.00882775	6.83443	0.594296	0.595582	0.131598	0.0443573	0.292196	0.605228	0.0443572	0.0163602	0.599773	0.0982061	6.12866	0.342991	0.309712	1.80341
2.493	-64.9972	-64.997	-64.997	0.0566974	0.0619452	0.0405902	0.000657994	156.753	0.777212	0.213852	0.00893628	2.65777	0.0173595	1.56612e-31	9.10824e-32	0.741154	0.00847578	6.62974	0.568761	0.569946	0.126061	0.044499	0.2808	0.611211	0.0444989	0.0166376	0.589668	0.0998717	6.1289	0.34268	0.307751	1.80564
2.555	-64.9973	-64.9972	-64.9972	0.0563186	0.0612485	0.0405898	0.000619037	147.471	0.78293	0.208284	0.00878678	2.65774	0.0163316	1.56527e-31	9.10332e-32	0.712729	0.00810185	6.40831	0.543258	0.544346	0.120321	0.0446984	0.268966	0.613516	0.0446983	0.0169318	0.579307	0.101638	6.12918	0.34233	0.305674	1.80802
2.623	-64.9975	-64.9974	-64.9974	0.0559184	0.0605014	0.0405893	0.000577043	137.466	0.788703	0.202671	0.00862518	2.65772	0.0152235	1.56436e-31	9.098e-32	0.685164	0.00771122	6.17425	0.518003	0.518995	0.114414	0.0449673	0.256752	0.611939	0.0449671	0.0172426	0.568745	0.103504	6.12948	0.34194	0.303507	1.81053
