#X	#Y	#DWt
-5	50	-0.0671077
-4	50	-0.0191088
-3	50	-0.0431517
-2	50	-0.0427152
-1	50	-0.0385478
0	50	-0.0286726
1	50	-0.0122447
2	50	0.00789568
3	50	0.0321754
4	50	0.0524378
5	50	0.055843
