|Trial	#Hz[1:0]<1:4>	#Hz[1:1]	#Hz[1:2]	#Hz[1:3]	#State[1:0]<1:4>	#State[1:1]	#State[1:2]	#State[1:3]	#StdCa[1:0]<1:2>	#StdCa[1:1]	#PredCa[1:0]<1:2>	#PredCa[1:1]	#ErrCa[1:0]<1:2>	#ErrCa[1:1]	#SSE
0	10	10	40	70	0.10000000149011612	0	0.10000000149011612	0	0.14069904386997223	0.16790460050106049	0.06012866304253633	0.07348132282772077	0.0805703808274359	0.09442327767333972	0
1	10	10	40	70	0.20000000298023224	0	0	0.30000001192092896	0.23632854223251343	0.1929055005311966	0.19923817856899262	0.13659585339124686	0.03709036366352081	0.05630964713994974	0
0	10	10	40	80	0.20000000298023224	0	0	0.20000000298023224	0.20496726036071777	0.16438718140125275	0.13793307796632168	0.10773056774209648	0.0670341823943961	0.056656613659156266	0
1	10	10	40	80	0	0.20000000298023224	0.20000000298023224	0	0.2253626435995102	0.215611532330513	0.16184898978310672	0.19364334416525752	0.06351365381640348	0.021968188165255476	0
0	10	10	40	90	0.20000000298023224	0	0.20000000298023224	0	0.2137565314769745	0.22806327044963837	0.12025732608507265	0.14696264565544154	0.09349920539190183	0.08110062479419683	0
1	10	10	40	90	0.20000000298023224	0	0.30000001192092896	0	0.1548774242401123	0.1886279135942459	0.17272455008864598	0.19544397172277322	-0.01784712584853368	-0.006816058128527314	0
0	10	10	40	100	0.20000000298023224	0	0.10000000149011612	0	0.15995001792907715	0.17742471396923065	0.06779010599061176	0.0984813232002498	0.09215991193846539	0.07894339076898085	0
1	10	10	40	100	0.10000000149011612	0	0.20000000298023224	0	0.13927364349365234	0.16667293012142181	0.11259588313699721	0.12196264528291251	0.02667776035665513	0.04471028483850931	0
0	10	10	50	10	0.20000000298023224	0	0.30000001192092896	0	0.11395283788442612	0.18142011761665344	0.17272455008864598	0.19544397172277322	-0.05877171220421987	-0.014023854106119782	0
1	10	10	50	10	0.30000001192092896	0	0.30000001192092896	0	0.0994468703866005	0.17042966187000275	0.1803859936075434	0.2204439739579474	-0.0809391232209429	-0.05001431208794466	0
0	10	10	50	20	0.30000001192092896	0	0.20000000298023224	0	0.09971760958433151	0.16330307722091675	0.12791876960397006	0.17196264789061572	-0.028201160019638544	-0.008659570669698968	0
1	10	10	50	20	0.20000000298023224	0.20000000298023224	0	0	0.07513320446014404	0.13939878344535828	0.07223743549033584	0.1466806999999321	0.002895768969808199	-0.007281916554573831	0
0	10	10	50	30	0.30000001192092896	0.20000000298023224	0	0.10000000149011612	0.1325652003288269	0.15122577548027039	0.14120397504431867	0.2005459857336255	-0.008638774715491765	-0.04932021025335512	0
1	10	10	50	30	0	0.30000001192092896	0	0.10000000149011612	0.21040163934230804	0.1825377196073532	0.146676922546595	0.17388633598246694	0.06372471679571304	0.008651383624886266	0
0	10	10	50	40	0	0.30000001192092896	0	0.20000000298023224	0.24184328317642212	0.17716607451438904	0.20798201858168042	0.20275161948098613	0.0338612645947417	-0.025585544966597096	0
1	10	10	50	40	0	0.20000000298023224	0	0.20000000298023224	0.11725125461816788	0.1204749122262001	0.17952474166435575	0.15441126625191245	-0.062273487046187875	-0.03393635402571235	0
0	10	10	50	50	0	0.20000000298023224	0	0	0.09288232028484344	0.1415778249502182	0.05691454959418496	0.09668069925487405	0.035967770690658485	0.04489712569534415	0
1	10	10	50	50	0.20000000298023224	0	0.20000000298023224	0	0.1588296741247177	0.1848498433828354	0.12025732608507265	0.14696264565544154	0.03857234803964506	0.03788719772739385	0
0	10	10	50	60	0.20000000298023224	0	0.30000001192092896	0	0.1633794605731964	0.21516959369182587	0.17272455008864598	0.19544397172277322	-0.009345089515449573	0.019725621969052642	0
1	10	10	50	60	0.30000001192092896	0	0.30000001192092896	0	0.1699966937303543	0.20572024583816528	0.1803859936075434	0.2204439739579474	-0.01038929987718909	-0.01472372811978212	0
0	10	10	50	70	0.30000001192092896	0	0.20000000298023224	0.4000000059604645	0.221690833568573	0.21241863071918488	0.37313915374431167	0.28742378188469253	-0.15144832017573867	-0.07500515116550766	0
1	10	10	50	70	0	0	0.20000000298023224	0	0.10989602655172348	0.1615152209997177	0.10493444018892177	0.09696264491038348	0.004961586362801709	0.06455257608933423	0
0	10	10	50	80	0.20000000298023224	0	0.30000001192092896	0	0.13915912806987762	0.1981944441795349	0.17272455008864598	0.19544397172277322	-0.03356542201876836	0.002750472456761688	0
1	10	10	50	80	0.20000000298023224	0	0.20000000298023224	0	0.1666209101676941	0.19469499588012695	0.12025732608507265	0.14696264565544154	0.04636358408262144	0.047732350224685416	0
0	10	10	50	90	0.20000000298023224	0	0.20000000298023224	0	0.1885683685541153	0.22338448464870453	0.12025732608507265	0.14696264565544154	0.06831104246904264	0.07642183899326299	0
1	10	10	50	90	0.20000000298023224	0	0.20000000298023224	0	0.10790149867534637	0.1683785617351532	0.12025732608507265	0.14696264565544154	-0.01235582740972628	0.02141591607971166	0
0	10	10	50	100	0.20000000298023224	0	0.20000000298023224	0	0.1603417694568634	0.17541871964931488	0.12025732608507265	0.14696264565544154	0.04008444337179075	0.028456073993873343	0
1	10	10	50	100	0.20000000298023224	0	0.20000000298023224	0	0.11533091217279434	0.1727544665336609	0.12025732608507265	0.14696264565544154	-0.004926413912278313	0.02579182087821935	0
0	10	10	60	10	0.30000001192092896	0	0.20000000298023224	0	0.10490287095308304	0.1624109148979187	0.12791876960397006	0.17196264789061572	-0.023015898650887018	-0.009551732992697015	0
1	10	10	60	10	0.4000000059604645	0	0.30000001192092896	0	0.13164682686328888	0.22189593315124512	0.18804743598479687	0.24544397246783128	-0.05640060912150799	-0.023548039316586167	0
0	10	10	60	20	0.30000001192092896	0	0.30000001192092896	0	0.12119532376527786	0.1953554004430771	0.1803859936075434	0.2204439739579474	-0.059190669842265536	-0.025088573514870316	0
1	10	10	60	20	0.30000001192092896	0	0.30000001192092896	0	0.13219216465950012	0.1977078765630722	0.1803859936075434	0.2204439739579474	-0.04819382894804328	-0.0227360973948752	0
0	10	10	60	30	0.30000001192092896	0	0.30000001192092896	0	0.18325291574001312	0.21321702003479004	0.1803859936075434	0.2204439739579474	0.0028669221324697236	-0.007226953923157364	0
1	10	10	60	30	0.4000000059604645	0	0.30000001192092896	0	0.1768786907196045	0.2342199683189392	0.18804743598479687	0.24544397246783128	-0.011168745265192376	-0.011224004148892075	0
0	10	10	60	40	0.30000001192092896	0	0.20000000298023224	0	0.13904722034931183	0.1905415952205658	0.12791876960397006	0.17196264789061572	0.011128450745341772	0.01857894732995008	0
1	10	10	60	40	0.30000001192092896	0	0.30000001192092896	0	0.13980399072170258	0.21500995755195618	0.1803859936075434	0.2204439739579474	-0.04058200288584082	-0.005434016405991227	0
0	10	10	60	50	0.30000001192092896	0	0.30000001192092896	0	0.16417109966278076	0.23350754380226135	0.1803859936075434	0.2204439739579474	-0.016214893944762637	0.01306356984431395	0
1	10	10	60	50	0.30000001192092896	0	0.30000001192092896	0	0.13439121842384338	0.2030329704284668	0.1803859936075434	0.2204439739579474	-0.045994775183700015	-0.017411003529480606	0
0	10	10	60	60	0.30000001192092896	0	0.20000000298023224	0	0.19552087783813477	0.2177428901195526	0.12791876960397006	0.17196264789061572	0.06760210823416471	0.045780242228936896	0
1	10	10	60	60	0.20000000298023224	0	0.30000001192092896	0	0.20605549216270447	0.24331237375736237	0.17272455008864598	0.19544397172277322	0.033330942074058484	0.04786840203458914	0
0	10	10	60	70	0.30000001192092896	0	0.30000001192092896	0	0.2553485929965973	0.2766335904598236	0.1803859936075434	0.2204439739579474	0.07496259938905389	0.056189616501876205	0
1	10	10	60	70	0.20000000298023224	0	0.30000001192092896	0	0.22944128513336182	0.23910152912139893	0.17272455008864598	0.19544397172277322	0.05671673504471583	0.0436575573986257	0
0	10	10	60	80	0.30000001192092896	0	0.30000001192092896	0	0.22137494385242462	0.24184536933898926	0.1803859936075434	0.2204439739579474	0.04098895024488122	0.021401395381041854	0
1	10	10	60	80	0.30000001192092896	0	0.30000001192092896	0	0.20342814922332764	0.23183400928974152	0.1803859936075434	0.2204439739579474	0.023042155615784238	0.011390035331794113	0
0	10	10	60	90	0.20000000298023224	0	0.30000001192092896	0	0.2301379144191742	0.26788002252578735	0.17272455008864598	0.19544397172277322	0.05741336433052821	0.07243605080301413	0
1	10	10	60	90	0.20000000298023224	0	0.20000000298023224	0	0.23013003170490265	0.2604231834411621	0.12025732608507265	0.14696264565544154	0.10987270561983	0.11346053778572057	0
0	10	10	60	100	0.30000001192092896	0.30000001192092896	0	0	0.14274147152900696	0.2266656458377838	0.10835615592655791	0.22002105546417997	0.03438531560244905	0.006644590373603848	0
1	10	10	60	100	0.20000000298023224	0	0.30000001192092896	0	0.16582097113132477	0.21452951431274414	0.17272455008864598	0.19544397172277322	-0.006903578957321216	0.019085542589970916	0
0	10	10	70	10	0.30000001192092896	0	0.30000001192092896	0	0.14086252450942993	0.2245485484600067	0.1803859936075434	0.2204439739579474	-0.03952346909811347	0.0041045745020593105	0
1	10	10	70	10	0.4000000059604645	0	0.4000000059604645	0	0.16921699047088623	0.25852981209754944	0.2405146521701453	0.2939252913108831	-0.07129766169925908	-0.035395479213333636	0
0	10	10	70	20	0.4000000059604645	0	0.30000001192092896	0	0.1278197318315506	0.21691623330116272	0.18804743598479687	0.24544397246783128	-0.06022770415324627	-0.028527739166668564	0
1	10	10	70	20	0.30000001192092896	0	0.30000001192092896	0	0.1286018043756485	0.1951850801706314	0.1803859936075434	0.2204439739579474	-0.0517841892318949	-0.025258893787315995	0
0	10	10	70	30	0.4000000059604645	0	0.4000000059604645	0	0.17101432383060455	0.2330772578716278	0.2405146521701453	0.2939252913108831	-0.06950032833954076	-0.06084803343925527	0
1	10	10	70	30	0.30000001192092896	0	0.4000000059604645	0	0.15183043479919434	0.2166597843170166	0.23285320979289184	0.2689252928009992	-0.0810227749936975	-0.05226550848398259	0
0	10	10	70	40	0.4000000059604645	0	0.30000001192092896	0	0.15738733112812042	0.22599805891513824	0.18804743598479687	0.24544397246783128	-0.030660104856676446	-0.01944591355269304	0
1	10	10	70	40	0.4000000059604645	0	0.20000000298023224	0	0.14863015711307526	0.21620707213878632	0.13558021198122353	0.1969626464004996	0.013049945131851731	0.01924442573828672	0
0	10	10	70	50	0.4000000059604645	0	0.20000000298023224	0	0.16695885360240936	0.20499661564826965	0.13558021198122353	0.1969626464004996	0.03137864162118584	0.008033969247770056	0
1	10	10	70	50	0.4000000059604645	0	0.4000000059604645	0	0.22272244095802307	0.27741360664367676	0.2405146521701453	0.2939252913108831	-0.01779221121212224	-0.016511684667206317	0
0	10	10	70	60	0.4000000059604645	0	0	0.30000001192092896	0.2714644968509674	0.21531887352466583	0.2145610644651435	0.18659585413630492	0.056903432385823904	0.028723019388360915	0
1	10	10	70	60	0	0.4000000059604645	0.4000000059604645	0	0.32441067695617676	0.3162320852279663	0.32369797956621343	0.38728668833051505	0.0007126973899633238	-0.07105460310254874	0
0	10	10	70	70	0	0.5	0	0.4000000059604645	0.3194144666194916	0.29784876108169556	0.38750675600557183	0.3571628785296253	-0.06809228938608025	-0.05931411744792975	0
1	10	10	70	70	0	0.30000001192092896	0	0.30000001192092896	0.3050561547279358	0.2703113257884979	0.26928711918435133	0.23161690513013652	0.03576903554358446	0.0386944206583614	0
0	10	10	70	80	0	0.30000001192092896	0	0.4000000059604645	0.3204375207424164	0.2672266960144043	0.33059221065185124	0.26048218647802457	-0.010154689909434855	0.006744509536379728	0
1	10	10	70	80	0	0.20000000298023224	0	0.30000001192092896	0.2680864632129669	0.16301561892032623	0.2408298422670267	0.18327655190106285	0.027256620945940224	-0.020260932980736612	0
0	10	10	70	90	0	0.30000001192092896	0	0.4000000059604645	0.3058406412601471	0.20473361015319824	0.33059221065185124	0.26048218647802457	-0.024751569391704142	-0.05574857632482633	0
1	10	10	70	90	0	0.20000000298023224	0	0.4000000059604645	0.3680584728717804	0.3085708022117615	0.30213493373452655	0.2121418332489509	0.06592353913725385	0.09642896896281059	0
0	10	10	70	100	0	0.4000000059604645	0	0.4000000059604645	0.3454882502555847	0.22045253217220306	0.3590494833287115	0.3088225325038249	-0.013561233073126788	-0.08837000033162185	0
1	10	10	70	100	0	0.30000001192092896	0	0	0.10909543186426163	0.17512425780296326	0.08537182651150961	0.14502105248394773	0.023723605352752017	0.03010320531901553	0
0	10	10	80	10	0.4000000059604645	0	0.30000001192092896	0	0.12063965201377869	0.2299567312002182	0.18804743598479687	0.24544397246783128	-0.06740778397101818	-0.015487241267613083	0
1	10	10	80	10	0.4000000059604645	0	0.4000000059604645	0	0.17322464287281036	0.24274522066116333	0.2405146521701453	0.2939252913108831	-0.06729000929733495	-0.051180070649719744	0
0	10	10	80	20	0.5	0	0.30000001192092896	0	0.16566087305545807	0.26787424087524414	0.19570887836205034	0.27044397097771516	-0.030048005306592268	-0.002569730102471024	0
1	10	10	80	20	0.4000000059604645	0	0.4000000059604645	0	0.19905820488929749	0.27042460441589355	0.2405146521701453	0.2939252913108831	-0.041456447280847825	-0.02350068689498952	0
0	10	10	80	30	0	0.30000001192092896	0	0.10000000149011612	0.20048023760318756	0.1615147441625595	0.146676922546595	0.17388633598246694	0.053803315056592554	-0.012371591819907435	0
1	10	10	80	30	0	0.20000000298023224	0	0.10000000149011612	0.23469164967536926	0.19283142685890198	0.11821964562927036	0.12554598275339326	0.1164720040460989	0.06728544410550871	0
0	10	10	80	40	0	0.4000000059604645	0	0.20000000298023224	0.17302215099334717	0.19434329867362976	0.2364392912585407	0.25109196550678653	-0.06341714026519354	-0.05674866683315677	0
1	10	10	80	40	0	0.4000000059604645	0	0.10000000149011612	0.23427733778953552	0.2542320489883423	0.17513419522345533	0.2222266820082673	0.05914314256608019	0.03200536698007497	0
0	10	10	80	50	0	0.4000000059604645	0	0.20000000298023224	0.2883254885673523	0.25641295313835144	0.2364392912585407	0.25109196550678653	0.05188619730881158	0.005320987631564911	0
1	10	10	80	50	0	0.4000000059604645	0	0.20000000298023224	0.35313940048217773	0.3225056827068329	0.2364392912585407	0.25109196550678653	0.11670010922363702	0.07141371720004636	0
0	10	10	80	60	0.5	0	0	0.30000001192092896	0.27255985140800476	0.24955594539642334	0.22222250684239697	0.2115958526461888	0.05033734456560779	0.03796009275023454	0
1	10	10	80	60	0	0.4000000059604645	0	0.30000001192092896	0.3495696187019348	0.28778859972953796	0.29774439186121165	0.2799572511559369	0.05182522684072316	0.007831348573601071	0
0	10	10	80	70	0	0.30000001192092896	0	0.4000000059604645	0.37968897819519043	0.2511899471282959	0.33059221065185124	0.26048218647802457	0.04909676754333919	-0.00929223934972867	0
1	10	10	80	70	0	0.30000001192092896	0	0	0.12219588458538055	0.20588333904743195	0.08537182651150961	0.14502105248394773	0.036824058073870944	0.06086228656348422	0
0	10	10	80	80	0.30000001192092896	0.4000000059604645	0	0.4000000059604645	0.2893136739730835	0.26423096656799316	0.3820338127437598	0.38382253548405715	-0.09272013877067631	-0.11959156891606398	0
1	10	10	80	80	0	0.4000000059604645	0	0.30000001192092896	0.31736740469932556	0.25444960594177246	0.29774439186121165	0.2799572511559369	0.019623012838113907	-0.02550764521416443	0
