|Expt	|Run	|Epoch	|Sequence	|Trial	$RunName	$TrialName	#Di	#Action	#Target	#Correct	#RT	#PPD1Cor	#PPD1Err	#PPD2Cor	#PPD2Err	#PPDAD1Cor	#PPDAD1Err	#PPDAD2Cor	#PPDAD2Err	#PPDAD1Cur	#PPDAD2Cur	#PF_ActMAvg	#PF_ActMMax	#PF_MaxGeM	#M1_ActMAvg	#M1_ActMMax	#M1_MaxGeM	#M1CT_ActMAvg	#M1CT_ActMMax	#M1CT_MaxGeM	#MotorBS_ActMAvg	#MotorBS_ActMMax	#MotorBS_MaxGeM
0	0	0	21	0	Base_000	0	0	4	0	0	85	0.21936607360839844	0.1429910659790039	0.031280517578125	0.15613675117492676	0.5968303084373474	0.27945539355278015	0	0.5308053493499756	0.38298794627189636	0.4193267822265625	0.06553840637207031	0.21367359161376953	0.11342525482177734	0.1238861083984375	0.5742111206054688	1.5010595321655273	0.08492183685302734	0.7702903747558594	0.9570169448852539	0.21864891052246094	0.3043184280395508	0.5134830474853516
0	0	0	21	1	Base_000	1	0	1	1	1	73	0.2575712203979492	0.16132044792175293	0.04656791687011719	0.19728422164916992	0.7878560423851013	0.3067595660686493	0	0.7365701198577881	0.7878560423851013	0	0.1602458953857422	0.35018253326416016	0.1672830581665039	0.1090402603149414	0.8163480758666992	1.7065439224243164	0.15899181365966797	0.9999990463256836	3.5567245483398438	0.2880992889404297	0.48657703399658203	0.6249446868896484
0	0	0	21	2	Base_000	2	0	2	2	1	62	0.2546806335449219	0.1716609001159668	0.05970287322998047	0.19290971755981445	0.7734031081199646	0.35846539586782455	0.048514362424612045	0.7147071361541748	0.7734031081199646	0.048514362424612045	0.15149307250976562	0.3086719512939453	0.16414165496826172	0.10753059387207031	0.6916046142578125	1.5595226287841797	0.16598796844482422	0.9999990463256836	4.191028594970703	0.4013090133666992	0.5541486740112305	0.5651159286499023
0	0	0	21	3	Base_000	3	0	4	3	0	72	0.24447917938232422	0.18753886222839355	0.0717916488647461	0.16958975791931152	0.7223958373069763	0.4378659278154373	0.10895824432373047	0.5981001853942871	0.4637450575828552	0.6517801284790039	0.16130733489990234	0.35312652587890625	0.15683746337890625	0.10978031158447266	0.575347900390625	1.4762201309204102	0.1944437026977539	0.9999990463256836	3.895442008972168	0.3745994567871094	0.5440969467163086	0.5762662887573242
