|Run	|Epoch	$RunName	#CorSim	#UnitErr	#PctErr	#PctCor	#TstCorSim	#TstUnitErr	#TstPctCor	#TstPctErr	#PerTrlMSec	#Hidden1_AvgAbsCaDiff	#Hidden1_AvgAbsActDiff	#Hidden1_AvgCaD	#Hidden1_AvgCaSpkD	#Hidden1_AvgActDiff	#Hidden1_ActDiffCorrel	#Hidden1_AvgCaDiff	#Hidden1_CaDiffCorrel	#Hidden2_AvgAbsCaDiff	#Hidden2_AvgAbsActDiff	#Hidden2_AvgCaD	#Hidden2_AvgCaSpkD	#Hidden2_AvgActDiff	#Hidden2_ActDiffCorrel	#Hidden2_AvgCaDiff	#Hidden2_CaDiffCorrel	#Output_AvgAbsCaDiff	#Output_AvgAbsActDiff	#Output_AvgCaD	#Output_AvgCaSpkD	#Output_AvgActDiff	#Output_ActDiffCorrel	#Output_AvgCaDiff	#Output_CaDiffCorrel	#Hidden1_ActAvg	#Hidden1_MaxGeM	#Hidden1_AvgDifAvg	#Hidden1_AvgDifMax	#Hidden1_CorSim	#Hidden2_ActAvg	#Hidden2_MaxGeM	#Hidden2_AvgDifAvg	#Hidden2_AvgDifMax	#Hidden2_CorSim	#Output_ActAvg	#Output_MaxGeM	#Output_AvgDifAvg	#Output_AvgDifMax	#Output_CorSim	#Input_ActAvg	#Hidden1_PCA_NStrong	#Hidden1_PCA_Top5	#Hidden1_PCA_Next5	#Hidden1_PCA_Rest	#Hidden2_PCA_NStrong	#Hidden2_PCA_Top5	#Hidden2_PCA_Next5	#Hidden2_PCA_Rest	#Output_PCA_NStrong	#Output_PCA_Top5	#Output_PCA_Next5	#Output_PCA_Rest
0	28	Base	0.876	0.0464	0.6	0.4	0	0	0	0	13.03	0.01249	0.01607	0.2344	0.1261	0.002373	0.5334	0.01195	0.06823	0.01215	0.0298	0.2641	0.1116	0.003636	0.2948	0.01107	0.2276	0.08449	0.1111	0.3032	0.2822	-0.05269	1	-0.03753	0.2347	0.09378	1.265	0.2584	0.667	0.9802	0.09053	1.314	0.265	0.5903	0.9326	0.1855	1.638	0.4878	1.399	0.876	0.2133	20	0.1686	0.07423	0.005387	19	0.1245	0.04918	0.0035	18	0.2033	0.08744	0.01489
0	29	Base	0.8652	0.0656	0.8	0.2	0	0	0	0	13.02	0.01282	0.0147	0.2365	0.1279	0.001553	0.3363	0.01224	-0.1018	0.01208	0.02886	0.2679	0.1132	0.002695	0.3049	0.01111	0.05366	0.08458	0.1211	0.3075	0.285	-0.05865	1	-0.03922	0.5089	0.09469	1.281	0.2584	0.667	0.9827	0.09134	1.339	0.265	0.5903	0.9389	0.1856	1.669	0.4878	1.399	0.8652	0.2139	20	0.1686	0.07423	0.005387	19	0.1245	0.04918	0.0035	18	0.2033	0.08744	0.01489
0	30	Base	0.8932	0.0432	0.52	0.48	0	0	0	0	12.87	0.01248	0.01417	0.2374	0.1286	0.001333	0.2377	0.01191	-0.1596	0.01188	0.02808	0.2701	0.1141	0.001177	0.0976	0.0108	0.02391	0.08561	0.112	0.309	0.2855	-0.06193	1	-0.03959	0.2245	0.09482	1.283	0.2584	0.667	0.985	0.09136	1.343	0.265	0.5903	0.9434	0.1852	1.668	0.4878	1.399	0.8932	0.2138	21	0.1853	0.07942	0.005501	20	0.1454	0.05103	0.00399	19	0.2148	0.1082	0.01785
0	31	Base	0.887	0.0464	0.6	0.4	0	0	0	0	12.76	0.01257	0.01346	0.2382	0.13	0.001052	0.4191	0.01189	-0.2031	0.01193	0.02768	0.2732	0.1141	0.002229	0.06526	0.0111	-0.0573	0.08355	0.1097	0.309	0.2883	-0.06	1	-0.04006	0.4871	0.09527	1.298	0.2663	0.5037	0.986	0.09164	1.364	0.264	0.5276	0.9452	0.1849	1.678	0.497	1.285	0.887	0.2136	21	0.1853	0.07942	0.005501	20	0.1454	0.05103	0.00399	19	0.2148	0.1082	0.01785
0	32	Base	0.906	0.0272	0.48	0.52	0	0	0	0	12.71	0.01262	0.01436	0.2402	0.1308	0.001922	0.2722	0.01205	0.0699	0.01253	0.02855	0.2755	0.1142	0.002423	0.2057	0.01162	-0.007029	0.08262	0.1047	0.3029	0.2842	-0.06321	1	-0.0378	0.3846	0.09624	1.309	0.2663	0.5037	0.985	0.09204	1.389	0.264	0.5276	0.9449	0.1847	1.638	0.497	1.285	0.906	0.2135	21	0.1853	0.07942	0.005501	20	0.1454	0.05103	0.00399	19	0.2148	0.1082	0.01785
0	33	Base	0.9272	0.024	0.48	0.52	0	0	0	0	12.74	0.01321	0.0143	0.2419	0.1319	0.001712	0.1931	0.01261	0.04669	0.01253	0.0282	0.2792	0.1164	0.00349	-0.05719	0.01167	-0.04484	0.0821	0.1	0.3082	0.2912	-0.06396	1	-0.03944	0.3934	0.09724	1.306	0.2663	0.5037	0.985	0.09287	1.402	0.264	0.5276	0.9479	0.1851	1.674	0.497	1.285	0.9272	0.214	21	0.1853	0.07942	0.005501	20	0.1454	0.05103	0.00399	19	0.2148	0.1082	0.01785
0	34	Base	0.9232	0.0288	0.52	0.48	0	0	0	0	12.75	0.01316	0.01243	0.2429	0.1331	0.0006978	0.342	0.01255	0.03679	0.01276	0.02572	0.2811	0.1175	0.001614	0.2099	0.01187	0.3184	0.08308	0.1025	0.308	0.288	-0.06337	1	-0.03944	0.6956	0.09727	1.32	0.2663	0.5037	0.988	0.09312	1.415	0.264	0.5276	0.9568	0.1851	1.688	0.497	1.285	0.9232	0.2141	21	0.1853	0.07942	0.005501	20	0.1454	0.05103	0.00399	19	0.2148	0.1082	0.01785
0	35	Base	0.903	0.0384	0.56	0.44	0	0	0	0	12.74	0.01259	0.01232	0.2427	0.1326	9.961e-05	0.02404	0.01192	-0.1626	0.01241	0.02455	0.2807	0.1169	-0.0001153	0.2484	0.01137	0.1334	0.08256	0.1067	0.307	0.287	-0.06139	1	-0.04008	0.434	0.09655	1.32	0.3019	0.7478	0.9893	0.09245	1.413	0.2969	0.7478	0.9611	0.185	1.692	0.5114	1.418	0.903	0.2132	20	0.1972	0.0883	0.005814	19	0.1596	0.05966	0.004211	17	0.2341	0.1086	0.01939
0	36	Base	0.8851	0.056	0.68	0.32	0	0	0	0	12.73	0.01319	0.01371	0.2458	0.1339	0.0006369	0.1055	0.01238	-0.06278	0.01269	0.0271	0.2866	0.1178	0.0001801	0.5421	0.01138	-0.215	0.0824	0.1133	0.3051	0.2885	-0.06108	1	-0.03874	0.1904	0.09807	1.348	0.3019	0.7478	0.9845	0.09348	1.427	0.2969	0.7478	0.9486	0.1843	1.681	0.5114	1.418	0.8851	0.214	20	0.1972	0.0883	0.005814	19	0.1596	0.05966	0.004211	17	0.2341	0.1086	0.01939
0	37	Base	0.9138	0.0336	0.52	0.48	0	0	0	0	12.69	0.01295	0.01258	0.2467	0.1361	0.0004838	-0.06185	0.01217	-0.2371	0.01314	0.0263	0.2906	0.1185	0.0001089	0.09107	0.01209	-0.3068	0.08158	0.1027	0.3046	0.2879	-0.06209	1	-0.03924	0.2753	0.09954	1.369	0.3019	0.7478	0.9887	0.09312	1.457	0.2969	0.7478	0.9554	0.1839	1.682	0.5114	1.418	0.9138	0.2142	20	0.1972	0.0883	0.005814	19	0.1596	0.05966	0.004211	17	0.2341	0.1086	0.01939
0	38	Base	0.9168	0.0352	0.56	0.44	0	0	0	0	12.68	0.01319	0.01242	0.2477	0.1354	0.0003899	0.7329	0.01261	0.1096	0.0129	0.02477	0.29	0.1212	0.0017	0.5429	0.01186	0.4067	0.08141	0.1014	0.3074	0.2904	-0.06316	1	-0.03918	0.3493	0.09897	1.372	0.3019	0.7478	0.9886	0.09513	1.488	0.2969	0.7478	0.9579	0.1842	1.702	0.5114	1.418	0.9168	0.2138	20	0.1972	0.0883	0.005814	19	0.1596	0.05966	0.004211	17	0.2341	0.1086	0.01939
0	39	Base	0.8951	0.0416	0.52	0.48	0	0	0	0	12.77	0.01332	0.01386	0.2486	0.1366	0.001599	-0.0477	0.01263	-0.0691	0.01331	0.02764	0.2919	0.1211	0.002454	0.3437	0.01225	-0.1478	0.08172	0.1065	0.3043	0.2902	-0.06099	1	-0.03859	0.2326	0.1004	1.369	0.264	0.5512	0.9866	0.09583	1.496	0.28	0.5668	0.9519	0.1849	1.68	0.4896	1.368	0.8951	0.2139	20	0.1972	0.0883	0.005814	19	0.1596	0.05966	0.004211	17	0.2341	0.1086	0.01939
0	40	Base	0.9334	0.0176	0.28	0.72	0	0	0	0	12.88	0.01333	0.01191	0.2521	0.1377	1.643e-05	0.4196	0.01251	-0.0639	0.01342	0.02517	0.2963	0.1231	0.0006016	0.2705	0.01222	0.1629	0.08081	0.09883	0.3065	0.2924	-0.06865	1	-0.03898	0.2485	0.09988	1.39	0.264	0.5512	0.9892	0.09639	1.52	0.28	0.5668	0.9597	0.1837	1.7	0.4896	1.368	0.9334	0.2141	21	0.2216	0.09373	0.005944	20	0.1748	0.06528	0.00463	18	0.2413	0.1201	0.02207
0	41	Base	0.9022	0.0464	0.56	0.44	0	0	0	0	12.77	0.01376	0.01229	0.2543	0.1396	-0.0005657	0.4614	0.01279	-0.4831	0.01387	0.0254	0.3013	0.125	-0.0004692	-0.1041	0.01246	0.0261	0.0823	0.107	0.3116	0.2948	-0.06646	1	-0.04069	0.4172	0.1012	1.402	0.264	0.5512	0.989	0.09735	1.536	0.28	0.5668	0.9584	0.1842	1.722	0.4896	1.368	0.9022	0.2145	21	0.2216	0.09373	0.005944	20	0.1748	0.06528	0.00463	18	0.2413	0.1201	0.02207
0	42	Base	0.9101	0.0336	0.56	0.44	0	0	0	0	12.72	0.01368	0.01234	0.2527	0.1386	8.811e-05	0.005061	0.01295	-0.01403	0.01364	0.02594	0.2993	0.1245	0.0009408	0.2012	0.0127	0.1353	0.08029	0.1054	0.3027	0.2921	-0.06748	1	-0.0381	0.4173	0.1009	1.408	0.264	0.5512	0.9891	0.09697	1.541	0.28	0.5668	0.956	0.1852	1.691	0.4896	1.368	0.9101	0.2134	21	0.2216	0.09373	0.005944	20	0.1748	0.06528	0.00463	18	0.2413	0.1201	0.02207
0	43	Base	0.9329	0.0192	0.28	0.72	0	0	0	0	12.63	0.01385	0.01129	0.2544	0.1405	-0.0001807	0.3903	0.01316	-0.1639	0.01409	0.02334	0.3036	0.1263	0.00246	0.1781	0.0129	-0.006817	0.07866	0.09564	0.3048	0.2946	-0.0677	1	-0.03854	0.3282	0.1021	1.42	0.2649	0.502	0.9908	0.09799	1.57	0.2771	0.6041	0.9676	0.1834	1.694	0.4974	1.42	0.9329	0.2135	21	0.2216	0.09373	0.005944	20	0.1748	0.06528	0.00463	18	0.2413	0.1201	0.02207
