$Cond	#ErrDWt	#Trial	#Cycle	#SSpike	#RSpike	#SnmdaO	#SnmdaI	#Ge	#Inet	#Vm	#Act	#Gk	#ISI	#VmDend	#Gnmda	#RnmdaSyn	#RCa	#R_CaM	#R_CaP	#R_CaD	#S_CaM	#S_CaP	#S_CaD	#P_Ca	#P_CaM	#P_CaP	#P_CaD	#P_DWt	#P_Wt	#X_Ca	#X_CaM	#X_CaP	#X_CaD	#X_DWt	#X_Wt	#N_Ca	#N_CaM	#N_CaP	#N_CaD	#N_DWt	#N_Wt	#O_Ca	#O_CaM	#O_CaP	#O_CaD	#O_DWt	#O_Wt
025 -> 025	0	5000	0	0.00233	0.00241	0.1964	0.6827	0.5016	0.006386	0.1913	0	0	20.67	0.1866	0.001648	0.5	0.0002501	0.1919	0.195	0.1953	0.194	0.1948	0.1949	0	0.3709	0.3798	0.3808	-0.0009329	0.4819	0.1745	0.1754	0.1778	0.1784	-0.0006872	0.5658	4.936e-05	4.803e-05	4.933e-05	4.973e-05	-4.016e-07	0.7185	4.754	0.9982	0.1614	0.172	-0.0007051	0.2711
025 -> 050	0.25	5000	0	0.00463	0.00451	0.2291	0.8273	0.5017	0.01254	0.1984	0	0	10.06	0.1891	0.001676	0.5	0.000468	0.3912	0.3299	0.2684	0.3974	0.331	0.2688	0	1.552	1.092	0.7215	0.3704	0.4819	0.8297	0.8961	0.6189	0.3998	0.2192	0.5658	0.000107	0.0001146	0.0001088	8.95e-05	1.928e-05	0.7185	10.72	2.53	0.5504	0.361	0.2192	0.2711
025 -> 100	0.75	5000	0	0.00929	0.00935	0.2298	0.8986	0.5017	0.0252	0.2118	0	0	5.443	0.1937	0.001722	0.5	0.0009745	0.7276	0.5597	0.385	0.7248	0.5578	0.384	0	5.269	3.122	1.478	1.644	0.4819	4.673	4.474	2.578	1.26	1.317	0.5658	0.000225	0.00022	0.000203	0.0001471	5.597e-05	0.7185	27.66	8.093	2.417	1.149	1.317	0.2711
050 -> 025	-0.25	5000	0	0.00078	0.00074	0.1902	0.6954	0.5016	0.002124	0.1869	0	0	18.76	0.1851	0.001633	0.5	7.678e-05	0.1642	0.2554	0.307	0.1631	0.2562	0.3078	0	0.2663	0.6543	0.945	-0.2907	0.4819	0.06002	0.122	0.4177	0.63	-0.2123	0.5658	1.409e-05	3.317e-05	6.808e-05	8.386e-05	-1.577e-05	0.7185	6.201	1.326	0.4669	0.6967	-0.2123	0.2711
050 -> 050	0	5000	0	0.00482	0.00448	0.2191	0.8176	0.5017	0.01245	0.1983	0	0	10.39	0.189	0.001674	0.5	0.0004649	0.3812	0.3824	0.3814	0.3805	0.3812	0.3813	0	1.443	1.458	1.454	0.003738	0.4819	0.8615	0.8959	0.9054	0.9031	0.002337	0.5658	9.889e-05	0.0001061	0.0001085	0.0001084	7.656e-08	0.7185	11.13	2.639	0.8845	0.8976	0.002336	0.2711
050 -> 100	0.5	5000	0	0.00885	0.00884	0.2278	0.8993	0.5017	0.02428	0.2118	0	0	5.446	0.1937	0.001724	0.5	0.0009211	0.7274	0.62	0.5063	0.7277	0.6196	0.5058	0	5.298	3.841	2.56	1.281	0.4819	4.591	4.649	3.133	1.967	1.166	0.5658	0.0002086	0.0002158	0.0001972	0.0001611	3.615e-05	0.7185	28.74	8.449	3.002	1.868	1.166	0.2711
100 -> 025	-0.75	5000	0	0.00097	0.00084	0.241	0.7512	0.5016	0.002451	0.1878	0	0	14.8	0.1856	0.00164	0.5	8.716e-05	0.2261	0.3772	0.5357	0.2263	0.3761	0.5342	0	0.5149	1.419	2.862	-1.443	0.4819	0.092	0.2443	1.692	3.139	-1.447	0.5658	2.227e-05	5.718e-05	0.0001035	0.0001518	-4.836e-05	0.7185	7.844	1.733	2.065	3.522	-1.447	0.2711
100 -> 050	-0.5	5000	0	0.00385	0.00419	0.2148	0.8152	0.5017	0.0117	0.1967	0	0	10.7	0.1884	0.001665	0.5	0.0004348	0.3636	0.4889	0.6023	0.3666	0.4897	0.602	0	1.332	2.394	3.625	-1.231	0.4819	0.8152	0.9061	2.267	3.491	-1.224	0.5658	9.22e-05	9.951e-05	0.0001341	0.0001705	-3.647e-05	0.7185	12.65	3.05	2.493	3.701	-1.224	0.2711
100 -> 100	0	5000	0	0.00863	0.00929	0.2255	0.8976	0.5017	0.02493	0.2115	0	0	5.481	0.1936	0.001721	0.5	0.0009676	0.7257	0.7277	0.7278	0.7212	0.7277	0.728	0	5.248	5.295	5.298	-0.002611	0.4819	4.862	4.892	4.942	4.943	-0.0002763	0.5658	0.0002175	0.0002138	0.0002145	0.0002145	-7.487e-08	0.7185	30.32	8.999	4.945	4.939	-0.0002763	0.2711
