|Run	|Epoch	$RunName	#PerTrialMSec	#ACCPos	#ACCNeg	#Gated	#Should	#Match	#Rew	#ACCPosVM_RT	#ACCPosVM_ActAvg	#VMatrixGo_ActAvg	#VGPi_ActMAvg	#VGPi_ActMMax	#VGPi_MaxGeM	#VGPePr_ActMAvg	#VGPePr_ActMMax	#VGPePr_MaxGeM	#VGPeAk_ActMAvg	#VGPeAk_ActMMax	#VGPeAk_MaxGeM	#VSTN_ActMAvg	#VSTN_ActMMax	#VSTN_MaxGeM	#VMatrixGo_ActMAvg	#VMatrixGo_ActMMax	#VMatrixGo_MaxGeM	#VMatrixNo_ActMAvg	#VMatrixNo_ActMMax	#VMatrixNo_MaxGeM	#ACCPosPT_ActMAvg	#ACCPosPT_ActMMax	#ACCPosPT_MaxGeM	#ACCPosVM_ActMAvg	#ACCPosVM_ActMMax	#ACCPosVM_MaxGeM	#Urgency_ActMAvg	#Urgency_ActMMax	#Urgency_MaxGeM
0	0	Base_000	0	0.45913967278784185	0.5123158124706606	0.1796875	0.4140625	0.578125	-0.0078125	0.6243269179876034	0.022951781749725342	0.37812140583992004	0.5465372800827026	0.6842686384916306	0.5785093232989311	0.40138325095176697	0.5783475190401077	1.0029562339186668	0.37446290254592896	0.3468451201915741	0.41709671914577484	0.10938988626003265	0.3864947780966759	1.6851623579859734	0.25239136815071106	0.7180952280759811	1.2021034583449364	0.3069976270198822	0.7883811220526695	1.4407791271805763	0.027841102331876755	0	0	0.05627040937542915	0.41267646104097366	1.884539157152176	0.20000000298023224	0	0
0	1	Base_000	7.278333	0.5088979979473152	0.5006135327930679	0.0859375	0.515625	0.5546875	0.0703125	0.6587499959601296	0.014981701970100403	0.35514233261346817	0.4032471776008606	0.6659108176827431	0.5758637934923172	0.212753564119339	0.531269408762455	0.9991942718625069	0.18428438901901245	0.39040809124708176	0.41738176345825195	0.08857759088277817	0.3677903786301613	1.6855854392051697	0.24516698718070984	0.6988810822367668	1.1535250097513199	0.33954644203186035	0.8131542131304741	1.4852411150932312	0.02917284518480301	0	0	0.0335732065141201	0.3823552876710892	1.8518455401062965	0.20000000298023224	0	0
0	2	Base_000	6.98802	0.4791664597869385	0.46866420616424875	0.0703125	0.4765625	0.59375	0.0703125	0.6543749962002039	0.013746611773967743	0.35419776290655136	0.36316683888435364	0.6716311872005463	0.5779846534132957	0.1575213074684143	0.5608489438891411	1.0031118094921112	0.13013459742069244	0.3938344568014145	0.41834191232919693	0.07856818288564682	0.38873034715652466	1.6902590617537498	0.24054765701293945	0.6465167328715324	1.1252382472157478	0.35667675733566284	0.8054700866341591	1.5053386241197586	0.029059207066893578	0	0	0.023057932034134865	0.35814090073108673	1.8108544126152992	0.20000000298023224	0	0
0	3	Base_000	6.312546	0.4985454483758076	0.47962436169109424	0.1640625	0.5078125	0.640625	0.1484375	0.6253409053791653	0.022024810314178467	0.3660619705915451	0.3487512469291687	0.6633987277746201	0.5753283128142357	0.14133918285369873	0.5407655760645866	0.9972626194357872	0.111465223133564	0.36750084161758423	0.41708430647850037	0.07300327718257904	0.3644772544503212	1.676151193678379	0.24333836138248444	0.632796511054039	1.1330920606851578	0.3611273169517517	0.8010671809315681	1.4988375753164291	0.03314296528697014	0	0	0.020960817113518715	0.3955112099647522	1.8508532866835594	0.20000000298023224	0	0
0	4	Base_000	6.188759	0.5520956284035492	0.4862432359132072	0.4296875	0.5625	0.8359375	0.3984375	0.5844520563132143	0.04242213815450668	0.40770697593688965	0.33940285444259644	0.6554586514830589	0.5742413178086281	0.13689623773097992	0.5673927217721939	0.9962165728211403	0.10010474920272827	0.3223078027367592	0.415810763835907	0.06930595636367798	0.3355034664273262	1.6858115494251251	0.2551567256450653	0.6731841713190079	1.2024995237588882	0.3569808900356293	0.8146457597613335	1.4920340403914452	0.04277707263827324	0	0	0.026422377675771713	0.44136831909418106	1.8934796527028084	0.20000000298023224	0	0
0	5	Base_000	6.173652	0.5240565206768224	0.5304986964183627	0.4296875	0.4765625	0.84375	0.3203125	0.5713157916539594	0.047807544469833374	0.42584898322820663	0.3338868319988251	0.6573916152119637	0.5773402750492096	0.1333046406507492	0.5460314154624939	1.001516915857792	0.09171119332313538	0.2738894894719124	0.41664911806583405	0.07089109718799591	0.37179797887802124	1.68909952044487	0.2741153836250305	0.7150529101490974	1.2383923530578613	0.36390647292137146	0.8242212757468224	1.5173262730240822	0.05152352154254913	0	0	0.030883559957146645	0.5159441605210304	1.9567448198795319	0.20000000298023224	0	0
0	6	Base_000	6.240574	0.45700218093406875	0.4463587414502399	0.4453125	0.515625	0.8828125	0.3984375	0.5513888854119513	0.05050680786371231	0.42538982629776	0.33308908343315125	0.65931835770607	0.5758636221289635	0.13424204289913177	0.562134139239788	0.9997765198349953	0.09076885879039764	0.29705760627985	0.4163191393017769	0.07074504345655441	0.37361764907836914	1.6885769441723824	0.28208017349243164	0.7267065048217773	1.2787633836269379	0.3621204197406769	0.8281294330954552	1.5387080237269402	0.057011160999536514	0	0	0.033097509294748306	0.47131191194057465	1.9174780324101448	0.20000000298023224	0	0
0	7	Base_000	6.183474	0.5105907920733443	0.4916904119963874	0.5	0.5234375	0.8828125	0.40625	0.558186812387718	0.06048261374235153	0.4394199252128601	0.3270984888076782	0.6537037044763565	0.5750437900424004	0.13259315490722656	0.5836982429027557	0.9987592622637749	0.0864090546965599	0.2523871809244156	0.4155338183045387	0.06840477883815765	0.3835541233420372	1.6810984313488007	0.29294225573539734	0.7249512746930122	1.3137351348996162	0.3576972484588623	0.8339742049574852	1.5296869948506355	0.06460277736186981	0	0	0.03806078061461449	0.5394993275403976	1.9648281931877136	0.20000000298023224	0	0
0	8	Base_000	6.141621	0.5203206461810623	0.46805985321771004	0.5859375	0.5546875	0.921875	0.4765625	0.5409999989800983	0.06884077191352844	0.4384614825248718	0.3258165121078491	0.6527943909168243	0.5747110545635223	0.1345289796590805	0.5541439354419708	0.9971639513969421	0.0882939025759697	0.234354630112648	0.4156969115138054	0.06797900795936584	0.39896146953105927	1.6922279745340347	0.29409781098365784	0.747384324669838	1.357294425368309	0.3507709205150604	0.8433183282613754	1.5335600823163986	0.07095926254987717	0	0	0.04257744923233986	0.5453254356980324	1.9755828902125359	0.20000000298023224	0	0
0	9	Base_000	6.160373	0.49997164351998435	0.49533873284235597	0.546875	0.53125	0.9375	0.46875	0.522345675362481	0.06934793293476105	0.42191046476364136	0.32383963465690613	0.6553938910365105	0.5746896117925644	0.13821320235729218	0.5606899112462997	0.9982258379459381	0.09168379008769989	0.25393280386924744	0.41607441008090973	0.06696169823408127	0.35809967666864395	1.6818333119153976	0.29266953468322754	0.7060063928365707	1.3604359105229378	0.33960020542144775	0.8435198962688446	1.5616678968071938	0.07377750426530838	0	0	0.04588001221418381	0.5494639053940773	1.9372789338231087	0.20000000298023224	0	0
