#X	#Y	#DWt	#VmS	#PreSpike	#NMDA_Mg	#NMDA_Nopen	#NMDA_Jca	#NMDA_G	#NMDA_Nt0	#NMDA_Nt1	#NMDA_Nt2	#Cyt_Ca	#PSD_Ca	#Cyt_CaM	#Cyt_Ca3CaM	#PSD_CaM	#PSD_Ca3CaM	#Cyt_CaMKIIact	#PSD_CaMKIIact	#Cyt_DAPK1act	#Cyt_DAPK1_AutoK	#PSD_DAPK1act	#PSD_DAPK1_AutoK	#Cyt_CaNact	#PSD_CaNact	#Cyt_AC1act	#Cyt_cAMP	#Cyt_PKAact	#PSD_AC1act	#PSD_cAMP	#PSD_PKAact	#Cyt_I1P	#Cyt_PP1act	#PSD_I1P	#PSD_PP1act	#Int_AMPAR	#Mbr_AMPAR	#PSD_AMPAR	#Trp_AMPAR
80	600	-0.0369718	-64.9999	0	0.0405832	1.54771e-36	3.68662e-31	6.28112e-37	0.827148	0.165447	0.00740494	0.0500439	0.0500345	105.634	0.000149137	105.638	0.00020017	0.287874	2.23434	2.05114	0.139622	2.05133	0.139623	0.0826056	0.0826108	0.00182143	0.0152231	0.0971266	0.0024445	0.015231	0.0971269	0.78365	0.0125945	0.783753	0.0756093	6.24217	0.273673	0.278691	1.6572
90	600	-0.0386209	-64.9999	0	0.0405832	1.54056e-36	3.66959e-31	6.25211e-37	0.82719	0.165407	0.00740312	0.0500438	0.0500345	105.603	0.000149046	105.607	0.00020005	0.287226	2.22798	2.04885	0.139623	2.04904	0.139624	0.0825491	0.0825543	0.00182032	0.0151947	0.0966243	0.00244303	0.0152026	0.0966245	0.781034	0.0126362	0.781137	0.0758596	6.2431	0.273452	0.278683	1.65436
100	600	0.00378564	-64.9999	0	0.0405832	1.52538e-36	3.63343e-31	6.1905e-37	0.826554	0.166016	0.0074304	0.0500451	0.0500355	106.05	0.000152932	106.054	0.000205228	0.30404	2.39502	2.10663	0.139597	2.10683	0.139597	0.0849891	0.0849944	0.00186826	0.016122	0.109939	0.00250692	0.01613	0.109939	0.841063	0.0117444	0.841173	0.0705053	6.21993	0.27829	0.279059	1.72733
10	700	-0.134879	-64.9999	0	0.0405832	1.80737e-36	4.30512e-31	7.3349e-37	0.83606	0.156917	0.00702295	0.0500301	0.0500235	99.3646	0.000107097	99.3683	0.000143375	0.255404	1.94817	1.50338	0.139858	1.50352	0.139859	0.0563851	0.0563893	0.00130357	0.0106788	0.0438325	0.001745	0.0106859	0.043833	0.522366	0.018779	0.522434	0.112738	6.3127	0.24562	0.277263	1.48872
20	700	-0.131519	-64.9999	0	0.0405832	1.75678e-36	4.18462e-31	7.12959e-37	0.832631	0.160199	0.00716992	0.0500356	0.0500279	101.757	0.000123757	101.761	0.000165872	0.262972	2.00847	1.7098	0.139771	1.70996	0.139771	0.066765	0.0667696	0.0015086	0.0120535	0.0535194	0.00202181	0.0120609	0.05352	0.557981	0.0176012	0.558055	0.105667	6.31335	0.244909	0.271723	1.4945
30	700	-0.119796	-64.9999	0	0.0405832	1.71349e-36	4.0815e-31	6.9539e-37	0.831017	0.161744	0.00723912	0.050038	0.0500298	102.895	0.000131008	102.899	0.000175675	0.267101	2.0426	1.80441	0.13973	1.80458	0.139731	0.0712809	0.0712857	0.00159791	0.0127363	0.061232	0.00214254	0.0127439	0.0612326	0.598982	0.0164157	0.599061	0.09855	6.30391	0.249385	0.271422	1.51467
40	700	-0.095168	-64.9999	0	0.0405832	1.685e-36	4.01364e-31	6.83828e-37	0.829203	0.16348	0.00731684	0.0500406	0.0500318	104.18	0.000138966	104.184	0.00018644	0.273043	2.09412	1.91172	0.139684	1.9119	0.139684	0.076242	0.076247	0.00169598	0.0136297	0.0736499	0.00227518	0.0136374	0.0736504	0.666663	0.0147731	0.666751	0.0886886	6.28379	0.258405	0.273411	1.55705
50	700	-0.0878032	-64.9999	0	0.0405832	1.65753e-36	3.94821e-31	6.7268e-37	0.828793	0.163873	0.00733441	0.050041	0.0500322	104.473	0.000140472	104.477	0.000188476	0.274692	2.10888	1.93451	0.139674	1.9347	0.139674	0.0771809	0.0771859	0.00171454	0.0138404	0.0770334	0.00230027	0.0138481	0.0770339	0.685394	0.014375	0.685485	0.0862985	6.27797	0.260886	0.274099	1.56973
60	700	-0.0412959	-64.9999	0	0.0405832	1.62952e-36	3.88148e-31	6.61311e-37	0.827067	0.165525	0.00740839	0.0500436	0.0500343	105.7	0.00014835	105.704	0.000199107	0.286903	2.22421	2.04644	0.139624	2.04664	0.139624	0.0821078	0.082113	0.0018117	0.0151059	0.0957761	0.00243136	0.0151137	0.0957763	0.778465	0.0126774	0.778567	0.0761069	6.24518	0.272682	0.278046	1.64976
70	700	-0.0322277	-64.9999	0	0.0405832	1.62457e-36	3.86969e-31	6.59303e-37	0.826804	0.165776	0.00741965	0.050044	0.0500346	105.887	0.000149577	105.891	0.000200756	0.289959	2.25388	2.06485	0.139616	2.06504	0.139616	0.0828768	0.0828821	0.00182683	0.0153433	0.0991237	0.0024517	0.0153512	0.099124	0.793675	0.0124374	0.793779	0.0746657	6.23969	0.274185	0.278399	1.66536
80	700	-0.0246515	-64.9999	0	0.0405832	1.611e-36	3.83736e-31	6.53795e-37	0.826635	0.165938	0.0074269	0.0500443	0.0500348	106.007	0.000150477	106.011	0.000201963	0.292575	2.27954	2.07807	0.13961	2.07826	0.13961	0.0834418	0.0834471	0.00183793	0.0155331	0.101797	0.00246659	0.015541	0.101797	0.80568	0.0122542	0.805785	0.0735662	6.23522	0.275329	0.278667	1.6784
90	700	-0.0242848	-64.9999	0	0.0405832	1.5987e-36	3.80806e-31	6.48802e-37	0.826637	0.165936	0.00742682	0.0500443	0.0500349	106.004	0.000150615	106.008	0.00020215	0.292569	2.27947	2.079	0.139609	2.0792	0.13961	0.0835285	0.0835337	0.00183963	0.0155533	0.102004	0.0024689	0.0155612	0.102004	0.80636	0.012244	0.806466	0.0735048	6.2349	0.275461	0.278764	1.67903
100	700	0.0207764	-64.9999	0	0.0405832	1.58376e-36	3.77248e-31	6.42741e-37	0.826216	0.166339	0.00744486	0.0500454	0.0500358	106.295	0.000153834	106.299	0.000206396	0.313526	2.48945	2.1291	0.139586	2.1293	0.139586	0.0855557	0.085561	0.00187936	0.0164458	0.114674	0.00252128	0.0164538	0.114674	0.862071	0.0114612	0.862183	0.0688053	6.2129	0.278389	0.277519	1.75657
10	800	-0.137236	-64.9999	0	0.0405832	1.85073e-36	4.40841e-31	7.51087e-37	0.835307	0.157637	0.00705522	0.0500311	0.0500243	99.8924	0.000110188	99.896	0.000147544	0.256917	1.95995	1.54398	0.139841	1.54413	0.139841	0.0583049	0.0583092	0.00134158	0.0109222	0.0450807	0.00179626	0.0109294	0.0450812	0.524319	0.0187104	0.524388	0.112326	6.3159	0.24396	0.275171	1.48466
20	800	-0.128031	-64.9999	0	0.0405832	1.79705e-36	4.28053e-31	7.293e-37	0.83177	0.161023	0.00720682	0.0500367	0.0500287	102.368	0.000127023	102.372	0.000170286	0.264942	2.02436	1.75527	0.139751	1.75544	0.139752	0.0687933	0.068798	0.00154881	0.0123517	0.056743	0.00207615	0.0123591	0.0567436	0.575052	0.0170874	0.575128	0.102583	6.31085	0.246123	0.270849	1.5005
30	800	-0.113503	-64.9999	0	0.0405832	1.75188e-36	4.17293e-31	7.10968e-37	0.830209	0.162517	0.00727373	0.0500389	0.0500305	103.472	0.000133833	103.476	0.000179496	0.269181	2.05987	1.84596	0.139712	1.84614	0.139713	0.0730356	0.0730405	0.0016327	0.0130326	0.0652242	0.00218959	0.0130401	0.0652248	0.621158	0.0158387	0.62124	0.0950858	6.2989	0.251715	0.27129	1.5255
40	800	-0.0867106	-64.9999	0	0.0405832	1.72423e-36	4.10708e-31	6.99748e-37	0.828506	0.164148	0.00734673	0.0500412	0.0500324	104.682	0.000141109	104.686	0.000189336	0.275355	2.11427	1.94643	0.139668	1.94661	0.139669	0.0775731	0.0775782	0.00172237	0.0139167	0.0780406	0.00231086	0.0139245	0.0780411	0.690251	0.0142753	0.690342	0.0856997	6.27739	0.26107	0.273794	1.57161
50	800	-0.0802349	-64.9999	0	0.0405832	1.69691e-36	4.04201e-31	6.88662e-37	0.828163	0.164475	0.0073614	0.0500416	0.0500326	104.928	0.000142238	104.932	0.000190861	0.27685	2.12779	1.96482	0.13966	1.96501	0.139661	0.0782769	0.078282	0.00173628	0.0140929	0.0809426	0.00232964	0.0141006	0.080943	0.70611	0.013959	0.706203	0.0838009	6.27243	0.263099	0.274371	1.58275
60	800	-0.0321312	-64.9999	0	0.0405832	1.66829e-36	3.97382e-31	6.77044e-37	0.826575	0.165995	0.00742946	0.0500439	0.0500346	106.059	0.000149468	106.063	0.000200607	0.290353	2.25686	2.07026	0.139613	2.07045	0.139613	0.082804	0.0828092	0.00182545	0.0153525	0.0995178	0.00244981	0.0153604	0.099518	0.796319	0.0123966	0.796423	0.0744208	6.23993	0.274004	0.277989	1.66553
70	800	-0.0220894	-64.9999	0	0.0405832	1.65989e-36	3.95382e-31	6.73637e-37	0.826337	0.166223	0.00743967	0.0500443	0.0500349	106.228	0.000150623	106.232	0.000202153	0.294063	2.29326	2.08813	0.139605	2.08833	0.139605	0.0835291	0.0835343	0.00183969	0.0155995	0.102987	0.00246889	0.0156074	0.102988	0.811812	0.0121627	0.811918	0.0730169	6.23421	0.27535	0.278199	1.68281
80	800	-0.0128501	-64.9999	0	0.0405832	1.64749e-36	3.92429e-31	6.68605e-37	0.826182	0.166372	0.00744631	0.0500446	0.0500351	106.337	0.000151534	106.341	0.00020337	0.297654	2.32885	2.10187	0.139598	2.10207	0.139599	0.0841027	0.0841079	0.00185094	0.0158143	0.105993	0.0024839	0.0158222	0.105994	0.825058	0.0119697	0.825166	0.0718579	6.22916	0.276403	0.278307	1.69871
90	800	-0.0116083	-64.9999	0	0.0405832	1.6408e-36	3.90836e-31	6.65892e-37	0.826189	0.166365	0.00744602	0.0500447	0.0500352	106.331	0.00015172	106.335	0.000203621	0.298012	2.33248	2.10323	0.139598	2.10343	0.139598	0.0842197	0.0842249	0.00185324	0.0158497	0.106421	0.002487	0.0158576	0.106421	0.826711	0.011946	0.826819	0.0717159	6.22838	0.276615	0.278414	1.70084
100	800	0.0358035	-64.9999	0	0.0405832	1.62417e-36	3.86875e-31	6.59142e-37	0.825963	0.166581	0.00745569	0.0500456	0.050036	106.48	0.00015439	106.484	0.000207089	0.32325	2.5867	2.14683	0.139577	2.14703	0.139577	0.0859053	0.0859106	0.00188618	0.0166996	0.118401	0.00252979	0.0167075	0.118401	0.878457	0.0112496	0.878571	0.067535	6.20756	0.277767	0.275525	1.78243
10	900	-0.138767	-64.9999	0	0.0405832	1.87967e-36	4.47734e-31	7.62832e-37	0.834602	0.158313	0.00708545	0.050032	0.0500251	100.389	0.000112982	100.392	0.000151314	0.258344	1.97109	1.58136	0.139825	1.58152	0.139826	0.0600392	0.0600435	0.00137594	0.0111458	0.0464197	0.00184262	0.011153	0.0464203	0.528055	0.0185805	0.528125	0.111546	6.31818	0.242782	0.273371	1.48203
20	900	-0.123712	-64.9999	0	0.0405832	1.8236e-36	4.34378e-31	7.40077e-37	0.83099	0.16177	0.00724027	0.0500376	0.0500294	102.924	0.000129837	102.927	0.00017409	0.266785	2.03936	1.79562	0.139734	1.79579	0.139734	0.0705401	0.0705449	0.00158345	0.0126227	0.0600191	0.00212298	0.0126301	0.0600198	0.593019	0.0165781	0.593098	0.0995248	6.30752	0.247726	0.270343	1.50793
30	900	-0.106407	-64.9999	0	0.0405832	1.77678e-36	4.23226e-31	7.21076e-37	0.829451	0.163243	0.0073062	0.0500397	0.0500311	104.015	0.000136376	104.018	0.000182934	0.271247	2.07723	1.88443	0.139695	1.88461	0.139696	0.0746146	0.0746196	0.00166402	0.01332	0.0693408	0.00223193	0.0133277	0.0693413	0.643946	0.0152866	0.644031	0.0917709	6.29326	0.254271	0.271434	1.53771
40	900	-0.0786205	-64.9999	0	0.0405832	1.75035e-36	4.16929e-31	7.10348e-37	0.827882	0.164744	0.00737343	0.0500418	0.0500328	105.132	0.000142883	105.136	0.000191733	0.277587	2.13395	1.97671	0.139655	1.9769	0.139655	0.0786753	0.0786803	0.00174423	0.0141771	0.0820844	0.00234038	0.0141848	0.0820848	0.711579	0.0138532	0.711673	0.0831655	6.27147	0.26342	0.274178	1.58553
50	900	-0.0730456	-64.9999	0	0.0405832	1.72323e-36	4.1047e-31	6.99343e-37	0.827592	0.165022	0.00738586	0.0500421	0.050033	105.342	0.000143718	105.346	0.00019286	0.278941	2.1463	1.99168	0.139648	1.99186	0.139648	0.0791961	0.0792012	0.00175451	0.0143233	0.0845393	0.00235425	0.0143311	0.0845397	0.724843	0.013603	0.724938	0.0816637	6.26735	0.265032	0.274623	1.59512
60	900	-0.0247292	-64.9999	0	0.0405832	1.70065e-36	4.05091e-31	6.90178e-37	0.826179	0.166375	0.00744644	0.0500442	0.0500347	106.349	0.000150222	106.353	0.000201614	0.293405	2.28593	2.08862	0.139604	2.08881	0.139605	0.0832732	0.0832784	0.00183472	0.0155419	0.102412	0.00246219	0.0155497	0.102412	0.810027	0.0121892	0.810133	0.0731761	6.23598	0.274825	0.277779	1.67827
70	900	-0.0126147	-64.9999	0	0.0405832	1.6846e-36	4.01267e-31	6.83663e-37	0.825922	0.166621	0.00745745	0.0500446	0.0500351	106.532	0.000151444	106.536	0.000203245	0.2983	2.33423	2.10862	0.139595	2.10882	0.139596	0.084042	0.0840473	0.00184979	0.0158276	0.106405	0.00248231	0.0158355	0.106405	0.827603	0.0119333	0.827711	0.0716395	6.2295	0.27609	0.277781	1.69911
80	900	-0.00239881	-64.9999	0	0.0405832	1.67144e-36	3.98134e-31	6.78326e-37	0.825798	0.166739	0.00746275	0.0500448	0.0500353	106.619	0.000152288	106.623	0.000204365	0.302728	2.37843	2.12171	0.139589	2.12191	0.139589	0.0845744	0.0845796	0.00186021	0.0160483	0.109478	0.00249612	0.0160562	0.109478	0.84094	0.0117461	0.84105	0.0705158	6.22431	0.276916	0.277656	1.71669
90	900	0.000660635	-64.9999	0	0.0405832	1.66415e-36	3.96396e-31	6.75365e-37	0.825792	0.166745	0.007463	0.0500449	0.0500354	106.621	0.000152583	106.625	0.000204757	0.304006	2.39132	2.12489	0.139588	2.12509	0.139588	0.08476	0.0847653	0.00186385	0.0161186	0.110393	0.00250097	0.0161265	0.110393	0.844676	0.0116947	0.844786	0.0702074	6.22272	0.277184	0.277666	1.72196
100	900	0.0493829	-64.9999	0	0.0405832	1.65207e-36	3.93519e-31	6.70462e-37	0.825763	0.166773	0.00746427	0.0500457	0.0500362	106.627	0.000154735	106.631	0.000207496	0.333189	2.68637	2.16166	0.13957	2.16186	0.13957	0.0861238	0.0861291	0.00189041	0.0169037	0.121426	0.00253476	0.0169116	0.121426	0.891697	0.0110842	0.891812	0.0665421	6.20337	0.27669	0.273235	1.8058
10	1000	-0.139594	-64.9999	0	0.0405832	1.8985e-36	4.5222e-31	7.70474e-37	0.833935	0.158951	0.00711403	0.0500329	0.0500257	100.859	0.000115529	100.863	0.000154752	0.259701	1.9817	1.61608	0.13981	1.61624	0.139811	0.0616195	0.0616239	0.00140727	0.0113532	0.0478444	0.00188489	0.0113604	0.047845	0.53325	0.0184028	0.53332	0.110479	6.3197	0.24201	0.271823	1.4806
20	1000	-0.118833	-64.9999	0	0.0405832	1.84063e-36	4.38434e-31	7.46987e-37	0.830274	0.162455	0.00727093	0.0500384	0.0500301	103.435	0.000132285	103.438	0.0001774	0.26853	2.05368	1.83181	0.139718	1.83198	0.139719	0.0720593	0.0720641	0.00161359	0.0128725	0.0633033	0.00216372	0.01288	0.0633039	0.611297	0.0160902	0.611378	0.0965957	6.30366	0.24955	0.270103	1.51633
30	1000	-0.0994511	-64.9999	0	0.0405832	1.7923e-36	4.26922e-31	7.27374e-37	0.82878	0.163885	0.00733495	0.0500404	0.0500317	104.497	0.000138471	104.501	0.000185768	0.273173	2.09359	1.91758	0.139681	1.91777	0.139681	0.0759153	0.0759203	0.00168982	0.0135766	0.0731795	0.00226682	0.0135843	0.07318	0.665014	0.0148092	0.665102	0.0889054	6.28781	0.256659	0.271686	1.54968
40	1000	-0.0709553	-64.9999	0	0.0405832	1.76737e-36	4.20984e-31	7.17256e-37	0.827319	0.165284	0.00739759	0.0500423	0.0500332	105.541	0.000144367	105.545	0.000193737	0.279766	2.15339	2.00349	0.139643	2.00368	0.139643	0.0795968	0.0796019	0.00176249	0.0144147	0.0857963	0.00236504	0.0144225	0.0857967	0.730794	0.0134937	0.73089	0.0810074	6.26605	0.265452	0.274517	1.59872
50	1000	-0.0662491	-64.9999	0	0.0405832	1.74046e-36	4.14574e-31	7.06335e-37	0.827068	0.165523	0.00740831	0.0500424	0.0500333	105.723	0.000144971	105.727	0.000194551	0.280986	2.16458	2.01577	0.139637	2.01596	0.139638	0.0799738	0.0799789	0.00176993	0.0145347	0.0878472	0.00237506	0.0145425	0.0878475	0.741781	0.0132964	0.741878	0.0798229	6.26271	0.266697	0.27483	1.60682
60	1000	-0.016891	-64.9999	0	0.0405832	1.71892e-36	4.09444e-31	6.97595e-37	0.825778	0.166758	0.00746361	0.0500444	0.0500349	106.644	0.000150941	106.648	0.000202571	0.296869	2.31914	2.10734	0.139596	2.10754	0.139596	0.0837214	0.0837266	0.00184356	0.0157377	0.105362	0.00247395	0.0157456	0.105362	0.823746	0.0119885	0.823853	0.0719713	6.23205	0.275473	0.277424	1.69175
70	1000	-0.0047882	-64.9999	0	0.0405832	1.70853e-36	4.06968e-31	6.93375e-37	0.82558	0.166948	0.0074721	0.0500447	0.0500352	106.784	0.000151988	106.788	0.000203962	0.30217	2.37184	2.12483	0.139587	2.12502	0.139588	0.0843817	0.084387	0.00185647	0.0160044	0.109077	0.00249111	0.0160123	0.109077	0.839907	0.0117604	0.840016	0.0706017	6.22594	0.276426	0.277221	1.71258
80	1000	0.00652862	-64.9999	0	0.0405832	1.69485e-36	4.03709e-31	6.87823e-37	0.825483	0.167041	0.00747626	0.050045	0.0500355	106.851	0.000152789	106.855	0.000205017	0.307542	2.42571	2.13761	0.139581	2.13781	0.139582	0.0848881	0.0848933	0.00186635	0.0162334	0.112252	0.00250412	0.0162413	0.112253	0.853534	0.0115747	0.853645	0.0694866	6.22056	0.277031	0.276842	1.73205
90	1000	0.0109367	-64.9999	0	0.0405832	1.68287e-36	4.00857e-31	6.82965e-37	0.825478	0.167045	0.00747646	0.0500451	0.0500356	106.852	0.00015313	106.856	0.000205466	0.309668	2.44719	2.14173	0.139579	2.14192	0.13958	0.0851033	0.0851086	0.00187057	0.0163252	0.113462	0.00250968	0.0163331	0.113462	0.858482	0.0115087	0.858594	0.0690904	6.21849	0.277243	0.276697	1.73964
100	1000	0.061841	-64.9999	0	0.0405832	1.67123e-36	3.98084e-31	6.78241e-37	0.825597	0.166932	0.00747139	0.0500458	0.0500363	106.75	0.00015495	106.754	0.000207723	0.343321	2.78816	2.17461	0.139563	2.17481	0.139563	0.0862601	0.0862654	0.00189302	0.0170714	0.123941	0.00253751	0.0170793	0.123941	0.90268	0.0109506	0.902796	0.0657401	6.2	0.275319	0.270754	1.82724
