#X	#Y	#DWt	#VmS	#PreSpike	#NMDA_Mg	#NMDA_Nopen	#NMDA_Jca	#NMDA_G	#NMDA_Nt0	#NMDA_Nt1	#NMDA_Nt2	#GluN2B	#Cyt_Ca	#PSD_Ca	#Cyt_CaM	#Cyt_Ca3CaM	#PSD_CaM	#PSD_Ca3CaM	#Cyt_CaMKIIact	#PSD_CaMKIIact	#PSD_CaMKIIn2b	#PSD_N2B_Ca0CaM_CaMKII	#PSD_N2B_Ca1CaM_CaMKII	#PSD_N2B_Ca0CaM_CaMKIIP	#PSD_N2B_Ca1CaM_CaMKIIP	#PSD_N2B_CaMKII	#PSD_N2B_CaMKIIP	#Cyt_DAPK1act	#Cyt_DAPK1_AutoK	#PSD_DAPK1act	#PSD_DAPK1_AutoK	#Cyt_CaNact	#PSD_CaNact	#Cyt_AC1act	#Cyt_cAMP	#Cyt_PKAact	#PSD_AC1act	#PSD_cAMP	#PSD_PKAact	#Cyt_I1P	#Cyt_PP1act	#PSD_I1P	#PSD_PP1act	#Int_AMPAR	#Mbr_AMPAR	#PSD_AMPAR	#Trp_AMPAR
10	900	-0.136986	-64.9999	0	0.0405832	8.33667e-37	1.98579e-31	3.38332e-37	0.918987	0.0807159	0.000297045	100	0.0500048	0.0500043	88.8594	5.07486e-05	88.8626	7.02646e-05	0.230307	1.76411	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.0490307	0.0490331	0.000620646	0.00735634	0.0564805	0.000859367	0.00736255	0.0564812	0.66475	0.0148159	0.664836	0.0889453	6.30351	0.255808	0.27688	1.48509
20	900	-0.111541	-64.9999	0	0.0405832	8.18379e-37	1.94938e-31	3.32127e-37	0.918969	0.0807301	0.000301257	100	0.0500054	0.0500048	88.8	5.42759e-05	88.8032	7.51946e-05	0.234082	1.80219	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.0540202	0.0540227	0.000664526	0.00797994	0.0672151	0.000920698	0.00798621	0.0672156	0.730197	0.0135052	0.730292	0.0810767	6.28102	0.266297	0.281128	1.52888
30	900	-0.0823188	-64.9999	0	0.0405832	8.02299e-37	1.91107e-31	3.25601e-37	0.918966	0.0807294	0.000304141	100	0.0500058	0.0500052	88.746	5.67165e-05	88.7492	7.86064e-05	0.240098	1.86299	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.0574445	0.0574471	0.000694898	0.00856837	0.0770364	0.000963154	0.0085747	0.0770367	0.788215	0.0125231	0.788317	0.0751804	6.2584	0.275328	0.28519	1.57916
40	900	-0.0573344	-64.9999	0	0.0405832	7.93438e-37	1.88997e-31	3.22006e-37	0.918977	0.0807169	0.000305744	100	0.0500061	0.0500055	88.7006	5.8104e-05	88.7038	8.05441e-05	0.247417	1.93701	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.0593755	0.0593781	0.000712167	0.00901018	0.0840696	0.000987266	0.00901654	0.0840698	0.828124	0.0119264	0.828231	0.0715982	6.24205	0.280444	0.28711	1.62216
50	900	-0.0421071	-64.9999	0	0.0405832	7.82954e-37	1.865e-31	3.17751e-37	0.918989	0.0807044	0.000306436	100	0.0500062	0.0500056	88.672	5.87213e-05	88.6752	8.14042e-05	0.252895	1.99243	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.0602281	0.0602308	0.000719849	0.00925717	0.0878982	0.000997968	0.00926355	0.0878984	0.849498	0.0116296	0.849607	0.0698165	6.23332	0.282525	0.28752	1.64836
60	900	-0.00638673	-64.9999	0	0.0405832	7.75386e-37	1.84697e-31	3.14679e-37	0.919032	0.0806601	0.000307521	100	0.0500064	0.0500059	88.5957	5.97539e-05	88.599	8.28365e-05	0.269624	2.1617	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.0616364	0.0616391	0.000732698	0.00975286	0.0952655	0.00101578	0.00975925	0.0952656	0.889014	0.011118	0.889128	0.0667448	6.2164	0.284429	0.2861	1.70983
70	900	0.0216671	-64.9999	0	0.0405832	7.66669e-37	1.8262e-31	3.11142e-37	0.91908	0.0806116	0.000307963	100	0.0500065	0.0500061	88.526	6.02549e-05	88.5292	8.35221e-05	0.286487	2.33235	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.0623013	0.062304	0.000738927	0.0100763	0.0999551	0.00102429	0.0100827	0.0999552	0.913723	0.0108202	0.91384	0.0649572	6.20586	0.283701	0.282915	1.75811
80	900	0.0496884	-64.9999	0	0.0405832	7.59808e-37	1.80986e-31	3.08357e-37	0.91914	0.0805521	0.000308162	100	0.0500067	0.0500063	88.4467	6.05809e-05	88.4499	8.39581e-05	0.306511	2.53498	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.0627157	0.0627184	0.000742976	0.0103459	0.103832	0.00102969	0.0103523	0.103832	0.93399	0.0105875	0.934109	0.0635603	6.19698	0.281646	0.278418	1.80632
90	900	0.0691869	-64.9999	0	0.0405832	7.54853e-37	1.79806e-31	3.06346e-37	0.919188	0.0805042	0.00030822	100	0.0500067	0.0500064	88.3849	6.07572e-05	88.3881	8.41878e-05	0.322433	2.69612	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.0629299	0.0629327	0.000745162	0.0105107	0.106186	0.00103252	0.0105171	0.106186	0.946103	0.0104531	0.946222	0.0627533	6.19159	0.279599	0.274637	1.83988
100	900	0.104741	-64.9999	0	0.0405832	7.46179e-37	1.7774e-31	3.02826e-37	0.919288	0.0804035	0.00030819	100	0.0500068	0.0500067	88.2576	6.10017e-05	88.2607	8.44921e-05	0.3557	3.03277	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.0632057	0.0632085	0.000748188	0.0107721	0.109939	0.00103626	0.0107786	0.109939	0.965218	0.0102477	0.96534	0.06152	6.18279	0.275054	0.266826	1.90106
10	1000	-0.134128	-64.9999	0	0.0405832	8.41271e-37	2.00391e-31	3.41418e-37	0.918982	0.0807199	0.000297902	100	0.0500049	0.0500044	88.8486	5.14639e-05	88.8519	7.12639e-05	0.230737	1.76843	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.0500462	0.0500486	0.000629543	0.00747107	0.058529	0.000871796	0.00747729	0.0585297	0.677711	0.0145365	0.6778	0.087268	6.30085	0.257213	0.276983	1.49001
20	1000	-0.105671	-64.9999	0	0.0405832	8.25529e-37	1.96641e-31	3.35029e-37	0.918966	0.0807318	0.000302028	100	0.0500055	0.0500049	88.7879	5.49241e-05	88.7912	7.61007e-05	0.235076	1.81222	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.0549328	0.0549353	0.000672592	0.00812818	0.069836	0.000931972	0.00813447	0.0698364	0.746567	0.0132129	0.746664	0.0793215	6.27616	0.268448	0.281827	1.53898
30	1000	-0.0748647	-64.9999	0	0.0405832	8.08731e-37	1.9264e-31	3.28212e-37	0.918968	0.0807274	0.000304739	100	0.0500059	0.0500053	88.7325	5.72273e-05	88.7357	7.93199e-05	0.241952	1.88173	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.0581579	0.0581606	0.000701255	0.00873026	0.0797242	0.000972033	0.0087366	0.0797245	0.804146	0.0122779	0.80425	0.0737084	6.25324	0.277143	0.285747	1.59199
40	1000	-0.049432	-64.9999	0	0.0405832	8.00128e-37	1.9059e-31	3.2472e-37	0.918983	0.0807112	0.000306163	100	0.0500061	0.0500055	88.6856	5.84726e-05	88.6888	8.10577e-05	0.250132	1.96448	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.059886	0.0598887	0.000716754	0.00916423	0.0865198	0.000993658	0.0091706	0.08652	0.842192	0.0117294	0.842301	0.0704155	6.23752	0.281559	0.287171	1.63576
50	1000	-0.0342613	-64.9999	0	0.0405832	7.89615e-37	1.88086e-31	3.20454e-37	0.918997	0.0806966	0.000306753	100	0.0500063	0.0500057	88.6563	5.90096e-05	88.6595	8.18051e-05	0.256088	2.02474	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.0606249	0.0606276	0.000723438	0.00940101	0.0901388	0.00100295	0.00940739	0.0901389	0.862183	0.0114604	0.862294	0.0688003	6.22936	0.283177	0.287228	1.66186
60	1000	0.00260597	-64.9999	0	0.0405832	7.81062e-37	1.86049e-31	3.16983e-37	0.919047	0.0806454	0.00030768	100	0.0500065	0.0500059	88.5741	5.99272e-05	88.5773	8.3074e-05	0.274781	2.21389	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.061868	0.0618707	0.000734853	0.00988535	0.097262	0.00101873	0.00989174	0.0972621	0.900086	0.0109826	0.900201	0.065932	6.2131	0.284158	0.284907	1.7253
70	1000	0.0302653	-64.9999	0	0.0405832	7.74283e-37	1.84434e-31	3.14232e-37	0.919099	0.0805934	0.000308007	100	0.0500066	0.0500061	88.5021	6.03406e-05	88.5053	8.36357e-05	0.292551	2.39372	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.0624089	0.0624116	0.000739991	0.010181	0.101531	0.0010257	0.0101874	0.101531	0.922507	0.0107181	0.922625	0.0643446	6.20339	0.282884	0.281243	1.7729
80	1000	0.0589159	-64.9999	0	0.0405832	7.67648e-37	1.82854e-31	3.11539e-37	0.919163	0.0805285	0.000308147	100	0.0500067	0.0500063	88.417	6.06314e-05	88.4202	8.40203e-05	0.314249	2.61329	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.0627711	0.0627738	0.0007436	0.0104399	0.105244	0.00103045	0.0104463	0.105244	0.941812	0.0105004	0.941932	0.0630371	6.19486	0.280347	0.276206	1.8222
90	1000	0.0794114	-64.9999	0	0.0405832	7.6228e-37	1.81575e-31	3.0936e-37	0.919217	0.0804749	0.000308179	100	0.0500068	0.0500065	88.3485	6.08015e-05	88.3516	8.42389e-05	0.332003	2.79296	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.0629732	0.062976	0.000745708	0.0106038	0.107581	0.00103315	0.0106103	0.107581	0.953718	0.0103703	0.953838	0.0622565	6.18954	0.277925	0.271942	1.85747
100	1000	0.116235	-64.9999	0	0.0405832	7.52595e-37	1.79268e-31	3.0543e-37	0.919328	0.0803636	0.000308104	100	0.0500069	0.0500068	88.2085	6.10367e-05	88.2116	8.45255e-05	0.368701	3.16434	0	0	0	0	0	0	0	0.685855	0.140187	0.685855	0.140187	0.0632299	0.0632327	0.000748617	0.0108572	0.111226	0.00103666	0.0108636	0.111226	0.972103	0.0101756	0.972226	0.0610874	6.18093	0.272823	0.263411	1.92084
