#X	#Y	#DWt	#VmS	#PreSpike	#NMDA_Mg	#NMDA_Nopen	#NMDA_Jca	#NMDA_G	#NMDA_Nt0	#NMDA_Nt1	#NMDA_Nt2	#GluN2B	#Cyt_Ca	#PSD_Ca	#Cyt_CaM	#Cyt_Ca3CaM	#PSD_CaM	#PSD_Ca3CaM	#Cyt_CaMKIIact	#Cyt_CaMKII	#Cyt_CaMKIIP	#PSD_CaMKIIact	#PSD_CaMKII	#PSD_CaMKIIP	#PSD_CaMKIIn2b	#PSD_N2B_Ca0CaM_CaMKII	#PSD_N2B_Ca1CaM_CaMKII	#PSD_N2B_Ca0CaM_CaMKIIP	#PSD_N2B_Ca1CaM_CaMKIIP	#PSD_N2B_CaMKII	#PSD_N2B_CaMKIIP	#Cyt_DAPK1act	#Cyt_DAPK1_AutoK	#PSD_DAPK1act	#PSD_DAPK1_AutoK	#Cyt_CaNact	#PSD_CaNact	#Cyt_AC1act	#Cyt_cAMP	#Cyt_PKAact	#PSD_AC1act	#PSD_cAMP	#PSD_PKAact	#Cyt_I1P	#Cyt_PP1act	#PSD_I1P	#PSD_PP1act	#Int_AMPAR	#Mbr_AMPAR	#PSD_AMPAR	#Trp_AMPAR
10	500	-0.0955417	-64.9999	0	0.0405832	7.51711e-37	1.79057e-31	3.05071e-37	0.919289	0.0804406	0.000270604	113.608	0.0500027	0.0500053	88.9734	3.65725e-05	88.978	3.99307e-05	0.099859	19.2637	4.81228e-09	2.2754	19.3657	6.20013e-07	3.00182	2.89861	0.0371417	0.0541221	0.00306601	0.00294287	1.70055e-07	0.685855	0.140187	0.685855	0.140187	0.036483	0.0364834	0.000446408	0.00589635	0.0445114	0.000487364	0.00590171	0.0445121	0.622003	0.0158186	0.622084	0.0949653	6.29802	0.246036	0.266622	1.55641
20	500	-0.0934945	-64.9999	0	0.0405832	7.41367e-37	1.76593e-31	3.00873e-37	0.919287	0.0804401	0.000273219	112.989	0.0500032	0.050006	88.9229	3.94225e-05	88.9275	4.30214e-05	0.0999372	19.257	7.44519e-09	2.30176	19.359	9.58698e-07	3.0345	2.89683	0.0371222	0.0861238	0.00486412	0.00294143	2.66401e-07	0.685855	0.140187	0.685855	0.140187	0.0412537	0.0412542	0.000481867	0.00622938	0.0493281	0.000525823	0.00623475	0.0493288	0.640703	0.0153638	0.640786	0.0922348	6.29767	0.24608	0.264341	1.55993
30	500	-0.0816939	-64.9999	0	0.0405832	7.30737e-37	1.74062e-31	2.96559e-37	0.919287	0.0804372	0.000275529	112.226	0.0500037	0.0500066	88.8752	4.19531e-05	88.8798	4.5759e-05	0.100027	19.2484	1.04877e-08	2.33603	19.3503	1.34977e-06	3.07701	2.89451	0.0370954	0.127968	0.00718357	0.0029394	3.84486e-07	0.685855	0.140187	0.685855	0.140187	0.0454684	0.0454689	0.000513365	0.00659328	0.0556272	0.000559901	0.00659866	0.0556278	0.676937	0.014553	0.677025	0.0873671	6.28851	0.250145	0.264408	1.58024
40	500	-0.065546	-64.9999	0	0.0405832	7.23878e-37	1.72428e-31	2.93775e-37	0.91929	0.0804327	0.000277227	111.474	0.050004	0.050007	88.8372	4.3826e-05	88.8418	4.77786e-05	0.10011	19.2393	1.33548e-08	2.37208	19.3412	1.71805e-06	3.12174	2.89209	0.0370665	0.172132	0.00960408	0.00293717	5.0233e-07	0.685855	0.140187	0.685855	0.140187	0.0485748	0.0485753	0.000536684	0.00693387	0.0618524	0.000585049	0.00693926	0.0618529	0.716138	0.013767	0.716231	0.0826481	6.2757	0.255628	0.265903	1.60803
50	500	-0.0525085	-64.9999	0	0.0405832	7.15213e-37	1.70364e-31	2.90259e-37	0.919293	0.0804287	0.000278181	110.925	0.0500042	0.0500073	88.8138	4.48877e-05	88.8184	4.89192e-05	0.100168	19.2324	1.5403e-08	2.39979	19.3342	1.98103e-06	3.15611	2.89024	0.0370441	0.206138	0.011455	0.00293542	5.89926e-07	0.685855	0.140187	0.685855	0.140187	0.0503309	0.0503315	0.000549905	0.00717301	0.0662284	0.000599256	0.0071784	0.0662288	0.744304	0.0132526	0.744401	0.0795603	6.26559	0.25976	0.267376	1.63046
60	500	-0.0248727	-64.9999	0	0.0405832	7.09928e-37	1.69105e-31	2.88114e-37	0.919303	0.0804173	0.000279754	109.65	0.0500046	0.0500077	88.7693	4.6664e-05	88.7739	5.08162e-05	0.100299	19.2156	2.01809e-08	2.4666	19.3173	2.59424e-06	3.239	2.88579	0.0369891	0.288265	0.0159109	0.0029311	7.98127e-07	0.685855	0.140187	0.685855	0.140187	0.0532614	0.053262	0.000572031	0.00765737	0.0746153	0.000622889	0.00766276	0.0746155	0.795953	0.012403	0.796056	0.0744592	6.24558	0.267152	0.270315	1.67802
70	500	-0.00449629	-64.9999	0	0.0405832	7.06161e-37	1.68207e-31	2.86585e-37	0.919314	0.0804057	0.000280565	108.531	0.0500048	0.050008	88.739	4.76106e-05	88.7436	5.18134e-05	0.100412	19.2005	2.43932e-08	2.52692	19.302	3.13464e-06	3.31384	2.88176	0.0369384	0.362541	0.0199315	0.00292709	9.84236e-07	0.685855	0.140187	0.685855	0.140187	0.0548194	0.05482	0.000583824	0.0079954	0.080193	0.000635317	0.0080008	0.0801932	0.829329	0.0119095	0.829436	0.0714968	6.23218	0.271378	0.271935	1.71308
80	500	0.0157528	-64.9999	0	0.0405832	7.01127e-37	1.67008e-31	2.84542e-37	0.919328	0.0803905	0.000281132	107.178	0.0500049	0.0500082	88.7088	4.83099e-05	88.7133	5.2534e-05	0.100549	19.182	2.95029e-08	2.6008	19.2833	3.78994e-06	3.4055	2.87678	0.0368753	0.453606	0.0248559	0.00292208	1.21127e-06	0.685855	0.140187	0.685855	0.140187	0.0559692	0.0559697	0.000592537	0.00831417	0.0852722	0.000644302	0.00831957	0.0852723	0.85917	0.0115004	0.85928	0.0690408	6.22017	0.274464	0.272808	1.74793
90	500	0.0286246	-64.9999	0	0.0405832	6.98347e-37	1.66346e-31	2.83414e-37	0.91934	0.0803784	0.000281388	106.144	0.050005	0.0500083	88.6884	4.86541e-05	88.693	5.28775e-05	0.100657	19.1677	3.34206e-08	2.65753	19.2689	4.29217e-06	3.47587	2.87292	0.0368263	0.523574	0.0286381	0.00291818	1.38548e-06	0.685855	0.140187	0.685855	0.140187	0.056535	0.0565355	0.000596827	0.00850538	0.0882393	0.000648587	0.00851078	0.0882393	0.876314	0.0112778	0.876427	0.0677046	6.21327	0.2758	0.272877	1.77008
100	500	0.0534345	-64.9999	0	0.0405832	6.91723e-37	1.64768e-31	2.80726e-37	0.919369	0.080349	0.000281668	103.719	0.0500051	0.0500085	88.6455	4.91175e-05	88.6501	5.33087e-05	0.100918	19.1342	4.26045e-08	2.79119	19.2351	5.46883e-06	3.64165	2.86373	0.036709	0.688579	0.0375513	0.00290883	1.79504e-06	0.685855	0.140187	0.685855	0.140187	0.0572976	0.0572981	0.000602604	0.00884399	0.0933995	0.000653971	0.00884939	0.0933995	0.905992	0.0109122	0.906108	0.0655096	6.20157	0.277087	0.271864	1.81277
10	600	-0.0976772	-64.9999	0	0.0405832	7.88572e-37	1.87838e-31	3.20031e-37	0.919288	0.0804408	0.000271485	113.437	0.0500029	0.0500055	88.9569	3.75305e-05	88.9615	4.09704e-05	0.0998818	19.2619	5.53054e-09	2.28242	19.3639	7.12423e-07	3.01052	2.89814	0.0371368	0.062611	0.00354456	0.00294251	1.96004e-07	0.685855	0.140187	0.685855	0.140187	0.0380895	0.03809	0.000458325	0.00600252	0.0459605	0.0005003	0.00600788	0.0459612	0.626396	0.0157094	0.626477	0.0943095	6.30053	0.24488	0.264864	1.55274
20	600	-0.0911181	-64.9999	0	0.0405832	7.77377e-37	1.85171e-31	3.15487e-37	0.919286	0.0804393	0.000274196	112.705	0.0500034	0.0500062	88.9033	4.04896e-05	88.9079	4.41769e-05	0.0999717	19.2539	8.55714e-09	2.31406	19.3559	1.10165e-06	3.04976	2.89599	0.0371127	0.101125	0.00569738	0.00294072	3.09153e-07	0.685855	0.140187	0.685855	0.140187	0.0430335	0.043034	0.000495148	0.00637497	0.0518448	0.000540205	0.00638034	0.0518455	0.654982	0.0150337	0.655067	0.0902533	6.29614	0.246802	0.263446	1.56402
30	600	-0.0748245	-64.9999	0	0.0405832	7.65596e-37	1.82365e-31	3.10706e-37	0.919288	0.0804352	0.00027647	111.843	0.0500039	0.0500068	88.8547	4.29888e-05	88.8593	4.68767e-05	0.10007	19.2439	1.19085e-08	2.3539	19.3458	1.53228e-06	3.09917	2.8933	0.0370811	0.149848	0.00838285	0.0029383	4.42876e-07	0.685855	0.140187	0.685855	0.140187	0.0471877	0.0471883	0.00052626	0.00677552	0.0590235	0.000573818	0.0067809	0.059024	0.698669	0.0141065	0.69876	0.0846865	6.28321	0.252468	0.264482	1.59206
40	600	-0.0562207	-64.9999	0	0.0405832	7.58727e-37	1.80729e-31	3.07918e-37	0.919292	0.0804295	0.000278041	111.023	0.0500042	0.0500072	88.8175	4.47313e-05	88.8221	4.87515e-05	0.100159	19.2337	1.49918e-08	2.3944	19.3355	1.92822e-06	3.14942	2.89059	0.0370484	0.199527	0.0110941	0.00293576	5.7264e-07	0.685855	0.140187	0.685855	0.140187	0.0500726	0.0500731	0.000547958	0.00713492	0.0655614	0.000597168	0.00714031	0.0655619	0.74008	0.0133273	0.740176	0.0800087	6.26869	0.258484	0.26648	1.62407
50	600	-0.0427412	-64.9999	0	0.0405832	7.49738e-37	1.78587e-31	3.0427e-37	0.919296	0.0804247	0.000278869	110.447	0.0500044	0.0500075	88.7956	4.56598e-05	88.8002	4.97459e-05	0.100219	19.2263	1.7127e-08	2.42416	19.328	2.20231e-06	3.18634	2.88861	0.037024	0.236091	0.0130788	0.00293385	6.655e-07	0.685855	0.140187	0.685855	0.140187	0.051606	0.0516065	0.000559521	0.00737331	0.0698313	0.000609555	0.0073787	0.0698316	0.767257	0.0128611	0.767357	0.0772096	6.25855	0.262446	0.268009	1.64727
60	600	-0.0137321	-64.9999	0	0.0405832	7.43695e-37	1.77148e-31	3.01818e-37	0.919309	0.0804109	0.000280272	109.014	0.0500047	0.0500079	88.7512	4.72638e-05	88.7558	5.145e-05	0.100364	19.2071	2.24953e-08	2.50045	19.3087	2.89117e-06	3.281	2.88352	0.0369606	0.329954	0.0181638	0.00292885	9.01613e-07	0.685855	0.140187	0.685855	0.140187	0.054249	0.0542496	0.000579503	0.00787092	0.0782198	0.000630788	0.00787632	0.07822	0.818018	0.0120723	0.818123	0.072474	6.23842	0.269393	0.270816	1.69719
70	600	0.00693914	-64.9999	0	0.0405832	7.39225e-37	1.76083e-31	3.00004e-37	0.919322	0.0803971	0.000280946	107.748	0.0500049	0.0500081	88.7207	4.80726e-05	88.7253	5.22925e-05	0.100492	19.1899	2.72585e-08	2.56929	19.2913	3.50211e-06	3.3664	2.8789	0.0369023	0.414767	0.0227507	0.00292422	1.11317e-06	0.685855	0.140187	0.685855	0.140187	0.0555792	0.0555798	0.00058958	0.00820626	0.0836157	0.00064129	0.00821166	0.0836158	0.84982	0.0116255	0.849929	0.0697921	6.22561	0.273	0.272051	1.73276
80	600	0.0274172	-64.9999	0	0.0405832	7.34304e-37	1.74911e-31	2.98007e-37	0.91934	0.080379	0.000281383	106.199	0.050005	0.0500083	88.6894	4.86452e-05	88.6939	5.28692e-05	0.100651	19.1685	3.31025e-08	2.6543	19.2697	4.25137e-06	3.47186	2.87313	0.036829	0.519612	0.0284165	0.00291839	1.37373e-06	0.685855	0.140187	0.685855	0.140187	0.0565205	0.0565211	0.000596716	0.00851684	0.0884648	0.000648483	0.00852224	0.0884649	0.878024	0.0112561	0.878137	0.0675742	6.2143	0.275408	0.27241	1.768
90	600	0.0410401	-64.9999	0	0.0405832	7.30986e-37	1.74121e-31	2.9666e-37	0.919354	0.0803641	0.000281569	104.952	0.050005	0.0500084	88.6667	4.89292e-05	88.6712	5.31406e-05	0.100783	19.1513	3.78181e-08	2.72297	19.2524	4.85568e-06	3.55704	2.86843	0.0367691	0.604363	0.0329948	0.00291362	1.5841e-06	0.685855	0.140187	0.685855	0.140187	0.0569876	0.0569882	0.000600256	0.00870939	0.0914045	0.000651871	0.00871479	0.0914045	0.894902	0.011046	0.895017	0.066313	6.20761	0.276325	0.272064	1.79144
100	600	0.065954	-64.9999	0	0.0405832	7.25004e-37	1.72696e-31	2.94232e-37	0.919388	0.08033	0.000281706	102.181	0.0500051	0.0500086	88.6205	4.92605e-05	88.625	5.34173e-05	0.101093	19.1129	4.83045e-08	2.87605	19.2136	6.19861e-06	3.74688	2.85781	0.0366333	0.793444	0.0432035	0.00290278	2.05248e-06	0.685855	0.140187	0.685855	0.140187	0.0575338	0.0575344	0.000604387	0.00902126	0.0961151	0.000655333	0.00902666	0.0961151	0.921987	0.0107248	0.922104	0.0643847	6.19691	0.276759	0.27027	1.83431
10	700	-0.0985727	-64.9999	0	0.0405832	8.13679e-37	1.93818e-31	3.3022e-37	0.919287	0.0804409	0.000272258	113.27	0.050003	0.0500057	88.9422	3.83723e-05	88.9468	4.18836e-05	0.0999035	19.2601	6.21102e-09	2.28933	19.3622	7.99949e-07	3.0191	2.89767	0.0371317	0.0710003	0.0040152	0.00294215	2.2107e-07	0.685855	0.140187	0.685855	0.140187	0.0394989	0.0394994	0.0004688	0.00610157	0.047457	0.000511663	0.00610694	0.0474577	0.632781	0.0155532	0.632863	0.0933722	6.30183	0.244307	0.263504	1.55119
20	700	-0.0876029	-64.9999	0	0.0405832	8.0179e-37	1.90986e-31	3.25395e-37	0.919287	0.0804383	0.000275024	112.431	0.0500036	0.0500064	88.8862	4.13968e-05	88.8909	4.5158e-05	0.100004	19.2509	9.59357e-09	2.32619	19.3528	1.23485e-06	3.0648	2.89517	0.0371031	0.115942	0.00651549	0.00294	3.50161e-07	0.685855	0.140187	0.685855	0.140187	0.0445437	0.0445443	0.00050644	0.00651173	0.0543314	0.000552418	0.0065171	0.0543321	0.670238	0.0146964	0.670325	0.088228	6.29355	0.247997	0.26298	1.57007
30	700	-0.0676771	-64.9999	0	0.0405832	7.88825e-37	1.87898e-31	3.20133e-37	0.91929	0.0804329	0.000277228	111.482	0.050004	0.050007	88.8373	4.38271e-05	88.842	4.77796e-05	0.10011	19.2395	1.32202e-08	2.37121	19.3414	1.70074e-06	3.12065	2.89214	0.0370671	0.171078	0.00954115	0.00293722	4.98217e-07	0.685855	0.140187	0.685855	0.140187	0.0485768	0.0485773	0.000536697	0.00694276	0.0621545	0.000585062	0.00694814	0.062155	0.71902	0.0137125	0.719113	0.0823213	6.27774	0.254791	0.26479	1.60436
40	700	-0.0473097	-64.9999	0	0.0405832	7.82247e-37	1.86331e-31	3.17464e-37	0.919295	0.080426	0.000278684	110.592	0.0500044	0.0500074	88.8008	4.54512e-05	88.8054	4.95229e-05	0.100204	19.2283	1.65406e-08	2.41619	19.33	2.12704e-06	3.17646	2.88913	0.0370304	0.226309	0.0125467	0.00293436	6.4036e-07	0.685855	0.140187	0.685855	0.140187	0.0512619	0.0512624	0.000556924	0.00731775	0.0688782	0.000606776	0.00732314	0.0688785	0.761374	0.0129592	0.761473	0.0777988	6.26219	0.261001	0.267075	1.63941
50	700	-0.0337199	-64.9999	0	0.0405832	7.7304e-37	1.84138e-31	3.13727e-37	0.9193	0.0804206	0.000279406	109.988	0.0500045	0.0500076	88.7801	4.62672e-05	88.7847	5.03937e-05	0.100266	19.2203	1.87746e-08	2.44796	19.322	2.41376e-06	3.21587	2.88702	0.0370043	0.265368	0.0146629	0.0029323	7.38627e-07	0.685855	0.140187	0.685855	0.140187	0.0526078	0.0526084	0.000567087	0.00755352	0.0730044	0.000617625	0.00755891	0.0730047	0.787275	0.012538	0.787376	0.0752702	6.25229	0.264683	0.268552	1.66279
60	700	-0.00402978	-64.9999	0	0.0405832	7.66282e-37	1.82528e-31	3.10984e-37	0.919315	0.0804044	0.000280643	108.406	0.0500048	0.050008	88.7359	4.77031e-05	88.7405	5.19097e-05	0.100425	19.1989	2.47013e-08	2.53312	19.3004	3.17412e-06	3.32153	2.88132	0.0369329	0.370207	0.0203366	0.00292666	1.00095e-06	0.685855	0.140187	0.685855	0.140187	0.0549717	0.0549723	0.000584976	0.0080547	0.0812581	0.000636518	0.0080601	0.0812583	0.836465	0.0118091	0.836572	0.0708938	6.23256	0.271016	0.271061	1.71389
70	700	0.0157646	-64.9999	0	0.0405832	7.6303e-37	1.81754e-31	3.09665e-37	0.91933	0.0803893	0.000281167	107.073	0.0500049	0.0500082	88.7066	4.83555e-05	88.7112	5.25799e-05	0.100561	19.1807	2.97195e-08	2.606	19.282	3.81767e-06	3.41195	2.87641	0.0368706	0.460055	0.0251932	0.00292171	1.22449e-06	0.685855	0.140187	0.685855	0.140187	0.0560444	0.056045	0.000593106	0.00836524	0.0861692	0.000644875	0.00837064	0.0861693	0.865169	0.0114215	0.86528	0.0685674	6.22092	0.273935	0.271897	1.74795
80	700	0.0363468	-64.9999	0	0.0405832	7.58063e-37	1.8057e-31	3.07649e-37	0.91935	0.0803689	0.000281506	105.356	0.050005	0.0500084	88.6741	4.88345e-05	88.6787	5.30496e-05	0.10074	19.157	3.61861e-08	2.70047	19.2581	4.64655e-06	3.52913	2.86997	0.0367887	0.576616	0.0314891	0.00291518	1.5135e-06	0.685855	0.140187	0.685855	0.140187	0.0568321	0.0568327	0.000599076	0.00866654	0.0908118	0.000650735	0.00867194	0.0908119	0.892026	0.0110813	0.89214	0.0665247	6.21022	0.275799	0.271815	1.78337
90	700	0.0507405	-64.9999	0	0.0405832	7.54494e-37	1.7972e-31	3.062e-37	0.919367	0.0803512	0.000281643	103.899	0.0500051	0.0500085	88.6488	4.90792e-05	88.6534	5.32717e-05	0.100898	19.1368	4.1682e-08	2.78085	19.2377	5.35064e-06	3.62883	2.86443	0.0367179	0.675863	0.0368478	0.00290954	1.75928e-06	0.685855	0.140187	0.685855	0.140187	0.0572348	0.0572354	0.000602126	0.00886161	0.0937578	0.00065351	0.00886701	0.0937578	0.908854	0.0108782	0.90897	0.0653056	6.20364	0.276363	0.271088	1.80814
100	700	0.0769965	-64.9999	0	0.0405832	7.47366e-37	1.78022e-31	3.03308e-37	0.919407	0.080311	0.000281687	100.662	0.0500051	0.0500087	88.5966	4.93424e-05	88.6011	5.346e-05	0.101273	19.0918	5.39242e-08	2.96009	19.1923	6.91773e-06	3.85108	2.85189	0.0365575	0.897352	0.0488007	0.00289673	2.30689e-06	0.685855	0.140187	0.685855	0.140187	0.0576703	0.0576708	0.00060541	0.00916842	0.0983633	0.000655873	0.00917381	0.0983632	0.935246	0.0105743	0.935365	0.0634809	6.19327	0.276089	0.268495	1.85332
10	800	-0.0985211	-64.9999	0	0.0405832	8.30772e-37	1.9789e-31	3.37157e-37	0.919286	0.0804407	0.000272949	113.105	0.0500032	0.0500059	88.9289	3.91254e-05	88.9335	4.27e-05	0.0999245	19.2584	6.86092e-09	2.29621	19.3604	8.83524e-07	3.02763	2.8972	0.0371266	0.0793616	0.00448204	0.00294177	2.45493e-07	0.685855	0.140187	0.685855	0.140187	0.0407577	0.0407582	0.000478171	0.00619583	0.0489926	0.000521823	0.00620119	0.0489933	0.640573	0.0153669	0.640656	0.0922533	6.30221	0.24417	0.262456	1.55128
20	800	-0.0833569	-64.9999	0	0.0405832	8.18332e-37	1.94926e-31	3.32108e-37	0.919287	0.0804371	0.000275738	112.166	0.0500037	0.0500066	88.8711	4.21818e-05	88.8757	4.6006e-05	0.100035	19.2478	1.05758e-08	2.33825	19.3498	1.36105e-06	3.07976	2.89435	0.0370935	0.130701	0.00732644	0.00293926	3.90021e-07	0.685855	0.140187	0.685855	0.140187	0.0458485	0.045849	0.000516212	0.00664212	0.0567662	0.000562976	0.0066475	0.0567668	0.685783	0.0143679	0.685872	0.0862558	6.29031	0.249456	0.262805	1.57738
30	800	-0.0604533	-64.9999	0	0.0405832	8.04641e-37	1.91665e-31	3.26552e-37	0.919292	0.0804304	0.000277862	111.13	0.0500042	0.0500072	88.8221	4.45314e-05	88.8267	4.85366e-05	0.100148	19.2352	1.44803e-08	2.38843	19.337	1.86253e-06	3.14201	2.89098	0.037053	0.192221	0.0106909	0.00293613	5.52415e-07	0.685855	0.140187	0.685855	0.140187	0.0497423	0.0497428	0.000545468	0.00710034	0.0650798	0.00059449	0.00710573	0.0650802	0.738054	0.0133634	0.73815	0.0802255	6.2723	0.257012	0.265207	1.61679
40	800	-0.0389257	-64.9999	0	0.0405832	7.98117e-37	1.90111e-31	3.23904e-37	0.919298	0.0804224	0.000279202	110.174	0.0500045	0.0500076	88.7863	4.60354e-05	88.7909	5.01466e-05	0.100247	19.2229	1.80362e-08	2.4377	19.3246	2.31899e-06	3.20313	2.88769	0.0370126	0.252754	0.0139782	0.00293296	7.0656e-07	0.685855	0.140187	0.685855	0.140187	0.0522257	0.0522263	0.0005642	0.00748548	0.0718606	0.000614547	0.00749087	0.0718609	0.780341	0.0126481	0.780442	0.0759308	6.25629	0.263162	0.267609	1.65384
50	800	-0.0254154	-64.9999	0	0.0405832	7.88765e-37	1.87884e-31	3.20109e-37	0.919304	0.0804163	0.000279832	109.542	0.0500046	0.0500077	88.7665	4.67546e-05	88.7711	5.09109e-05	0.100311	19.2144	2.0375e-08	2.47142	19.316	2.61911e-06	3.24498	2.88544	0.0369846	0.294251	0.0162236	0.00293075	8.10269e-07	0.685855	0.140187	0.685855	0.140187	0.053411	0.0534115	0.000573159	0.00771728	0.0758286	0.00062407	0.00772268	0.0758288	0.804903	0.0122667	0.805007	0.0736411	6.24678	0.26652	0.268971	1.67708
60	800	0.00470825	-64.9999	0	0.0405832	7.81545e-37	1.86164e-31	3.17179e-37	0.919321	0.0803978	0.000280919	107.806	0.0500048	0.0500081	88.7221	4.80396e-05	88.7267	5.22578e-05	0.100486	19.1908	2.68738e-08	2.56556	19.2922	3.45274e-06	3.36178	2.87913	0.0369052	0.410213	0.0224943	0.00292446	1.09928e-06	0.685855	0.140187	0.685855	0.140187	0.0555253	0.0555259	0.00058917	0.00821862	0.0839196	0.000640858	0.00822402	0.0839197	0.852508	0.0115893	0.852618	0.0695745	6.2276	0.272204	0.271101	1.72892
70	800	0.0248962	-64.9999	0	0.0405832	7.78177e-37	1.85362e-31	3.15812e-37	0.919338	0.0803804	0.000281354	106.309	0.050005	0.0500083	88.6916	4.8607e-05	88.6962	5.28303e-05	0.10064	19.1702	3.24999e-08	2.64774	19.2714	4.1741e-06	3.46372	2.87356	0.0368345	0.511563	0.0279695	0.00291883	1.35071e-06	0.685855	0.140187	0.685855	0.140187	0.056458	0.0564586	0.00059624	0.00852807	0.0887339	0.000647998	0.00853347	0.0887339	0.880403	0.011226	0.880516	0.0673936	6.21638	0.274629	0.271541	1.76366
80	800	0.045416	-64.9999	0	0.0405832	7.727e-37	1.84057e-31	3.13589e-37	0.919361	0.0803575	0.000281596	104.419	0.050005	0.0500085	88.6578	4.89938e-05	88.6624	5.31942e-05	0.100841	19.144	3.96114e-08	2.75203	19.245	5.08539e-06	3.59307	2.86642	0.0367433	0.640288	0.0349193	0.00291156	1.66922e-06	0.685855	0.140187	0.685855	0.140187	0.0570944	0.057095	0.000601062	0.0088156	0.0931151	0.000652542	0.008821	0.0931151	0.905644	0.0109164	0.905759	0.0655348	6.2064	0.275927	0.270986	1.79897
90	800	0.0593127	-64.9999	0	0.0405832	7.69746e-37	1.83353e-31	3.1239e-37	0.91938	0.0803385	0.000281669	102.876	0.0500051	0.0500086	88.6321	4.91749e-05	88.6367	5.33446e-05	0.101013	19.1226	4.5431e-08	2.83729	19.2234	5.83071e-06	3.69881	2.8605	0.0366677	0.745598	0.0406037	0.00290552	1.92969e-06	0.685855	0.140187	0.685855	0.140187	0.0573931	0.0573937	0.00060332	0.00899098	0.0957505	0.000654424	0.00899638	0.0957505	0.920706	0.0107396	0.920823	0.0644735	6.20046	0.276134	0.269981	1.82289
100	800	0.0869372	-64.9999	0	0.0405832	7.62398e-37	1.81603e-31	3.09408e-37	0.919426	0.080292	0.000281637	99.1531	0.0500052	0.0500088	88.5733	4.93896e-05	88.5778	5.34651e-05	0.10146	19.0708	5.95003e-08	3.04372	19.1711	7.63087e-06	3.95475	2.84594	0.0364812	1.0008	0.0543703	0.00289064	2.55968e-06	0.685855	0.140187	0.685855	0.140187	0.0577498	0.0577504	0.000606	0.00929346	0.100273	0.000655943	0.00929885	0.100273	0.946496	0.0104498	0.946616	0.0627337	6.19036	0.275193	0.266607	1.87042
10	900	-0.0977237	-64.9999	0	0.0405832	8.42402e-37	2.0066e-31	3.41877e-37	0.919286	0.0804405	0.000273574	112.943	0.0500033	0.050006	88.9166	3.98073e-05	88.9213	4.34388e-05	0.0999448	19.2567	7.48622e-09	2.3031	19.3587	9.63918e-07	3.03617	2.89673	0.0371213	0.0877472	0.00494815	0.00294138	2.69466e-07	0.685855	0.140187	0.685855	0.140187	0.0418961	0.0418966	0.000486657	0.00628674	0.0505584	0.000531018	0.00629211	0.0505591	0.649368	0.0151618	0.649452	0.0910222	6.30187	0.244365	0.261658	1.55266
20	900	-0.0786517	-64.9999	0	0.0405832	8.29535e-37	1.97595e-31	3.36655e-37	0.919288	0.0804357	0.000276362	111.905	0.0500039	0.0500068	88.8574	4.28694e-05	88.862	4.67478e-05	0.100064	19.2448	1.152e-08	2.35032	19.3467	1.48234e-06	3.09474	2.89353	0.0370838	0.14549	0.00813575	0.00293852	4.2917e-07	0.685855	0.140187	0.685855	0.140187	0.0469898	0.0469904	0.000524773	0.00676753	0.0591331	0.000572213	0.00677291	0.0591337	0.701194	0.0140564	0.701285	0.0843857	6.28669	0.251044	0.262826	1.58547
30	900	-0.0532045	-64.9999	0	0.0405832	8.15739e-37	1.94309e-31	3.31056e-37	0.919294	0.0804276	0.000278407	110.78	0.0500043	0.0500073	88.8082	4.51411e-05	88.8128	4.91904e-05	0.100185	19.2308	1.57297e-08	2.40595	19.3326	2.02292e-06	3.16374	2.8898	0.0370386	0.213745	0.0118587	0.002935	6.06932e-07	0.685855	0.140187	0.685855	0.140187	0.0507501	0.0507506	0.000553062	0.00725202	0.0678515	0.000602634	0.00725741	0.0678519	0.755971	0.0130507	0.756069	0.0783479	6.26698	0.259099	0.265669	1.62926
40	900	-0.0310904	-64.9999	0	0.0405832	8.08823e-37	1.92661e-31	3.28249e-37	0.919302	0.0804185	0.000279623	109.765	0.0500046	0.0500077	88.7733	4.65159e-05	88.7779	5.06576e-05	0.100289	19.2175	1.94991e-08	2.45904	19.3192	2.50671e-06	3.22962	2.88626	0.0369948	0.279029	0.0153985	0.00293155	7.71874e-07	0.685855	0.140187	0.685855	0.140187	0.053018	0.0530186	0.000570186	0.00764023	0.0745574	0.000620914	0.00764562	0.0745577	0.79731	0.0123821	0.797413	0.0743341	6.25098	0.264988	0.268047	1.66732
50	900	-0.0177661	-64.9999	0	0.0405832	7.99374e-37	1.90411e-31	3.24415e-37	0.919308	0.0804118	0.000280173	109.103	0.0500047	0.0500079	88.7543	4.71509e-05	88.7589	5.13292e-05	0.100356	19.2086	2.19456e-08	2.49469	19.3101	2.82062e-06	3.27385	2.88388	0.036965	0.322916	0.017771	0.0029292	8.81017e-07	0.685855	0.140187	0.685855	0.140187	0.0540637	0.0540643	0.000578097	0.00786716	0.078364	0.000629283	0.00787256	0.0783642	0.820573	0.0120351	0.820679	0.072251	6.24192	0.268012	0.26926	1.69025
