#X	#Y	#DWt	#VmS	#PreSpike	#NMDA_Mg	#NMDA_Nopen	#NMDA_Jca	#NMDA_G	#NMDA_Nt0	#NMDA_Nt1	#NMDA_Nt2	#Cyt_Ca	#PSD_Ca	#Cyt_CaM	#Cyt_Ca3CaM	#PSD_CaM	#PSD_Ca3CaM	#Cyt_CaMKIIact	#PSD_CaMKIIact	#Cyt_DAPK1act	#Cyt_DAPK1_AutoK	#PSD_DAPK1act	#PSD_DAPK1_AutoK	#Cyt_CaNact	#PSD_CaNact	#Cyt_AC1act	#Cyt_cAMP	#Cyt_PKAact	#PSD_AC1act	#PSD_cAMP	#PSD_PKAact	#Cyt_I1P	#Cyt_PP1act	#PSD_I1P	#PSD_PP1act	#Int_AMPAR	#Mbr_AMPAR	#PSD_AMPAR	#Trp_AMPAR
10	10	0.0470942	-64.9999	0	0.0405832	1.42134e-37	3.38562e-32	5.76829e-38	0.919369	0.0803517	0.000279812	0.0500047	0.050008	88.6843	4.70774e-05	88.6889	5.1108e-05	0.100865	2.75308	0.685855	0.140187	0.685855	0.140187	0.0539527	0.0539532	0.000577186	0.0088518	0.0962793	0.00062655	0.00885719	0.0962793	0.950987	0.0104012	0.951107	0.062442	6.21193	0.270928	0.265951	1.80186
20	10	-0.0263257	-64.9999	0	0.0405832	1.22425e-37	2.91615e-32	4.96843e-38	0.919298	0.0804218	0.00027991	0.0500046	0.0500077	88.7721	4.68172e-05	88.7767	5.09854e-05	0.100263	2.44839	0.685855	0.140187	0.685855	0.140187	0.0535151	0.0535156	0.000573938	0.00818839	0.0852801	0.000624995	0.00819379	0.0852802	0.878148	0.0112548	0.87826	0.0675661	6.2515	0.26373	0.262797	1.67552
30	10	-0.0361662	-64.9999	0	0.0405832	1.96305e-37	4.67599e-32	7.96676e-38	0.919292	0.0804282	0.00027996	0.0500046	0.0500077	88.7793	4.68382e-05	88.7839	5.10224e-05	0.100211	2.42221	0.685855	0.140187	0.685855	0.140187	0.0535487	0.0535492	0.0005742	0.00814683	0.08448	0.000625454	0.00815223	0.0844801	0.871925	0.0113342	0.872037	0.0680431	6.25823	0.261666	0.261079	1.65858
40	10	-0.0621924	-64.9999	0	0.0405832	1.81166e-37	4.31536e-32	7.35235e-38	0.919281	0.0804407	0.000278445	0.0500043	0.0500073	88.8242	4.51206e-05	88.8288	4.91908e-05	0.10007	2.35191	0.685855	0.140187	0.685855	0.140187	0.0507156	0.0507161	0.000552804	0.00762049	0.0769565	0.000602634	0.00762588	0.0769567	0.835255	0.0118262	0.835363	0.0709966	6.27492	0.256847	0.258392	1.6138
50	10	-0.0596463	-64.9999	0	0.0405832	9.73192e-38	2.31814e-32	3.94956e-38	0.919282	0.0804393	0.000278567	0.0500043	0.0500073	88.82	4.52608e-05	88.8246	4.93392e-05	0.100086	2.35909	0.685855	0.140187	0.685855	0.140187	0.0509475	0.0509481	0.000554551	0.00769932	0.0783847	0.000604483	0.00770471	0.0783849	0.845118	0.0116897	0.845226	0.0701774	6.27347	0.25726	0.258148	1.61818
60	10	-0.0563318	-64.9999	0	0.0405832	1.02382e-37	2.43874e-32	4.15504e-38	0.919283	0.080438	0.000279172	0.0500044	0.0500075	88.8068	4.59274e-05	88.8115	5.00585e-05	0.100109	2.37163	0.685855	0.140187	0.685855	0.140187	0.052047	0.0520476	0.000562854	0.00786216	0.0804942	0.000613443	0.00786756	0.0804943	0.853181	0.0115805	0.85329	0.0695215	6.27176	0.257592	0.257965	1.62388
70	10	-0.0413718	-64.9999	0	0.0405832	1.67935e-37	4.0002e-32	6.81538e-38	0.919291	0.0804291	0.000279712	0.0500046	0.0500076	88.7852	4.65635e-05	88.7898	5.07265e-05	0.100198	2.41484	0.685855	0.140187	0.685855	0.140187	0.0530967	0.0530972	0.000570778	0.00813385	0.0847067	0.000621767	0.00813925	0.0847068	0.877218	0.0112666	0.877331	0.0676371	6.2626	0.260043	0.259059	1.64963
80	10	0.411866	-64.9999	0	0.0405832	9.14015e-38	2.17718e-32	3.7094e-38	0.922806	0.0769244	0.000269192	0.050008	0.0500134	84.5461	4.95656e-05	84.5469	5.02661e-05	2.06198	10.5275	0.685855	0.140187	0.685855	0.140187	0.0567245	0.0567247	0.000608148	0.0160185	0.157672	0.000616342	0.0160237	0.157672	1.20639	0.00821171	1.20653	0.0492976	6.12552	0.221048	0.183436	2.42957
90	10	0.361816	-64.9999	0	0.0405832	7.29657e-38	1.73804e-32	2.96121e-38	0.921518	0.078209	0.000272978	0.0500071	0.0500128	86.0937	4.98151e-05	86.0939	5.03435e-05	0.888949	9.23861	0.685855	0.140187	0.685855	0.140187	0.0581579	0.0581581	0.000611376	0.0136634	0.14365	0.000617499	0.0136686	0.14365	1.14844	0.00862365	1.14858	0.0517705	6.14645	0.22092	0.18634	2.34344
100	10	0.409233	-64.9999	0	0.0405832	7.59316e-38	1.80869e-32	3.08158e-38	0.922851	0.0768787	0.000269953	0.0500082	0.0500136	84.474	5.06262e-05	84.4749	5.13168e-05	2.10565	10.5761	0.685855	0.140187	0.685855	0.140187	0.0583802	0.0583804	0.000621359	0.0164932	0.162021	0.000629424	0.0164984	0.162021	1.20883	0.0081952	1.20897	0.0491985	6.12831	0.219732	0.182068	2.42504
10	20	-0.0111618	-64.9999	0	0.0405832	2.72375e-37	6.48796e-32	1.10539e-37	0.919313	0.0804067	0.000280022	0.0500046	0.0500078	88.7506	4.7019e-05	88.7552	5.11684e-05	0.100394	2.51461	0.685855	0.140187	0.685855	0.140187	0.0538497	0.0538503	0.000576454	0.00846087	0.0898812	0.000627281	0.00846627	0.0898812	0.908704	0.0108803	0.90882	0.0653178	6.2445	0.264453	0.261815	1.70161
20	20	0.0331399	-64.9999	0	0.0405832	2.4697e-37	5.88281e-32	1.00229e-37	0.919368	0.0803518	0.000280626	0.0500049	0.0500082	88.669	4.79706e-05	88.6736	5.20679e-05	0.100896	2.75991	0.685855	0.140187	0.685855	0.140187	0.0554217	0.0554222	0.000588314	0.00905671	0.0983385	0.000638512	0.00906211	0.0983384	0.952422	0.0103857	0.952543	0.0623487	6.22535	0.265046	0.259829	1.77785
30	20	-0.0140648	-64.9999	0	0.0405832	2.34849e-37	5.59411e-32	9.53102e-38	0.919312	0.080408	0.000279818	0.0500046	0.0500078	88.7562	4.67901e-05	88.7608	5.09237e-05	0.100379	2.50601	0.685855	0.140187	0.685855	0.140187	0.0534732	0.0534738	0.000573603	0.00840581	0.0892747	0.000624233	0.0084112	0.0892747	0.907454	0.0108951	0.90757	0.0654069	6.24625	0.264063	0.261397	1.69662
40	20	-0.0175183	-64.9999	0	0.0405832	2.45941e-37	5.85831e-32	9.98116e-38	0.919312	0.0804079	0.000280517	0.0500047	0.0500079	88.7428	4.75545e-05	88.7474	5.17492e-05	0.100398	2.51465	0.685855	0.140187	0.685855	0.140187	0.0547301	0.0547307	0.000583125	0.0085658	0.0908892	0.000634517	0.0085712	0.0908892	0.908736	0.0108799	0.908851	0.0653155	6.25046	0.261887	0.259207	1.69067
50	20	-0.0134175	-64.9999	0	0.0405832	2.16148e-37	5.14863e-32	8.77204e-38	0.919315	0.0804049	0.00028025	0.0500047	0.0500079	88.744	4.72786e-05	88.7486	5.14437e-05	0.100419	2.52405	0.685855	0.140187	0.685855	0.140187	0.0542775	0.0542781	0.000579689	0.00854817	0.0910088	0.000630712	0.00855356	0.0910088	0.913152	0.0108278	0.913269	0.0650029	6.24763	0.26278	0.259869	1.69773
60	20	0.0210476	-64.9999	0	0.0405832	2.27783e-37	5.42577e-32	9.24422e-38	0.919357	0.0803622	0.000280801	0.0500049	0.0500082	88.6789	4.81082e-05	88.6835	5.22401e-05	0.100804	2.71698	0.685855	0.140187	0.685855	0.140187	0.0556462	0.0556468	0.000590028	0.00906615	0.0983149	0.000640652	0.00907154	0.0983149	0.950515	0.0104064	0.950636	0.0624727	6.23314	0.262943	0.257884	1.75704
70	20	0.0176553	-64.9999	0	0.0405832	2.59363e-37	6.17803e-32	1.05259e-37	0.919352	0.080367	0.000281119	0.0500049	0.0500083	88.6791	4.8432e-05	88.6836	5.25994e-05	0.100773	2.69846	0.685855	0.140187	0.685855	0.140187	0.0561772	0.0561778	0.000594061	0.00910705	0.0985472	0.000645128	0.00911245	0.0985472	0.947836	0.0104355	0.947956	0.0626476	6.23503	0.262529	0.257806	1.7512
80	20	0.0270504	-64.9999	0	0.0405832	1.99375e-37	4.7491e-32	8.09133e-38	0.91937	0.0803494	0.000280985	0.0500049	0.0500083	88.6591	4.83792e-05	88.6636	5.25008e-05	0.100929	2.7743	0.685855	0.140187	0.685855	0.140187	0.0560932	0.0560937	0.000593406	0.00923093	0.100552	0.000643906	0.00923632	0.100552	0.960925	0.0102947	0.961047	0.0618025	6.23268	0.261354	0.255742	1.76737
90	20	0.419495	-64.9999	0	0.0405832	2.08142e-37	4.95794e-32	8.44715e-38	0.923427	0.0763053	0.000267675	0.0500085	0.0500138	83.7959	4.97933e-05	83.797	5.05903e-05	2.61207	11.2246	0.685855	0.140187	0.685855	0.140187	0.0565848	0.056585	0.000610925	0.0172435	0.163878	0.000620279	0.0172487	0.163878	1.22621	0.00807947	1.22635	0.0485038	6.12559	0.218769	0.179119	2.4427
100	20	0.442124	-64.9999	0	0.0405832	1.99847e-37	4.76035e-32	8.11051e-38	0.924765	0.0749691	0.000265604	0.0500097	0.0500147	82.1578	5.17499e-05	82.1595	5.2702e-05	3.83165	12.6503	0.685855	0.140187	0.685855	0.140187	0.0585457	0.0585459	0.000635167	0.0211814	0.188832	0.000646374	0.0211866	0.188832	1.28171	0.0077313	1.28185	0.0464136	6.11936	0.216539	0.174014	2.48164
10	30	-0.019391	-64.9999	0	0.0405832	3.43378e-37	8.17927e-32	1.39355e-37	0.91931	0.0804099	0.000280074	0.0500047	0.0500078	88.7537	4.70599e-05	88.7583	5.12189e-05	0.100373	2.50031	0.685855	0.140187	0.685855	0.140187	0.053917	0.0539176	0.000576963	0.00843567	0.0893978	0.000627909	0.00844107	0.0893979	0.904781	0.0109269	0.904897	0.065598	6.25072	0.262281	0.259793	1.68745
20	30	0.0587003	-64.9999	0	0.0405832	3.73626e-37	8.89975e-32	1.51631e-37	0.919409	0.0803101	0.000280491	0.0500049	0.0500084	88.6183	4.80468e-05	88.6228	5.20504e-05	0.101303	2.93968	0.685855	0.140187	0.685855	0.140187	0.0555534	0.0555539	0.000589268	0.00927889	0.101798	0.000638311	0.00928428	0.101798	0.972802	0.0101702	0.972924	0.0610548	6.2162	0.263846	0.257243	1.82183
30	30	0.0431764	-64.9999	0	0.0405832	3.62562e-37	8.63621e-32	1.4714e-37	0.919388	0.0803309	0.000280667	0.0500049	0.0500083	88.6415	4.8129e-05	88.646	5.21883e-05	0.101099	2.8513	0.685855	0.140187	0.685855	0.140187	0.0556851	0.0556856	0.00059029	0.0092142	0.100638	0.00064002	0.00921959	0.100638	0.964667	0.0102551	0.964789	0.0615648	6.22342	0.263312	0.257191	1.79512
40	30	0.049383	-64.9999	0	0.0405832	3.15234e-37	7.50887e-32	1.27933e-37	0.919402	0.0803176	0.000280447	0.0500049	0.0500083	88.6287	4.79598e-05	88.6332	5.19729e-05	0.101237	2.90441	0.685855	0.140187	0.685855	0.140187	0.0554104	0.0554109	0.000588183	0.0092257	0.101082	0.000637342	0.00923109	0.101082	0.969581	0.0102036	0.969704	0.0612557	6.22189	0.26247	0.256015	1.8058
50	30	0.0713664	-64.9999	0	0.0405832	3.08059e-37	7.33797e-32	1.25021e-37	0.91944	0.0802791	0.000280412	0.0500049	0.0500085	88.5802	4.81282e-05	88.5848	5.20629e-05	0.101631	3.07336	0.685855	0.140187	0.685855	0.140187	0.0556921	0.0556926	0.000590285	0.00942264	0.103979	0.00063848	0.00942803	0.103979	0.984782	0.0100476	0.984906	0.0603188	6.2141	0.261398	0.253641	1.84363
60	30	0.0527505	-64.9999	0	0.0405832	3.09376e-37	7.36933e-32	1.25556e-37	0.919412	0.0803075	0.000280834	0.050005	0.0500085	88.6085	4.84389e-05	88.613	5.24645e-05	0.101339	2.95478	0.685855	0.140187	0.685855	0.140187	0.0561974	0.056198	0.000594153	0.00941221	0.103339	0.000643472	0.0094176	0.103339	0.976967	0.0101272	0.97709	0.060797	6.22278	0.260698	0.25375	1.81159
70	30	0.063021	-64.9999	0	0.0405832	2.90433e-37	6.9181e-32	1.17868e-37	0.919432	0.0802877	0.000280679	0.050005	0.0500085	88.5861	4.83758e-05	88.5906	5.23491e-05	0.101542	3.03974	0.685855	0.140187	0.685855	0.140187	0.056097	0.0560975	0.000593369	0.00948444	0.104576	0.000642042	0.00948983	0.104576	0.985075	0.0100446	0.985199	0.0603011	6.21947	0.259956	0.252278	1.82927
80	30	0.258516	-64.9999	0	0.0405832	3.28851e-37	7.83323e-32	1.3346e-37	0.920313	0.0794101	0.000276501	0.0500055	0.0500114	87.5457	4.86601e-05	87.5495	5.04005e-05	0.133259	6.80968	0.685855	0.140187	0.685855	0.140187	0.0567202	0.0567205	0.00059701	0.011743	0.127144	0.00061824	0.0117483	0.127144	1.09222	0.00906587	1.09235	0.0544252	6.1834	0.225907	0.196329	2.16568
90	30	0.397557	-64.9999	0	0.0405832	3.26438e-37	7.77575e-32	1.3248e-37	0.922873	0.076858	0.000269379	0.0500081	0.0500135	84.459	5.00095e-05	84.4599	5.07114e-05	2.11415	10.6658	0.685855	0.140187	0.685855	0.140187	0.0573743	0.0573745	0.000613671	0.016943	0.163345	0.000621878	0.0169482	0.163345	1.21889	0.00812815	1.21903	0.048796	6.13703	0.217059	0.177948	2.40494
100	30	0.432494	-64.9999	0	0.0405832	3.01826e-37	7.1895e-32	1.22492e-37	0.924813	0.0749219	0.000265212	0.0500097	0.0500148	82.106	5.14193e-05	82.1078	5.24025e-05	3.87426	12.7022	0.685855	0.140187	0.685855	0.140187	0.0579839	0.0579842	0.000631042	0.0201907	0.182022	0.000642625	0.0201959	0.182022	1.26835	0.00781198	1.26849	0.046898	6.12665	0.214037	0.17146	2.46507
10	40	-0.0171329	-64.9999	0	0.0405832	3.93976e-37	9.3845e-32	1.59889e-37	0.919314	0.0804059	0.000280195	0.0500047	0.0500079	88.7464	4.72129e-05	88.751	5.13751e-05	0.10041	2.51873	0.685855	0.140187	0.685855	0.140187	0.0541693	0.0541699	0.00057887	0.00850516	0.0903652	0.000629858	0.00851056	0.0903653	0.909546	0.0108703	0.909662	0.0652579	6.25034	0.26187	0.259076	1.69134
20	40	0.0424484	-64.9999	0	0.0405832	4.05778e-37	9.66562e-32	1.64679e-37	0.919391	0.0803288	0.000280623	0.0500049	0.0500083	88.6396	4.80924e-05	88.6442	5.21429e-05	0.101125	2.85884	0.685855	0.140187	0.685855	0.140187	0.0556258	0.0556264	0.000589834	0.00920936	0.100624	0.000639455	0.00921475	0.100624	0.965054	0.0102511	0.965176	0.0615404	6.22475	0.262502	0.256389	1.79387
30	40	0.105184	-64.9999	0	0.0405832	3.83345e-37	9.13127e-32	1.55575e-37	0.919506	0.0802133	0.000280533	0.0500051	0.0500089	88.4938	4.86189e-05	88.4983	5.24295e-05	0.102394	3.36562	0.685855	0.140187	0.685855	0.140187	0.0565064	0.056507	0.000596405	0.00972662	0.10815	0.000643077	0.009732	0.10815	1.0025	0.00987151	1.00262	0.0592618	6.20274	0.259214	0.249633	1.90182
40	40	0.0992657	-64.9999	0	0.0405832	3.68514e-37	8.77799e-32	1.49556e-37	0.919498	0.0802211	0.000280773	0.0500051	0.0500089	88.4991	4.88405e-05	88.5036	5.26865e-05	0.102291	3.33642	0.685855	0.140187	0.685855	0.140187	0.0568677	0.0568683	0.000599165	0.00979148	0.108819	0.000646276	0.00979686	0.108818	1.0034	0.00986272	1.00353	0.059209	6.20625	0.25844	0.248838	1.89164
50	40	0.0903914	-64.9999	0	0.0405832	3.62033e-37	8.62361e-32	1.46926e-37	0.919478	0.0802416	0.000280533	0.050005	0.0500087	88.53	4.8464e-05	88.5345	5.23334e-05	0.102048	3.24124	0.685855	0.140187	0.685855	0.140187	0.0562481	0.0562486	0.000594473	0.00962863	0.106774	0.000641867	0.00963401	0.106774	0.99667	0.00992877	0.996795	0.0596056	6.20807	0.259918	0.250942	1.87637
