#X	#Y	#DWt	#VmS	#PreSpike	#NMDA_Mg	#NMDA_Nopen	#NMDA_Jca	#NMDA_G	#NMDA_Nt0	#NMDA_Nt1	#NMDA_Nt2	#Cyt_Ca	#PSD_Ca	#Cyt_CaM	#Cyt_Ca3CaM	#PSD_CaM	#PSD_Ca3CaM	#Cyt_CaMKIIact	#PSD_CaMKIIact	#Cyt_DAPK1act	#Cyt_DAPK1_AutoK	#PSD_DAPK1act	#PSD_DAPK1_AutoK	#Cyt_CaNact	#PSD_CaNact	#Cyt_AC1act	#Cyt_cAMP	#Cyt_PKAact	#PSD_AC1act	#PSD_cAMP	#PSD_PKAact	#Cyt_I1P	#Cyt_PP1act	#PSD_I1P	#PSD_PP1act	#Int_AMPAR	#Mbr_AMPAR	#PSD_AMPAR	#Trp_AMPAR
10	10	-0.0508666	-64.9999	0	0.0405832	1.2897e-37	3.07207e-32	5.23408e-38	0.918973	0.0807234	0.000303441	0.0500057	0.0500051	88.7512	5.61442e-05	88.7545	7.77992e-05	0.240774	1.86984	0.685855	0.140187	0.685855	0.140187	0.0566427	0.0566453	0.000687774	0.00931578	0.0930021	0.000953106	0.00932209	0.0930021	0.91113	0.0108515	0.911246	0.0651453	6.23432	0.285114	0.288225	1.63329
20	10	-0.0387942	-64.9999	0	0.0405832	1.19728e-37	2.85191e-32	4.85897e-38	0.918969	0.0807259	0.00030519	0.050006	0.0500054	88.7222	5.76183e-05	88.7255	7.98584e-05	0.243568	1.89807	0.685855	0.140187	0.685855	0.140187	0.0587078	0.0587104	0.000706122	0.00976299	0.0984397	0.000978736	0.00976934	0.0984398	0.930566	0.0106272	0.930684	0.0637984	6.22855	0.285581	0.288667	1.65406
30	10	-0.071581	-64.9999	0	0.0405832	1.88853e-37	4.49848e-32	7.66434e-38	0.918948	0.0807467	0.00030511	0.0500059	0.0500053	88.7502	5.74977e-05	88.7534	7.96939e-05	0.236722	1.82879	0.685855	0.140187	0.685855	0.140187	0.0585525	0.0585551	0.000704626	0.00948355	0.0938773	0.000976699	0.0094899	0.0938774	0.902373	0.0109558	0.902488	0.0657711	6.25027	0.279369	0.283075	1.59764
40	10	-0.0955578	-64.9999	0	0.0405832	1.12788e-37	2.6866e-32	4.57733e-38	0.918945	0.0807513	0.000303634	0.0500057	0.0500051	88.7832	5.62375e-05	88.7864	7.79331e-05	0.23222	1.78327	0.685855	0.140187	0.685855	0.140187	0.0567915	0.0567941	0.00068894	0.00895172	0.0862011	0.000954786	0.00895804	0.0862013	0.862574	0.0114557	0.862685	0.0687725	6.26605	0.27467	0.27998	1.55638
50	10	-0.0955955	-64.9999	0	0.0405832	1.83968e-37	4.38211e-32	7.46607e-38	0.918941	0.0807547	0.000304564	0.0500058	0.0500052	88.7704	5.7015e-05	88.7736	7.90205e-05	0.232999	1.79112	0.685855	0.140187	0.685855	0.140187	0.0578828	0.0578854	0.000698619	0.00917718	0.0892012	0.000968321	0.00918352	0.0892013	0.875695	0.0112859	0.875808	0.0677532	6.26784	0.273385	0.278048	1.55632
60	10	-0.0910967	-64.9999	0	0.0405832	8.59288e-38	2.04682e-32	3.4873e-38	0.918945	0.0807507	0.000304026	0.0500058	0.0500051	88.7752	5.65703e-05	88.7784	7.83981e-05	0.233202	1.79319	0.685855	0.140187	0.685855	0.140187	0.0572575	0.0572601	0.000693082	0.0091363	0.0891438	0.000960573	0.00914263	0.0891439	0.879992	0.0112314	0.880105	0.067426	6.2636	0.275282	0.279657	1.56406
70	10	0.348283	-64.9999	0	0.0405832	7.81658e-38	1.86191e-32	3.17225e-38	0.921165	0.0785333	0.000302063	0.0500082	0.0500105	86.0009	6.10362e-05	86.0036	8.35671e-05	0.962169	9.16887	0.685855	0.140187	0.685855	0.140187	0.0622619	0.0622646	0.000748309	0.0132604	0.135539	0.00102398	0.0132668	0.135539	1.09274	0.009055	1.09288	0.0543599	6.15204	0.221091	0.186589	2.32015
80	10	0.419359	-64.9999	0	0.0405832	1.63933e-37	3.90488e-32	6.65299e-38	0.92234	0.0773611	0.000298673	0.0500091	0.0500129	84.5831	6.15659e-05	84.5854	8.35213e-05	1.3397	12.9872	0.685855	0.140187	0.685855	0.140187	0.0624594	0.062462	0.000754738	0.0144213	0.143857	0.00102304	0.0144277	0.143857	1.12364	0.00880395	1.12378	0.0528527	6.13104	0.214154	0.17602	2.44246
90	10	0.395739	-64.9999	0	0.0405832	8.06159e-38	1.92027e-32	3.27168e-38	0.922307	0.0773933	0.000300027	0.0500092	0.0500128	84.599	6.27611e-05	84.6014	8.50075e-05	1.33922	12.9821	0.685855	0.140187	0.685855	0.140187	0.0641548	0.0641575	0.00076964	0.0163146	0.157613	0.0010416	0.0163209	0.157613	1.15905	0.00853767	1.15919	0.0512541	6.14726	0.209924	0.168714	2.40182
100	10	0.420762	-64.9999	0	0.0405832	1.58455e-37	3.7744e-32	6.43068e-38	0.922571	0.0771322	0.000296419	0.050009	0.0500131	84.336	6.02234e-05	84.3384	8.16368e-05	1.40745	13.6724	0.685855	0.140187	0.685855	0.140187	0.0605043	0.0605069	0.000737992	0.0141215	0.139981	0.000999507	0.0141278	0.13998	1.12205	0.00881557	1.12218	0.0529225	6.13331	0.212039	0.172984	2.44488
10	20	-0.0628579	-64.9999	0	0.0405832	3.17342e-37	7.55907e-32	1.28789e-37	0.918952	0.0807427	0.000305704	0.050006	0.0500054	88.7342	5.801e-05	88.7374	8.04088e-05	0.239212	1.85397	0.685855	0.140187	0.685855	0.140187	0.0592658	0.0592684	0.000711001	0.00973165	0.0973418	0.000985596	0.00973801	0.0973419	0.919433	0.0107546	0.91955	0.0645632	6.24621	0.279704	0.282951	1.61265
20	20	0.00871941	-64.9999	0	0.0405832	2.30283e-37	5.48533e-32	9.34569e-38	0.919054	0.0806401	0.000305992	0.0500062	0.0500057	88.5986	5.852e-05	88.6018	8.10964e-05	0.273277	2.19872	0.685855	0.140187	0.685855	0.140187	0.0599124	0.059915	0.000717333	0.0104411	0.108017	0.000994105	0.0104475	0.108017	0.978354	0.0101128	0.978477	0.0607101	6.21652	0.279476	0.279458	1.73582
30	20	-0.0127761	-64.9999	0	0.0405832	2.43391e-37	5.79757e-32	9.87768e-38	0.919009	0.0806848	0.000306603	0.0500062	0.0500057	88.6441	5.89207e-05	88.6473	8.16674e-05	0.259804	2.06235	0.685855	0.140187	0.685855	0.140187	0.0604997	0.0605024	0.00072233	0.0103861	0.106604	0.00100124	0.0103925	0.106604	0.965928	0.0102417	0.966051	0.0614845	6.22395	0.280625	0.282137	1.69883
40	20	-0.00854554	-64.9999	0	0.0405832	2.76319e-37	6.58192e-32	1.1214e-37	0.919017	0.0806764	0.000306756	0.0500063	0.0500057	88.6306	5.90724e-05	88.6338	8.18765e-05	0.262967	2.09435	0.685855	0.140187	0.685855	0.140187	0.0607056	0.0607083	0.000724217	0.0104887	0.107993	0.00100384	0.0104951	0.107993	0.972264	0.0101756	0.972387	0.0610875	6.22349	0.279618	0.280722	1.70611
50	20	-0.0227888	-64.9999	0	0.0405832	2.30704e-37	5.49537e-32	9.36279e-38	0.918998	0.0806954	0.000306706	0.0500062	0.0500056	88.6556	5.8981e-05	88.6589	8.1754e-05	0.256653	2.03045	0.685855	0.140187	0.685855	0.140187	0.0605904	0.060593	0.000723082	0.0103801	0.106401	0.00100232	0.0103864	0.106401	0.964072	0.0102613	0.964194	0.061602	6.22992	0.279301	0.280767	1.6816
60	20	-0.0414026	-64.9999	0	0.0405832	2.24848e-37	5.35587e-32	9.12512e-38	0.918974	0.0807199	0.000306491	0.0500062	0.0500055	88.6907	5.8735e-05	88.6939	8.14165e-05	0.248252	1.94543	0.685855	0.140187	0.685855	0.140187	0.060263	0.0602657	0.000720024	0.0101862	0.103665	0.00099813	0.0101926	0.103665	0.950605	0.0104053	0.950725	0.0624666	6.23789	0.279208	0.281286	1.64957
70	20	-0.0182987	-64.9999	0	0.0405832	2.08967e-37	4.9776e-32	8.48063e-38	0.919007	0.0806863	0.0003067	0.0500063	0.0500057	88.6442	5.89995e-05	88.6474	8.17771e-05	0.259632	2.06059	0.685855	0.140187	0.685855	0.140187	0.0606103	0.060613	0.00072331	0.0104498	0.10747	0.0010026	0.0104562	0.10747	0.970006	0.0101991	0.970129	0.0612286	6.22909	0.278484	0.279617	1.68933
80	20	-0.0111954	-64.9999	0	0.0405832	2.0138e-37	4.79687e-32	8.17272e-38	0.919018	0.0806757	0.000306722	0.0500063	0.0500057	88.6304	5.9046e-05	88.6336	8.18393e-05	0.263065	2.09534	0.685855	0.140187	0.685855	0.140187	0.0606686	0.0606713	0.000723887	0.0105053	0.1083	0.00100337	0.0105117	0.1083	0.974267	0.0101549	0.97439	0.0609632	6.22614	0.278449	0.27936	1.70155
90	20	0.451836	-64.9999	0	0.0405832	1.93656e-37	4.61289e-32	7.85926e-38	0.924183	0.0755237	0.000293757	0.0500104	0.0500162	82.3615	6.30182e-05	82.3635	8.39187e-05	1.94288	19.085	0.685855	0.140187	0.685855	0.140187	0.0637199	0.0637225	0.000772615	0.0187156	0.172369	0.00102759	0.0187219	0.172369	1.20723	0.00819404	1.20737	0.049191	6.13004	0.205146	0.160154	2.49835
100	20	0.484139	-64.9999	0	0.0405832	2.55717e-37	6.09118e-32	1.03779e-37	0.925888	0.0738245	0.000287301	0.0500113	0.0500191	80.3504	6.25442e-05	80.352	8.20441e-05	2.48567	24.5699	0.685855	0.140187	0.685855	0.140187	0.0623649	0.0623674	0.000766528	0.0204809	0.181293	0.00100389	0.020487	0.181293	1.24068	0.0079701	1.24082	0.0478466	6.11815	0.203791	0.157547	2.55394
10	30	-0.0593275	-64.9999	0	0.0405832	3.48728e-37	8.3067e-32	1.41526e-37	0.918957	0.0807378	0.00030569	0.050006	0.0500054	88.7282	5.80108e-05	88.7314	8.04089e-05	0.240758	1.86961	0.685855	0.140187	0.685855	0.140187	0.0592638	0.0592664	0.00071101	0.00979789	0.0984369	0.000985595	0.00980425	0.098437	0.926342	0.0106752	0.92646	0.0640865	6.24493	0.279576	0.282499	1.61873
20	30	0.0230782	-64.9999	0	0.0405832	3.19483e-37	7.61008e-32	1.29658e-37	0.91907	0.0806236	0.000306913	0.0500064	0.0500059	88.5606	5.93439e-05	88.5638	8.22403e-05	0.280536	2.27215	0.685855	0.140187	0.685855	0.140187	0.0610506	0.0610533	0.000727587	0.0106934	0.110902	0.00100834	0.0106998	0.110902	0.98589	0.0100361	0.986014	0.0602499	6.21128	0.278727	0.278684	1.76053
30	30	0.0105654	-64.9999	0	0.0405832	3.12072e-37	7.43356e-32	1.2665e-37	0.919051	0.0806418	0.000307266	0.0500064	0.0500059	88.5772	5.95957e-05	88.5804	8.2597e-05	0.275355	2.2197	0.685855	0.140187	0.685855	0.140187	0.0614124	0.0614151	0.000730726	0.010703	0.110647	0.00101279	0.0107094	0.110647	0.981782	0.0100778	0.981905	0.0605	6.21793	0.277664	0.277887	1.739
40	30	-0.00700117	-64.9999	0	0.0405832	3.01297e-37	7.17689e-32	1.22277e-37	0.919022	0.0806715	0.000306472	0.0500062	0.0500057	88.6296	5.88449e-05	88.6328	8.15579e-05	0.263893	2.10373	0.685855	0.140187	0.685855	0.140187	0.0603857	0.0603883	0.000721383	0.0104413	0.107586	0.000999866	0.0104477	0.107586	0.972371	0.0101745	0.972494	0.0610808	6.22274	0.279708	0.280678	1.70877
50	30	0.015094	-64.9999	0	0.0405832	2.93675e-37	6.99532e-32	1.19184e-37	0.919068	0.0806256	0.000306774	0.0500063	0.0500058	88.5658	5.92214e-05	88.569	8.207e-05	0.279504	2.26171	0.685855	0.140187	0.685855	0.140187	0.0608816	0.0608843	0.000726062	0.0106735	0.110765	0.00100622	0.0106799	0.110765	0.986393	0.010031	0.986518	0.0602196	6.21761	0.276459	0.276188	1.74679
60	30	-0.001144	-64.9999	0	0.0405832	3.34202e-37	7.96069e-32	1.35631e-37	0.919036	0.0806571	0.000306929	0.0500063	0.0500058	88.6028	5.92695e-05	88.6061	8.21462e-05	0.269599	2.16146	0.685855	0.140187	0.685855	0.140187	0.0609682	0.0609708	0.000726667	0.0106074	0.109612	0.00100718	0.0106137	0.109612	0.979367	0.0101025	0.97949	0.0606483	6.22331	0.277342	0.277801	1.71885
70	30	0.0343936	-64.9999	0	0.0405832	3.27208e-37	7.79408e-32	1.32793e-37	0.919113	0.0805803	0.000307115	0.0500064	0.050006	88.5019	5.96307e-05	88.5051	8.26263e-05	0.295171	2.42025	0.685855	0.140187	0.685855	0.140187	0.0614231	0.0614258	0.00073115	0.0108692	0.113354	0.00101312	0.0108756	0.113354	0.996414	0.00993091	0.99654	0.0596184	6.2137	0.273211	0.271615	1.78001
80	30	0.377933	-64.9999	0	0.0405832	2.88791e-37	6.87899e-32	1.17202e-37	0.921565	0.078135	0.000300234	0.0500084	0.0500113	85.5311	6.05743e-05	85.5337	8.27531e-05	1.08457	10.4071	0.685855	0.140187	0.685855	0.140187	0.0614268	0.0614295	0.000742495	0.0129462	0.132425	0.0010137	0.0129526	0.132425	1.08613	0.00910804	1.08626	0.0546783	6.14352	0.217662	0.183337	2.37118
90	30	0.462402	-64.9999	0	0.0405832	2.92412e-37	6.96524e-32	1.18671e-37	0.924576	0.0751317	0.000292597	0.0500107	0.0500171	81.8906	6.31532e-05	81.8925	8.38713e-05	2.06637	20.3332	0.685855	0.140187	0.685855	0.140187	0.0636992	0.0637018	0.000774234	0.0178825	0.167567	0.00102685	0.0178887	0.167566	1.1944	0.00827985	1.19454	0.0497062	6.12646	0.204185	0.160139	2.51653
100	30	0.486894	-64.9999	0	0.0405832	2.87928e-37	6.85844e-32	1.16851e-37	0.925902	0.0738117	0.000286824	0.0500112	0.050019	80.3432	6.21417e-05	80.3448	8.1528e-05	2.4854	24.5672	0.685855	0.140187	0.685855	0.140187	0.0618335	0.061836	0.000761526	0.0209729	0.182401	0.000997499	0.020979	0.1824	1.24603	0.00793623	1.24618	0.0476433	6.11606	0.204533	0.158219	2.55868
10	40	-0.0631386	-64.9999	0	0.0405832	4.01475e-37	9.56313e-32	1.62933e-37	0.918956	0.0807387	0.000305629	0.050006	0.0500054	88.7305	5.79569e-05	88.7338	8.03338e-05	0.240301	1.86499	0.685855	0.140187	0.685855	0.140187	0.0591893	0.0591919	0.00071034	0.00977587	0.098159	0.000984661	0.00978222	0.0981591	0.925164	0.0106886	0.925282	0.0641673	6.24799	0.278449	0.281345	1.61217
20	40	-0.00841218	-64.9999	0	0.0405832	3.84969e-37	9.16996e-32	1.56234e-37	0.919016	0.0806768	0.000306987	0.0500063	0.0500057	88.6269	5.92668e-05	88.6301	8.2148e-05	0.263275	2.09746	0.685855	0.140187	0.685855	0.140187	0.0609767	0.0609794	0.000726636	0.010531	0.108405	0.00100722	0.0105374	0.108405	0.972571	0.0101724	0.972694	0.0610684	6.22401	0.27913	0.280367	1.70634
30	40	0.0596592	-64.9999	0	0.0405832	4.14683e-37	9.87775e-32	1.68293e-37	0.919169	0.0805236	0.000307039	0.0500065	0.0500061	88.4314	5.97161e-05	88.4345	8.27274e-05	0.31367	2.60746	0.685855	0.140187	0.685855	0.140187	0.0615066	0.0615093	0.000732203	0.0109501	0.114602	0.00101435	0.0109565	0.114602	1.00248	0.00987109	1.00261	0.0592593	6.20533	0.271476	0.268534	1.82348
