#X	#Y	#DWt
-50	0	-0.158193
-45	0	-0.158972
-40	0	-0.159831
-35	0	-0.160769
-30	0	-0.161764
-25	0	-0.16273
-20	0	-0.163387
-15	0	-0.162888
-10	0	-0.158548
-5	0	-0.140745
0	0	-0.0785634
5	0	0.211368
10	0	0.26887
15	0	0.142776
20	0	0.0366332
25	0	-0.0318136
30	0	-0.074254
35	0	-0.100888
40	0	-0.11779
45	0	-0.128587
50	0	-0.135498
