$Time	#Prjn0	#Prjn1
29	0.21522001919018457	1.229586648895037
30	1.2457242190137106	0.19991759277941923
0	1.0790648433438337	0.8633186443789044
1	1.4735712076805412	-0.215282275525258
2	0.9931258997292438	0.20553095188953507
3	1.1215264454330522	0.06402268315350443
4	1.0500204499441435	0.48120971815265684
5	1.3887031953272164	0.10935312504647826
6	1.309180890306188	0.22728476073601458
7	1.8126268406447337	-0.20522787947717525
8	0.568641693703394	1.0043381112558276
9	0.20085732903570477	0.7419942887362962
10	-0.11280072855285456	-1.4293303158240187
11	1.1632433837407923	0.18530089870130786
12	-0.13077719596573195	-1.4666115953185297
13	0.8657009343895744	0.10703034326863506
14	0.02526695405962924	-0.43095108004594995
15	0.6949133873240992	0.27417345718187097
16	-0.4357232787810856	0.5091916611787155
17	0.39055443163895426	0.5532553952260567
18	-0.10145906565438755	-1.412588328989527
19	0.8779441810776967	0.19149945919707279
20	0.2710880826524336	-0.7125773776725106
21	-1.2078400991797782	1.48877420341993
22	-0.24388722228699555	0.635606897595008
23	-1.15398278871735	-0.9032814458825603
24	-1.2337970989843863	1.7924783972410074
25	-1.3818298019818525	-0.2983314937591365
26	-1.3400265572567036	-1.014421173659245
27	-1.269966833135289	-0.47015917525477796
28	-1.149389256115024	1.736332541361511
