|Run	|Epoch	$RunName	#CorSim	#UnitErr	#PctErr	#PctCor	#PctErr2	#V4_AvgCaDiff	#V4_Gnmda	#V4_GgabaB	#V4_SSGi	#IT_AvgCaDiff	#IT_Gnmda	#IT_GgabaB	#IT_SSGi	#Output_AvgCaDiff	#Output_Gnmda	#Output_GgabaB	#Output_SSGi	#TstCorSim	#TstUnitErr	#TstPctCor	#TstPctErr	#PerTrlMSec	#V4_ActMAvg	#V4_ActMMax	#V4_MaxGeM	#V4_CorDiff	#V4_GiMult	#IT_ActMAvg	#IT_ActMMax	#IT_MaxGeM	#IT_CorDiff	#IT_GiMult	#Output_ActMAvg	#Output_ActMMax	#Output_MaxGeM	#Output_CorDiff	#Output_GiMult	#V1_ActAvg	#V4_PCA_NStrong	#V4_PCA_Top5	#V4_PCA_Next5	#V4_PCA_Rest	#IT_PCA_NStrong	#IT_PCA_Top5	#IT_PCA_Next5	#IT_PCA_Rest	#Output_PCA_NStrong	#Output_PCA_Top5	#Output_PCA_Next5	#Output_PCA_Rest
0	0	cpu_nd4_Base	0.02442	0.05	0.9355	0.06452	0.8548	-0.00229	0.2309	0.2621	0.01508	0.006417	0.2153	0.1672	0.0116	-0.008194	0.0485	0.2692	0.02869	0	0	0	0	0	0.02879	0.4064	1.113	0.08978	1	0.0273	0.2384	0.7018	0.2593	1	0.02249	0.2966	0.6293	0.9756	1	0.06973	71	0.1419	0.06862	0.004141	17	0.01765	0.01349	0.002022	0	0.00806	0.005535	0.001213
0	1	cpu_nd4_Base	0.109	0.05	0.8438	0.1562	0.7656	-0.001872	0.2216	0.2557	0.01485	0.006249	0.2218	0.1572	0.01103	-0.008076	0.04813	0.2666	0.02958	0	0	0	0	174	0.02893	0.4061	1.121	0.08485	1	0.02664	0.2424	0.6542	0.2623	1	0.02454	0.3429	0.5657	0.891	1	0.06794	71	0.1419	0.06862	0.004141	17	0.01765	0.01349	0.002022	0	0.00806	0.005535	0.001213
0	2	cpu_nd4_Base	0.2728	0.04977	0.6562	0.3438	0.5391	-0.001808	0.2236	0.2427	0.01481	0.005998	0.2185	0.1566	0.0111	-0.008568	0.04899	0.2754	0.03063	0	0	0	0	172.5	0.02866	0.4316	1.14	0.07911	1	0.02698	0.2464	0.6399	0.2647	1	0.02831	0.4065	0.5925	0.7272	1	0.06762	71	0.1419	0.06862	0.004141	17	0.01765	0.01349	0.002022	0	0.00806	0.005535	0.001213
0	3	cpu_nd4_Base	0.3497	0.04945	0.6094	0.3906	0.5156	-0.001778	0.2237	0.241	0.01464	0.006508	0.2181	0.1537	0.01142	-0.008561	0.04974	0.2722	0.03079	0	0	0	0	170.3	0.02849	0.4412	1.147	0.07511	1	0.02675	0.2553	0.6494	0.2659	1	0.03312	0.4911	0.6105	0.6503	1	0.06677	71	0.1419	0.06862	0.004141	17	0.01765	0.01349	0.002022	0	0.00806	0.005535	0.001213
0	4	cpu_nd4_Base	0.377	0.04922	0.6172	0.3828	0.4688	-0.00155	0.2266	0.2407	0.01375	0.006287	0.2152	0.1499	0.01128	-0.008998	0.04992	0.2716	0.03215	0	0	0	0	166.9	0.02821	0.4664	1.19	0.06738	1	0.0265	0.2618	0.6604	0.2394	1	0.03707	0.5525	0.6402	0.623	1	0.06628	71	0.1419	0.06862	0.004141	17	0.01765	0.01349	0.002022	0	0.00806	0.005535	0.001213
0	5	cpu_nd4_Base	0.39	0.04844	0.5938	0.4062	0.4062	-0.001743	0.2261	0.2343	0.01432	0.006353	0.2195	0.144	0.01041	-0.009134	0.04954	0.2669	0.03323	0	0	0	0	166.6	0.02827	0.4886	1.192	0.06419	1	0.02596	0.267	0.6669	0.2363	1	0.03947	0.559	0.6473	0.61	1	0.06621	63	0.1865	0.09082	0.003738	17	0.03383	0.01688	0.001727	16	0.06886	0.03345	0.002214
0	6	cpu_nd4_Base	0.4528	0.04625	0.5469	0.4531	0.4219	-0.001612	0.2311	0.237	0.0138	0.006862	0.223	0.145	0.01071	-0.009032	0.05006	0.2556	0.03368	0	0	0	0	162.5	0.02858	0.5204	1.188	0.05697	1	0.02552	0.2849	0.6819	0.2112	1	0.04317	0.6348	0.6645	0.5472	1	0.06692	63	0.1865	0.09082	0.003738	17	0.03383	0.01688	0.001727	16	0.06886	0.03345	0.002214
0	7	cpu_nd4_Base	0.521	0.04172	0.4531	0.5469	0.3281	-0.001502	0.2253	0.2305	0.01424	0.00686	0.2172	0.1421	0.01082	-0.00913	0.05131	0.2554	0.03448	0	0	0	0	160.2	0.0281	0.5455	1.249	0.05235	1	0.02554	0.2873	0.6757	0.2063	1	0.04378	0.6348	0.6741	0.479	1	0.06639	63	0.1865	0.09082	0.003738	17	0.03383	0.01688	0.001727	16	0.06886	0.03345	0.002214
0	8	cpu_nd4_Base	0.5432	0.04133	0.4062	0.5938	0.2969	-0.001684	0.2298	0.2323	0.01358	0.006867	0.223	0.1375	0.01039	-0.009243	0.0504	0.2529	0.03527	0	0	0	0	159.7	0.02841	0.5621	1.246	0.04705	1	0.02578	0.2967	0.6815	0.1902	1	0.04467	0.6649	0.7015	0.4568	1	0.06676	63	0.1865	0.09082	0.003738	17	0.03383	0.01688	0.001727	16	0.06886	0.03345	0.002214
0	9	cpu_nd4_Base	0.5248	0.04211	0.4844	0.5156	0.2969	-0.002009	0.245	0.2503	0.01448	0.007045	0.2218	0.1402	0.01041	-0.009253	0.05097	0.2459	0.03624	0	0	0	0	157.5	0.02845	0.5845	1.271	0.04272	1	0.02569	0.3047	0.6962	0.1841	1	0.04685	0.685	0.7018	0.4752	1	0.06695	63	0.1865	0.09082	0.003738	17	0.03383	0.01688	0.001727	16	0.06886	0.03345	0.002214
0	10	cpu_nd4_Base	0.6202	0.03758	0.3438	0.6562	0.2344	-0.00109	0.2268	0.2241	0.01548	0.007402	0.2291	0.1404	0.009924	-0.009001	0.05117	0.2338	0.03775	0	0	0	0	156.5	0.02885	0.6071	1.276	0.0371	1	0.02501	0.3202	0.7157	0.1601	1	0.048	0.6978	0.7127	0.3798	1	0.06752	53	0.2905	0.1005	0.003196	17	0.06057	0.03293	0.001333	17	0.1232	0.07883	0.003687
0	11	cpu_nd4_Base	0.6275	0.03242	0.3281	0.6719	0.2734	-0.001529	0.2324	0.2358	0.01399	0.007228	0.2243	0.1377	0.01025	-0.008784	0.05185	0.2305	0.03869	0	0	0	0	154.1	0.02837	0.6232	1.311	0.03437	1	0.02508	0.3286	0.7044	0.154	1	0.04784	0.6913	0.7197	0.3725	1	0.06674	53	0.2905	0.1005	0.003196	17	0.06057	0.03293	0.001333	17	0.1232	0.07883	0.003687
0	12	cpu_nd4_Base	0.6733	0.02766	0.2734	0.7266	0.2109	-0.001467	0.233	0.2419	0.01509	0.007446	0.227	0.1456	0.01057	-0.008826	0.05259	0.2285	0.03771	0	0	0	0	153.1	0.02894	0.6303	1.322	0.03122	1	0.02528	0.3357	0.712	0.1354	1	0.04776	0.711	0.7405	0.3267	1	0.06702	53	0.2905	0.1005	0.003196	17	0.06057	0.03293	0.001333	17	0.1232	0.07883	0.003687
0	13	cpu_nd4_Base	0.6981	0.02789	0.2734	0.7266	0.1797	-0.001671	0.231	0.2426	0.01553	0.007443	0.228	0.1477	0.0105	-0.008702	0.05267	0.2201	0.03729	0	0	0	0	152.1	0.02923	0.6513	1.336	0.02705	1	0.02488	0.3414	0.7231	0.1244	1	0.04732	0.7147	0.7367	0.3019	1	0.06678	53	0.2905	0.1005	0.003196	17	0.06057	0.03293	0.001333	17	0.1232	0.07883	0.003687
0	14	cpu_nd4_Base	0.741	0.02141	0.2188	0.7812	0.1406	-0.001586	0.2303	0.2549	0.01488	0.007508	0.2361	0.1513	0.01062	-0.00843	0.05237	0.2153	0.03612	0	0	0	0	151.2	0.02991	0.6707	1.378	0.02517	1	0.0248	0.3454	0.7396	0.1086	1	0.04652	0.7229	0.7311	0.259	1	0.06752	53	0.2905	0.1005	0.003196	17	0.06057	0.03293	0.001333	17	0.1232	0.07883	0.003687
0	15	cpu_nd4_Base	0.7649	0.02078	0.2031	0.7969	0.1484	-0.001602	0.2298	0.26	0.01587	0.007413	0.2335	0.1528	0.01048	-0.008145	0.05339	0.211	0.03557	0	0	0	0	150.4	0.0298	0.6831	1.414	0.0227	1	0.02486	0.3606	0.7538	0.103	1	0.04536	0.7304	0.7545	0.2351	1	0.06742	48	0.4275	0.1474	0.003037	17	0.08374	0.05441	0.001262	17	0.1354	0.1065	0.004589
0	16	cpu_nd4_Base	0.8072	0.01602	0.1641	0.8359	0.1172	-0.001745	0.2256	0.2657	0.01617	0.007423	0.2342	0.1529	0.01035	-0.008099	0.05387	0.2092	0.0367	0	0	0	0	148.6	0.0299	0.7112	1.461	0.02076	1	0.02459	0.3636	0.7605	0.08635	1	0.04487	0.7485	0.7598	0.1928	1	0.06661	48	0.4275	0.1474	0.003037	17	0.08374	0.05441	0.001262	17	0.1354	0.1065	0.004589
0	17	cpu_nd4_Base	0.7716	0.01906	0.2266	0.7734	0.1406	-0.001837	0.228	0.2745	0.01751	0.00769	0.2381	0.1648	0.01029	-0.007977	0.05363	0.2104	0.03586	0	0	0	0	148.6	0.0306	0.7086	1.431	0.01977	1	0.025	0.3642	0.7676	0.09658	1	0.0454	0.7441	0.7632	0.2284	1	0.06722	48	0.4275	0.1474	0.003037	17	0.08374	0.05441	0.001262	17	0.1354	0.1065	0.004589
0	18	cpu_nd4_Base	0.7584	0.02102	0.2422	0.7578	0.1562	-0.001771	0.2232	0.2722	0.01616	0.007672	0.2388	0.1645	0.01073	-0.007992	0.05356	0.2037	0.03522	0	0	0	0	148.2	0.0306	0.7239	1.45	0.01819	1	0.0246	0.3724	0.793	0.0976	1	0.04426	0.7443	0.7737	0.2416	1	0.06647	48	0.4275	0.1474	0.003037	17	0.08374	0.05441	0.001262	17	0.1354	0.1065	0.004589
0	19	cpu_nd4_Base	0.7831	0.01781	0.2031	0.7969	0.1406	-0.002148	0.2246	0.2969	0.01699	0.007556	0.2401	0.1724	0.01062	-0.008014	0.05417	0.2069	0.03604	0	0	0	0	148.7	0.03107	0.7457	1.485	0.0171	1	0.0251	0.3724	0.8045	0.08406	1	0.04392	0.7523	0.7872	0.2169	1	0.06672	48	0.4275	0.1474	0.003037	17	0.08374	0.05441	0.001262	17	0.1354	0.1065	0.004589
0	20	cpu_nd4_Base	0.7931	0.01844	0.1797	0.8203	0.1406	-0.00208	0.2174	0.2953	0.01837	0.007634	0.2384	0.1751	0.01064	-0.007897	0.05474	0.203	0.03559	0	0	0	0	147.1	0.031	0.7528	1.526	0.01597	1	0.02511	0.3752	0.7947	0.08416	1	0.04426	0.7537	0.7984	0.2069	1	0.06644	46	0.5463	0.192	0.003121	17	0.1003	0.06061	0.001311	17	0.1532	0.1037	0.005249
0	21	cpu_nd4_Base	0.8519	0.01375	0.125	0.875	0.08594	-0.001936	0.2133	0.2969	0.01785	0.007594	0.2397	0.1807	0.01072	-0.00779	0.05504	0.1957	0.03631	0	0	0	0	145.2	0.0313	0.7533	1.552	0.01481	1	0.02472	0.3852	0.8076	0.0623	1	0.04422	0.7671	0.7985	0.1481	1	0.0659	46	0.5463	0.192	0.003121	17	0.1003	0.06061	0.001311	17	0.1532	0.1037	0.005249
0	22	cpu_nd4_Base	0.8567	0.01219	0.1172	0.8828	0.08594	-0.002197	0.2152	0.315	0.01769	0.00747	0.2429	0.1915	0.01103	-0.007744	0.05492	0.2006	0.03623	0	0	0	0	145.8	0.03185	0.7721	1.554	0.01407	1	0.02505	0.3844	0.8304	0.06577	1	0.04438	0.7764	0.8064	0.1433	1	0.0666	46	0.5463	0.192	0.003121	17	0.1003	0.06061	0.001311	17	0.1532	0.1037	0.005249
0	23	cpu_nd4_Base	0.7776	0.01992	0.2031	0.7969	0.1484	-0.002222	0.2172	0.324	0.01815	0.007653	0.2435	0.1969	0.01087	-0.007746	0.05481	0.2005	0.03558	0	0	0	0	145.3	0.03214	0.7791	1.556	0.01359	1	0.02521	0.3882	0.8349	0.07996	1	0.04451	0.7747	0.8053	0.2224	1	0.06639	46	0.5463	0.192	0.003121	17	0.1003	0.06061	0.001311	17	0.1532	0.1037	0.005249
0	24	cpu_nd4_Base	0.8455	0.01359	0.1406	0.8594	0.08594	-0.002175	0.2109	0.3269	0.01827	0.007373	0.2424	0.1967	0.01087	-0.007967	0.05548	0.2034	0.03602	0	0	0	0	145.4	0.03192	0.782	1.584	0.0134	1	0.02547	0.3847	0.8438	0.06744	1	0.04519	0.7803	0.8242	0.1545	1	0.06666	46	0.5463	0.192	0.003121	17	0.1003	0.06061	0.001311	17	0.1532	0.1037	0.005249
0	25	cpu_nd4_Base	0.8432	0.01422	0.1406	0.8594	0.08594	-0.002327	0.2143	0.3522	0.01905	0.007487	0.2462	0.2031	0.01105	-0.007746	0.0554	0.1945	0.03594	0	0	0	0	146	0.03245	0.7879	1.6	0.01267	1	0.0252	0.4001	0.8475	0.06287	1	0.04472	0.7812	0.8199	0.1568	1	0.06612	44	0.7298	0.1873	0.003205	17	0.1244	0.06697	0.001275	17	0.1854	0.1115	0.004789
0	26	cpu_nd4_Base	0.8364	0.01469	0.1406	0.8594	0.1172	-0.002395	0.2068	0.3408	0.01881	0.007548	0.2457	0.2116	0.01101	-0.007685	0.05548	0.201	0.036	0	0	0	0	145.1	0.03276	0.8007	1.6	0.01212	1	0.02533	0.3905	0.8547	0.06303	1	0.04418	0.7837	0.8213	0.1636	1	0.06724	44	0.7298	0.1873	0.003205	17	0.1244	0.06697	0.001275	17	0.1854	0.1115	0.004789
0	27	cpu_nd4_Base	0.8414	0.01234	0.1328	0.8672	0.1094	-0.002696	0.2154	0.3662	0.01925	0.007495	0.2448	0.2089	0.01132	-0.007685	0.05588	0.1973	0.03613	0	0	0	0	144.8	0.03267	0.8051	1.66	0.01172	1	0.02551	0.3935	0.8602	0.06492	1	0.04453	0.7951	0.8357	0.1586	1	0.06657	44	0.7298	0.1873	0.003205	17	0.1244	0.06697	0.001275	17	0.1854	0.1115	0.004789
0	28	cpu_nd4_Base	0.8504	0.01289	0.125	0.875	0.1016	-0.002452	0.2067	0.3494	0.01942	0.007343	0.2476	0.2214	0.01165	-0.007774	0.05602	0.1965	0.03669	0	0	0	0	144.3	0.03315	0.8176	1.659	0.01151	1	0.02558	0.3992	0.8638	0.06172	1	0.04493	0.7919	0.8444	0.1496	1	0.06603	44	0.7298	0.1873	0.003205	17	0.1244	0.06697	0.001275	17	0.1854	0.1115	0.004789
0	29	cpu_nd4_Base	0.8916	0.009766	0.1016	0.8984	0.0625	-0.002397	0.2089	0.3649	0.01887	0.007379	0.2465	0.2312	0.0117	-0.007752	0.05682	0.1942	0.03757	0	0	0	0	144.3	0.03349	0.8272	1.668	0.01092	1	0.02522	0.4007	0.8802	0.04847	1	0.04408	0.7921	0.8521	0.1084	1	0.06657	44	0.7298	0.1873	0.003205	17	0.1244	0.06697	0.001275	17	0.1854	0.1115	0.004789
0	30	cpu_nd4_Base	0.8929	0.009531	0.1094	0.8906	0.0625	-0.002685	0.2049	0.39	0.02058	0.007191	0.2491	0.2395	0.01138	-0.007766	0.0568	0.1977	0.03719	0	0	0	0	145	0.03389	0.8266	1.658	0.01019	1	0.02551	0.4034	0.8942	0.0446	1	0.04402	0.7941	0.866	0.1071	1	0.06639	45	0.7776	0.2392	0.003455	17	0.1208	0.07875	0.001554	17	0.1665	0.1253	0.006626
0	31	cpu_nd4_Base	0.8753	0.01156	0.1172	0.8828	0.07031	-0.002553	0.2033	0.3782	0.02013	0.007213	0.249	0.2479	0.01182	-0.007973	0.05727	0.1993	0.03657	0	0	0	0	144.5	0.03416	0.8439	1.702	0.01042	1	0.02564	0.4063	0.9096	0.04942	1	0.04414	0.8018	0.8695	0.1247	1	0.06705	45	0.7776	0.2392	0.003455	17	0.1208	0.07875	0.001554	17	0.1665	0.1253	0.006626
0	32	cpu_nd4_Base	0.8756	0.01109	0.1172	0.8828	0.08594	-0.002183	0.198	0.369	0.02024	0.007321	0.2503	0.244	0.01147	-0.007751	0.0568	0.1924	0.03629	0	0	0	0	144.2	0.03405	0.8377	1.687	0.009806	1	0.02537	0.4148	0.9176	0.04982	1	0.04481	0.8086	0.8695	0.1244	1	0.06639	45	0.7776	0.2392	0.003455	17	0.1208	0.07875	0.001554	17	0.1665	0.1253	0.006626
