|Expt	|Run	|Epoch	$RunName	#NCorrect	#RewPred	#Rew	#RPE	#PerTrlMSec
0	23	12	2024-02-29-seq3x5pgi_49u_good_Base	2.711	0.2413	0.862	0.627	63.36
0	23	13	2024-02-29-seq3x5pgi_49u_good_Base	3	0.2978	1	0.7093	61.77
0	24	0	2024-02-29-seq3x5pgi_49u_good_Base	0.3594	0.1005	0.04167	-0.05863	0
0	24	1	2024-02-29-seq3x5pgi_49u_good_Base	0.9844	0.1054	0.1953	0.09106	63.66
0	24	2	2024-02-29-seq3x5pgi_49u_good_Base	2.234	0.1324	0.5938	0.4661	62.37
0	24	3	2024-02-29-seq3x5pgi_49u_good_Base	2.227	0.1664	0.5599	0.3975	63.96
0	24	4	2024-02-29-seq3x5pgi_49u_good_Base	2.148	0.1931	0.5182	0.3284	63.02
0	24	5	2024-02-29-seq3x5pgi_49u_good_Base	2.172	0.221	0.5547	0.3371	64.94
0	24	6	2024-02-29-seq3x5pgi_49u_good_Base	2.266	0.2495	0.6068	0.3609	63.4
0	24	7	2024-02-29-seq3x5pgi_49u_good_Base	2.742	0.2857	0.8646	0.5847	63.96
0	24	8	2024-02-29-seq3x5pgi_49u_good_Base	2.984	0.3395	0.9948	0.6619	63.03
